Index,RunID, LON, LAT,tag,coord_id,YIELD,land cover,check,check T3,county
98,166,-98.5598,29.1477,-98.5598.29.1477,166,11.711,31,1,1,ATASCOSA
99,167,-98.5498,29.1477,-98.5498.29.1477,167,11.711,31,1,1,ATASCOSA
100,168,-98.5398,29.1477,-98.5398.29.1477,168,11.711,52,1,1,ATASCOSA
101,169,-98.5298,29.1477,-98.5298.29.1477,169,11.711,52,1,1,ATASCOSA
102,176,-98.7598,29.1377,-98.7598.29.1377,176,11.1252,81,1,1,ATASCOSA
103,177,-98.7498,29.1377,-98.7498.29.1377,177,11.7208,52,1,1,ATASCOSA
104,178,-98.7398,29.1377,-98.7398.29.1377,178,11.3744,52,1,1,ATASCOSA
105,179,-98.7298,29.1377,-98.7298.29.1377,179,11.3744,52,1,1,ATASCOSA
106,184,-98.6798,29.1377,-98.6798.29.1377,184,11.379,71,1,1,ATASCOSA
107,190,-98.6198,29.1377,-98.6198.29.1377,190,11.4254,71,1,1,ATASCOSA
108,191,-98.6098,29.1377,-98.6098.29.1377,191,11.711,81,1,1,ATASCOSA
109,192,-98.5998,29.1377,-98.5998.29.1377,192,11.711,52,1,1,ATASCOSA
110,193,-98.5898,29.1377,-98.5898.29.1377,193,11.711,71,1,1,ATASCOSA
111,194,-98.5798,29.1377,-98.5798.29.1377,194,11.711,81,1,1,ATASCOSA
112,195,-98.5698,29.1377,-98.5698.29.1377,195,11.4254,52,1,1,ATASCOSA
113,196,-98.5598,29.1377,-98.5598.29.1377,196,11.711,52,1,1,ATASCOSA
114,199,-98.5298,29.1377,-98.5298.29.1377,199,11.711,81,1,1,ATASCOSA
115,203,-98.4898,29.1377,-98.4898.29.1377,203,11.8024,31,1,1,ATASCOSA
116,204,-98.4798,29.1377,-98.4798.29.1377,204,11.8024,71,1,1,ATASCOSA
117,215,-98.6998,29.1277,-98.6998.29.1277,215,11.379,52,1,1,ATASCOSA
118,219,-98.6598,29.1277,-98.6598.29.1277,219,11.379,71,1,1,ATASCOSA
119,220,-98.6498,29.1277,-98.6498.29.1277,220,11.379,82,1,1,ATASCOSA
120,224,-98.6098,29.1277,-98.6098.29.1277,224,11.711,52,1,1,ATASCOSA
121,225,-98.5998,29.1277,-98.5998.29.1277,225,11.711,52,1,1,ATASCOSA
122,226,-98.5898,29.1277,-98.5898.29.1277,226,11.711,52,1,1,ATASCOSA
123,227,-98.5798,29.1277,-98.5798.29.1277,227,11.711,71,1,1,ATASCOSA
124,228,-98.5698,29.1277,-98.5698.29.1277,228,11.4252,71,1,1,ATASCOSA
125,230,-98.5498,29.1277,-98.5498.29.1277,230,11.4252,71,1,1,ATASCOSA
126,231,-98.5398,29.1277,-98.5398.29.1277,231,11.711,52,1,1,ATASCOSA
127,233,-98.5198,29.1277,-98.5198.29.1277,233,11.4252,52,1,1,ATASCOSA
128,235,-98.4998,29.1277,-98.4998.29.1277,235,11.5098,71,1,1,ATASCOSA
129,236,-98.4898,29.1277,-98.4898.29.1277,236,11.5098,52,1,1,ATASCOSA
130,238,-98.4698,29.1277,-98.4698.29.1277,238,11.5098,81,1,1,ATASCOSA
131,239,-98.4598,29.1277,-98.4598.29.1277,239,11.4964,82,1,1,ATASCOSA
132,240,-98.4498,29.1277,-98.4498.29.1277,240,11.5098,52,1,1,ATASCOSA
133,241,-98.7998,29.1177,-98.7998.29.1177,241,10.7094,81,1,1,ATASCOSA
134,249,-98.7198,29.1177,-98.7198.29.1177,249,11.2616,52,1,1,ATASCOSA
135,250,-98.7098,29.1177,-98.7098.29.1177,250,10.8546,81,1,1,ATASCOSA
136,251,-98.6998,29.1177,-98.6998.29.1177,251,10.3692,71,1,1,ATASCOSA
137,253,-98.6798,29.1177,-98.6798.29.1177,253,11.1482,52,1,1,ATASCOSA
138,254,-98.6698,29.1177,-98.6698.29.1177,254,11.1482,52,1,1,ATASCOSA
139,255,-98.6598,29.1177,-98.6598.29.1177,255,11.1482,71,1,1,ATASCOSA
140,257,-98.6398,29.1177,-98.6398.29.1177,257,10.8546,81,1,1,ATASCOSA
141,259,-98.6198,29.1177,-98.6198.29.1177,259,11.553,52,1,1,ATASCOSA
142,260,-98.6098,29.1177,-98.6098.29.1177,260,11.2554,81,1,1,ATASCOSA
143,261,-98.5998,29.1177,-98.5998.29.1177,261,11.553,81,1,1,ATASCOSA
144,262,-98.5898,29.1177,-98.5898.29.1177,262,11.553,81,1,1,ATASCOSA
145,263,-98.5798,29.1177,-98.5798.29.1177,263,11.553,81,1,1,ATASCOSA
146,264,-98.5698,29.1177,-98.5698.29.1177,264,11.553,82,1,1,ATASCOSA
147,266,-98.5498,29.1177,-98.5498.29.1177,266,11.2554,52,1,1,ATASCOSA
148,267,-98.5398,29.1177,-98.5398.29.1177,267,11.2554,82,1,1,ATASCOSA
149,268,-98.5298,29.1177,-98.5298.29.1177,268,11.553,82,1,1,ATASCOSA
150,269,-98.5198,29.1177,-98.5198.29.1177,269,11.2554,81,1,1,ATASCOSA
151,270,-98.5098,29.1177,-98.5098.29.1177,270,11.2554,81,1,1,ATASCOSA
152,271,-98.4998,29.1177,-98.4998.29.1177,271,10.7064,52,1,1,ATASCOSA
153,273,-98.4798,29.1177,-98.4798.29.1177,273,11.078,52,1,1,ATASCOSA
154,274,-98.4698,29.1177,-98.4698.29.1177,274,11.6718,81,1,1,ATASCOSA
155,275,-98.4598,29.1177,-98.4598.29.1177,275,10.8168,81,1,1,ATASCOSA
156,276,-98.4498,29.1177,-98.4498.29.1177,276,11.0118,81,1,1,ATASCOSA
157,277,-98.4398,29.1177,-98.4398.29.1177,277,11.0118,71,1,1,ATASCOSA
158,278,-98.4298,29.1177,-98.4298.29.1177,278,10.8814,71,1,1,ATASCOSA
159,279,-98.4198,29.1177,-98.4198.29.1177,279,11.0118,82,1,1,ATASCOSA
160,280,-98.7998,29.1077,-98.7998.29.1077,280,11.0124,31,1,1,ATASCOSA
161,281,-98.7898,29.1077,-98.7898.29.1077,281,11.0124,52,1,1,ATASCOSA
162,285,-98.7498,29.1077,-98.7498.29.1077,285,11.455,52,1,1,ATASCOSA
163,289,-98.7098,29.1077,-98.7098.29.1077,289,10.8544,52,1,1,ATASCOSA
164,290,-98.6998,29.1077,-98.6998.29.1077,290,10.8544,52,1,1,ATASCOSA
165,291,-98.6898,29.1077,-98.6898.29.1077,291,11.148,81,1,1,ATASCOSA
166,292,-98.6798,29.1077,-98.6798.29.1077,292,11.148,71,1,1,ATASCOSA
167,293,-98.6698,29.1077,-98.6698.29.1077,293,11.148,81,1,1,ATASCOSA
168,294,-98.6598,29.1077,-98.6598.29.1077,294,10.8544,52,1,1,ATASCOSA
169,295,-98.6498,29.1077,-98.6498.29.1077,295,10.8544,81,1,1,ATASCOSA
170,296,-98.6398,29.1077,-98.6398.29.1077,296,10.8544,52,1,1,ATASCOSA
171,297,-98.6298,29.1077,-98.6298.29.1077,297,10.8544,81,1,1,ATASCOSA
172,298,-98.6198,29.1077,-98.6198.29.1077,298,11.2556,82,1,1,ATASCOSA
173,302,-98.5798,29.1077,-98.5798.29.1077,302,11.5532,82,1,1,ATASCOSA
174,303,-98.5698,29.1077,-98.5698.29.1077,303,11.5532,52,1,1,ATASCOSA
175,304,-98.5598,29.1077,-98.5598.29.1077,304,11.2556,81,1,1,ATASCOSA
176,305,-98.5498,29.1077,-98.5498.29.1077,305,11.2556,52,1,1,ATASCOSA
177,306,-98.5398,29.1077,-98.5398.29.1077,306,11.201,52,1,1,ATASCOSA
178,307,-98.5298,29.1077,-98.5298.29.1077,307,11.201,52,1,1,ATASCOSA
179,308,-98.5198,29.1077,-98.5198.29.1077,308,11.0568,52,1,1,ATASCOSA
180,309,-98.5098,29.1077,-98.5098.29.1077,309,11.2556,81,1,1,ATASCOSA
181,310,-98.4998,29.1077,-98.4998.29.1077,310,10.7058,52,1,1,ATASCOSA
182,311,-98.4898,29.1077,-98.4898.29.1077,311,10.7832,81,1,1,ATASCOSA
183,312,-98.4798,29.1077,-98.4798.29.1077,312,10.8172,81,1,1,ATASCOSA
184,313,-98.4698,29.1077,-98.4698.29.1077,313,10.7058,82,1,1,ATASCOSA
185,314,-98.4598,29.1077,-98.4598.29.1077,314,10.8808,81,1,1,ATASCOSA
186,315,-98.4498,29.1077,-98.4498.29.1077,315,11.0118,81,1,1,ATASCOSA
187,316,-98.4398,29.1077,-98.4398.29.1077,316,11.0118,52,1,1,ATASCOSA
188,317,-98.4298,29.1077,-98.4298.29.1077,317,11.0118,52,1,1,ATASCOSA
189,318,-98.4198,29.1077,-98.4198.29.1077,318,10.7058,82,1,1,ATASCOSA
190,319,-98.4098,29.1077,-98.4098.29.1077,319,10.5522,90,1,1,ATASCOSA
191,321,-98.7898,29.0977,-98.7898.29.0977,321,11.0122,52,1,1,ATASCOSA
192,322,-98.7798,29.0977,-98.7798.29.0977,322,11.0122,52,1,1,ATASCOSA
193,324,-98.7598,29.0977,-98.7598.29.0977,324,10.7086,52,1,1,ATASCOSA
194,325,-98.7498,29.0977,-98.7498.29.0977,325,11.455,52,1,1,ATASCOSA
195,326,-98.7398,29.0977,-98.7398.29.0977,326,11.2614,52,1,1,ATASCOSA
196,329,-98.7098,29.0977,-98.7098.29.0977,329,11.1478,81,1,1,ATASCOSA
197,330,-98.6998,29.0977,-98.6998.29.0977,330,10.8544,81,1,1,ATASCOSA
198,332,-98.6798,29.0977,-98.6798.29.0977,332,10.8544,52,1,1,ATASCOSA
199,333,-98.6698,29.0977,-98.6698.29.0977,333,10.8544,81,1,1,ATASCOSA
200,334,-98.6598,29.0977,-98.6598.29.0977,334,10.8544,52,1,1,ATASCOSA
201,336,-98.6398,29.0977,-98.6398.29.0977,336,10.8544,81,1,1,ATASCOSA
202,337,-98.6298,29.0977,-98.6298.29.0977,337,10.8544,52,1,1,ATASCOSA
203,338,-98.6198,29.0977,-98.6198.29.0977,338,11.2552,81,1,1,ATASCOSA
204,339,-98.6098,29.0977,-98.6098.29.0977,339,11.2552,81,1,1,ATASCOSA
205,340,-98.5998,29.0977,-98.5998.29.0977,340,11.2552,52,1,1,ATASCOSA
206,342,-98.5798,29.0977,-98.5798.29.0977,342,11.2552,81,1,1,ATASCOSA
207,343,-98.5698,29.0977,-98.5698.29.0977,343,11.2004,52,1,1,ATASCOSA
208,344,-98.5598,29.0977,-98.5598.29.0977,344,11.2004,81,1,1,ATASCOSA
209,345,-98.5498,29.0977,-98.5498.29.0977,345,11.2004,52,1,1,ATASCOSA
210,347,-98.5298,29.0977,-98.5298.29.0977,347,10.9444,81,1,1,ATASCOSA
211,348,-98.5198,29.0977,-98.5198.29.0977,348,11.2378,82,1,1,ATASCOSA
212,349,-98.5098,29.0977,-98.5098.29.0977,349,11.2004,52,1,1,ATASCOSA
213,350,-98.4998,29.0977,-98.4998.29.0977,350,11.0778,81,1,1,ATASCOSA
214,351,-98.4898,29.0977,-98.4898.29.0977,351,10.7056,81,1,1,ATASCOSA
215,352,-98.4798,29.0977,-98.4798.29.0977,352,11.0778,81,1,1,ATASCOSA
216,353,-98.4698,29.0977,-98.4698.29.0977,353,11.0118,52,1,1,ATASCOSA
217,355,-98.4498,29.0977,-98.4498.29.0977,355,10.88,81,1,1,ATASCOSA
218,356,-98.4398,29.0977,-98.4398.29.0977,356,10.461,90,1,1,ATASCOSA
219,357,-98.4298,29.0977,-98.4298.29.0977,357,10.7056,82,1,1,ATASCOSA
220,358,-98.4198,29.0977,-98.4198.29.0977,358,10.7056,81,1,1,ATASCOSA
221,359,-98.4098,29.0977,-98.4098.29.0977,359,11.0118,82,1,1,ATASCOSA
222,360,-98.3998,29.0977,-98.3998.29.0977,360,10.709,82,1,1,ATASCOSA
223,361,-98.7998,29.0877,-98.7998.29.0877,361,11.0122,82,1,1,ATASCOSA
224,362,-98.7898,29.0877,-98.7898.29.0877,362,11.0122,52,1,1,ATASCOSA
225,363,-98.7798,29.0877,-98.7798.29.0877,363,11.0122,81,1,1,ATASCOSA
226,364,-98.7698,29.0877,-98.7698.29.0877,364,2.0872,52,1,1,ATASCOSA
227,365,-98.7598,29.0877,-98.7598.29.0877,365,2.0872,82,1,1,ATASCOSA
228,366,-98.7498,29.0877,-98.7498.29.0877,366,2.2152,81,1,1,ATASCOSA
229,367,-98.7398,29.0877,-98.7398.29.0877,367,2.2152,52,1,1,ATASCOSA
230,368,-98.7298,29.0877,-98.7298.29.0877,368,11.2612,71,1,1,ATASCOSA
231,369,-98.7198,29.0877,-98.7198.29.0877,369,11.2612,52,1,1,ATASCOSA
232,370,-98.7098,29.0877,-98.7098.29.0877,370,11.2612,52,1,1,ATASCOSA
233,371,-98.6998,29.0877,-98.6998.29.0877,371,10.854,52,1,1,ATASCOSA
234,372,-98.6898,29.0877,-98.6898.29.0877,372,7.8792,81,1,1,ATASCOSA
235,373,-98.6798,29.0877,-98.6798.29.0877,373,10.854,81,1,1,ATASCOSA
236,374,-98.6698,29.0877,-98.6698.29.0877,374,10.854,71,1,1,ATASCOSA
237,375,-98.6598,29.0877,-98.6598.29.0877,375,11.2592,81,1,1,ATASCOSA
238,376,-98.6498,29.0877,-98.6498.29.0877,376,7.8792,82,1,1,ATASCOSA
239,377,-98.6398,29.0877,-98.6398.29.0877,377,10.3568,82,1,1,ATASCOSA
240,378,-98.6298,29.0877,-98.6298.29.0877,378,10.529,81,1,1,ATASCOSA
241,379,-98.6198,29.0877,-98.6198.29.0877,379,11.7728,81,1,1,ATASCOSA
242,380,-98.6098,29.0877,-98.6098.29.0877,380,11.2004,82,1,1,ATASCOSA
243,381,-98.5998,29.0877,-98.5998.29.0877,381,11.2004,81,1,1,ATASCOSA
244,382,-98.5898,29.0877,-98.5898.29.0877,382,11.2004,81,1,1,ATASCOSA
245,383,-98.5798,29.0877,-98.5798.29.0877,383,11.2004,52,1,1,ATASCOSA
246,384,-98.5698,29.0877,-98.5698.29.0877,384,10.944,81,1,1,ATASCOSA
247,385,-98.5598,29.0877,-98.5598.29.0877,385,11.2004,52,1,1,ATASCOSA
248,386,-98.5498,29.0877,-98.5498.29.0877,386,11.2004,52,1,1,ATASCOSA
249,387,-98.5398,29.0877,-98.5398.29.0877,387,10.7822,81,1,1,ATASCOSA
250,388,-98.5298,29.0877,-98.5298.29.0877,388,11.2004,81,1,1,ATASCOSA
251,389,-98.5198,29.0877,-98.5198.29.0877,389,11.2552,52,1,1,ATASCOSA
252,390,-98.5098,29.0877,-98.5098.29.0877,390,10.944,82,1,1,ATASCOSA
253,391,-98.4998,29.0877,-98.4998.29.0877,391,11.3362,81,1,1,ATASCOSA
254,392,-98.4898,29.0877,-98.4898.29.0877,392,11.0116,52,1,1,ATASCOSA
255,394,-98.4698,29.0877,-98.4698.29.0877,394,10.7058,52,1,1,ATASCOSA
256,395,-98.4598,29.0877,-98.4598.29.0877,395,10.7058,81,1,1,ATASCOSA
257,396,-98.4498,29.0877,-98.4498.29.0877,396,10.5364,71,1,1,ATASCOSA
258,398,-98.4298,29.0877,-98.4298.29.0877,398,10.5364,81,1,1,ATASCOSA
259,399,-98.4198,29.0877,-98.4198.29.0877,399,10.709,71,1,1,ATASCOSA
260,400,-98.4098,29.0877,-98.4098.29.0877,400,10.709,81,1,1,ATASCOSA
261,401,-98.3998,29.0877,-98.3998.29.0877,401,10.8806,81,1,1,ATASCOSA
262,402,-98.3898,29.0877,-98.3898.29.0877,402,10.7058,81,1,1,ATASCOSA
263,403,-98.7998,29.0777,-98.7998.29.0777,403,2.0826,82,1,1,ATASCOSA
264,404,-98.7898,29.0777,-98.7898.29.0777,404,2.0826,52,1,1,ATASCOSA
265,405,-98.7798,29.0777,-98.7798.29.0777,405,2.0826,81,1,1,ATASCOSA
266,406,-98.7698,29.0777,-98.7698.29.0777,406,2.0826,82,1,1,ATASCOSA
267,408,-98.7498,29.0777,-98.7498.29.0777,408,2.2056,52,1,1,ATASCOSA
268,409,-98.7398,29.0777,-98.7398.29.0777,409,2.2056,82,1,1,ATASCOSA
269,410,-98.7298,29.0777,-98.7298.29.0777,410,10.9686,81,1,1,ATASCOSA
270,411,-98.7198,29.0777,-98.7198.29.0777,411,10.9686,52,1,1,ATASCOSA
271,412,-98.7098,29.0777,-98.7098.29.0777,412,10.915,52,1,1,ATASCOSA
272,413,-98.6998,29.0777,-98.6998.29.0777,413,10.7208,52,1,1,ATASCOSA
273,414,-98.6898,29.0777,-98.6898.29.0777,414,10.7956,52,1,1,ATASCOSA
274,415,-98.6798,29.0777,-98.6798.29.0777,415,10.8538,71,1,1,ATASCOSA
275,416,-98.6698,29.0777,-98.6698.29.0777,416,10.5288,82,1,1,ATASCOSA
276,418,-98.6498,29.0777,-98.6498.29.0777,418,10.7956,81,1,1,ATASCOSA
277,419,-98.6398,29.0777,-98.6398.29.0777,419,10.7956,90,1,1,ATASCOSA
278,420,-98.6298,29.0777,-98.6298.29.0777,420,10.3688,90,1,1,ATASCOSA
279,421,-98.6198,29.0777,-98.6198.29.0777,421,11.2004,82,1,1,ATASCOSA
280,422,-98.6098,29.0777,-98.6098.29.0777,422,11.2004,82,1,1,ATASCOSA
281,423,-98.5998,29.0777,-98.5998.29.0777,423,11.2004,90,1,1,ATASCOSA
282,424,-98.5898,29.0777,-98.5898.29.0777,424,11.2004,81,1,1,ATASCOSA
283,425,-98.5798,29.0777,-98.5798.29.0777,425,11.2004,52,1,1,ATASCOSA
284,426,-98.5698,29.0777,-98.5698.29.0777,426,11.2004,82,1,1,ATASCOSA
285,427,-98.5598,29.0777,-98.5598.29.0777,427,11.2004,81,1,1,ATASCOSA
286,428,-98.5498,29.0777,-98.5498.29.0777,428,10.944,52,1,1,ATASCOSA
287,429,-98.5398,29.0777,-98.5398.29.0777,429,11.2342,81,1,1,ATASCOSA
288,430,-98.5298,29.0777,-98.5298.29.0777,430,11.255,52,1,1,ATASCOSA
289,432,-98.5098,29.0777,-98.5098.29.0777,432,11.0554,52,1,1,ATASCOSA
290,433,-98.4998,29.0777,-98.4998.29.0777,433,11.0118,82,1,1,ATASCOSA
291,434,-98.4898,29.0777,-98.4898.29.0777,434,11.0774,81,1,1,ATASCOSA
292,435,-98.4798,29.0777,-98.4798.29.0777,435,11.0118,81,1,1,ATASCOSA
293,436,-98.4698,29.0777,-98.4698.29.0777,436,11.0774,81,1,1,ATASCOSA
294,437,-98.4598,29.0777,-98.4598.29.0777,437,11.0774,82,1,1,ATASCOSA
295,438,-98.4498,29.0777,-98.4498.29.0777,438,10.7054,81,1,1,ATASCOSA
296,439,-98.4398,29.0777,-98.4398.29.0777,439,10.7054,52,1,1,ATASCOSA
297,440,-98.4298,29.0777,-98.4298.29.0777,440,11.0452,81,1,1,ATASCOSA
