Index,RunID, LON, LAT,tag,Coord_ID,YIELD,land cover,county,check,check T3
74,120,-98.7498,29.1577,-98.7498.29.1577,120,12.5164,90,ATASCOSA,1,1
75,121,-98.7398,29.1577,-98.7398.29.1577,121,12.7912,52,ATASCOSA,1,1
76,122,-98.7298,29.1577,-98.7298.29.1577,122,12.6824,81,ATASCOSA,1,1
77,124,-98.7098,29.1577,-98.7098.29.1577,124,12.6824,52,ATASCOSA,1,1
78,125,-98.6998,29.1577,-98.6998.29.1577,125,12.6824,52,ATASCOSA,1,1
79,126,-98.6898,29.1577,-98.6898.29.1577,126,12.4842,81,ATASCOSA,1,1
80,130,-98.6498,29.1577,-98.6498.29.1577,130,12.4842,52,ATASCOSA,1,1
81,131,-98.6398,29.1577,-98.6398.29.1577,131,12.2386,71,ATASCOSA,1,1
82,132,-98.6298,29.1577,-98.6298.29.1577,132,12.2386,52,ATASCOSA,1,1
83,135,-98.5998,29.1577,-98.5998.29.1577,135,12.8288,81,ATASCOSA,1,1
84,136,-98.5898,29.1577,-98.5898.29.1577,136,12.8288,31,ATASCOSA,1,1
85,137,-98.5798,29.1577,-98.5798.29.1577,137,12.8288,71,ATASCOSA,1,1
86,138,-98.5698,29.1577,-98.5698.29.1577,138,12.8288,81,ATASCOSA,1,1
87,139,-98.5598,29.1577,-98.5598.29.1577,139,12.8288,31,ATASCOSA,1,1
88,146,-98.7598,29.1477,-98.7598.29.1477,146,11.9792,81,ATASCOSA,1,1
89,147,-98.7498,29.1477,-98.7498.29.1477,147,12.791,81,ATASCOSA,1,1
90,148,-98.7398,29.1477,-98.7398.29.1477,148,12.516,52,ATASCOSA,1,1
91,149,-98.7298,29.1477,-98.7298.29.1477,149,12.791,81,ATASCOSA,1,1
92,150,-98.7198,29.1477,-98.7198.29.1477,150,12.4202,52,ATASCOSA,1,1
93,154,-98.6798,29.1477,-98.6798.29.1477,154,12.484,71,ATASCOSA,1,1
94,156,-98.6598,29.1477,-98.6598.29.1477,156,12.484,52,ATASCOSA,1,1
95,161,-98.6098,29.1477,-98.6098.29.1477,161,12.8286,52,ATASCOSA,1,1
96,163,-98.5898,29.1477,-98.5898.29.1477,163,12.8286,90,ATASCOSA,1,1
97,164,-98.5798,29.1477,-98.5798.29.1477,164,12.8286,52,ATASCOSA,1,1
98,166,-98.5598,29.1477,-98.5598.29.1477,166,12.8286,31,ATASCOSA,1,1
99,167,-98.5498,29.1477,-98.5498.29.1477,167,12.8286,31,ATASCOSA,1,1
100,168,-98.5398,29.1477,-98.5398.29.1477,168,12.8286,52,ATASCOSA,1,1
101,169,-98.5298,29.1477,-98.5298.29.1477,169,12.8286,52,ATASCOSA,1,1
102,176,-98.7598,29.1377,-98.7598.29.1377,176,11.9792,81,ATASCOSA,1,1
103,177,-98.7498,29.1377,-98.7498.29.1377,177,12.791,52,ATASCOSA,1,1
104,178,-98.7398,29.1377,-98.7398.29.1377,178,12.5158,52,ATASCOSA,1,1
105,179,-98.7298,29.1377,-98.7298.29.1377,179,12.5158,52,ATASCOSA,1,1
106,184,-98.6798,29.1377,-98.6798.29.1377,184,12.4836,71,ATASCOSA,1,1
107,190,-98.6198,29.1377,-98.6198.29.1377,190,12.5146,71,ATASCOSA,1,1
108,191,-98.6098,29.1377,-98.6098.29.1377,191,12.8284,81,ATASCOSA,1,1
109,192,-98.5998,29.1377,-98.5998.29.1377,192,12.8284,52,ATASCOSA,1,1
110,193,-98.5898,29.1377,-98.5898.29.1377,193,12.8284,71,ATASCOSA,1,1
111,194,-98.5798,29.1377,-98.5798.29.1377,194,12.8284,81,ATASCOSA,1,1
112,195,-98.5698,29.1377,-98.5698.29.1377,195,12.5146,52,ATASCOSA,1,1
113,196,-98.5598,29.1377,-98.5598.29.1377,196,12.8284,52,ATASCOSA,1,1
114,199,-98.5298,29.1377,-98.5298.29.1377,199,12.8284,81,ATASCOSA,1,1
115,203,-98.4898,29.1377,-98.4898.29.1377,203,12.793,31,ATASCOSA,1,1
116,204,-98.4798,29.1377,-98.4798.29.1377,204,12.793,71,ATASCOSA,1,1
117,215,-98.6998,29.1277,-98.6998.29.1277,215,12.4836,52,ATASCOSA,1,1
118,219,-98.6598,29.1277,-98.6598.29.1277,219,12.4836,71,ATASCOSA,1,1
119,220,-98.6498,29.1277,-98.6498.29.1277,220,12.4836,82,ATASCOSA,1,1
120,224,-98.6098,29.1277,-98.6098.29.1277,224,12.8284,52,ATASCOSA,1,1
121,225,-98.5998,29.1277,-98.5998.29.1277,225,12.8284,52,ATASCOSA,1,1
122,226,-98.5898,29.1277,-98.5898.29.1277,226,12.8284,52,ATASCOSA,1,1
123,227,-98.5798,29.1277,-98.5798.29.1277,227,12.8284,71,ATASCOSA,1,1
124,228,-98.5698,29.1277,-98.5698.29.1277,228,12.5146,71,ATASCOSA,1,1
125,230,-98.5498,29.1277,-98.5498.29.1277,230,12.5146,71,ATASCOSA,1,1
126,231,-98.5398,29.1277,-98.5398.29.1277,231,12.8284,52,ATASCOSA,1,1
127,233,-98.5198,29.1277,-98.5198.29.1277,233,12.5146,52,ATASCOSA,1,1
128,235,-98.4998,29.1277,-98.4998.29.1277,235,12.5256,71,ATASCOSA,1,1
129,236,-98.4898,29.1277,-98.4898.29.1277,236,12.5256,52,ATASCOSA,1,1
130,238,-98.4698,29.1277,-98.4698.29.1277,238,12.5256,81,ATASCOSA,1,1
131,239,-98.4598,29.1277,-98.4598.29.1277,239,12.4838,82,ATASCOSA,1,1
132,240,-98.4498,29.1277,-98.4498.29.1277,240,12.5256,52,ATASCOSA,1,1
133,241,-98.7998,29.1177,-98.7998.29.1177,241,11.9484,81,ATASCOSA,1,1
134,249,-98.7198,29.1177,-98.7198.29.1177,249,12.495,52,ATASCOSA,1,1
135,250,-98.7098,29.1177,-98.7098.29.1177,250,12.0708,81,ATASCOSA,1,1
136,251,-98.6998,29.1177,-98.6998.29.1177,251,11.545,71,ATASCOSA,1,1
137,253,-98.6798,29.1177,-98.6798.29.1177,253,12.3798,52,ATASCOSA,1,1
138,254,-98.6698,29.1177,-98.6698.29.1177,254,12.3798,52,ATASCOSA,1,1
139,255,-98.6598,29.1177,-98.6598.29.1177,255,12.3798,71,ATASCOSA,1,1
140,257,-98.6398,29.1177,-98.6398.29.1177,257,12.0708,81,ATASCOSA,1,1
141,259,-98.6198,29.1177,-98.6198.29.1177,259,12.783,52,ATASCOSA,1,1
142,260,-98.6098,29.1177,-98.6098.29.1177,260,12.4812,81,ATASCOSA,1,1
143,261,-98.5998,29.1177,-98.5998.29.1177,261,12.783,81,ATASCOSA,1,1
144,262,-98.5898,29.1177,-98.5898.29.1177,262,12.783,81,ATASCOSA,1,1
145,263,-98.5798,29.1177,-98.5798.29.1177,263,12.783,81,ATASCOSA,1,1
146,264,-98.5698,29.1177,-98.5698.29.1177,264,12.783,82,ATASCOSA,1,1
147,266,-98.5498,29.1177,-98.5498.29.1177,266,12.4812,52,ATASCOSA,1,1
148,267,-98.5398,29.1177,-98.5398.29.1177,267,12.4812,82,ATASCOSA,1,1
149,268,-98.5298,29.1177,-98.5298.29.1177,268,12.783,82,ATASCOSA,1,1
150,269,-98.5198,29.1177,-98.5198.29.1177,269,12.4812,81,ATASCOSA,1,1
151,270,-98.5098,29.1177,-98.5098.29.1177,270,12.4812,81,ATASCOSA,1,1
152,271,-98.4998,29.1177,-98.4998.29.1177,271,11.9894,52,ATASCOSA,1,1
153,273,-98.4798,29.1177,-98.4798.29.1177,273,12.3448,52,ATASCOSA,1,1
154,274,-98.4698,29.1177,-98.4698.29.1177,274,12.9644,81,ATASCOSA,1,1
155,275,-98.4598,29.1177,-98.4598.29.1177,275,12.2384,81,ATASCOSA,1,1
156,276,-98.4498,29.1177,-98.4498.29.1177,276,12.3482,81,ATASCOSA,1,1
157,277,-98.4398,29.1177,-98.4398.29.1177,277,12.3482,71,ATASCOSA,1,1
158,278,-98.4298,29.1177,-98.4298.29.1177,278,12.2398,71,ATASCOSA,1,1
159,279,-98.4198,29.1177,-98.4198.29.1177,279,12.3482,82,ATASCOSA,1,1
160,280,-98.7998,29.1077,-98.7998.29.1077,280,12.262,31,ATASCOSA,1,1
161,281,-98.7898,29.1077,-98.7898.29.1077,281,12.262,52,ATASCOSA,1,1
162,285,-98.7498,29.1077,-98.7498.29.1077,285,12.6884,52,ATASCOSA,1,1
163,289,-98.7098,29.1077,-98.7098.29.1077,289,12.0708,52,ATASCOSA,1,1
164,290,-98.6998,29.1077,-98.6998.29.1077,290,12.0708,52,ATASCOSA,1,1
165,291,-98.6898,29.1077,-98.6898.29.1077,291,12.3798,81,ATASCOSA,1,1
166,292,-98.6798,29.1077,-98.6798.29.1077,292,12.3798,71,ATASCOSA,1,1
167,293,-98.6698,29.1077,-98.6698.29.1077,293,12.3798,81,ATASCOSA,1,1
168,294,-98.6598,29.1077,-98.6598.29.1077,294,12.0708,52,ATASCOSA,1,1
169,295,-98.6498,29.1077,-98.6498.29.1077,295,12.0708,81,ATASCOSA,1,1
170,296,-98.6398,29.1077,-98.6398.29.1077,296,12.0708,52,ATASCOSA,1,1
171,297,-98.6298,29.1077,-98.6298.29.1077,297,12.0708,81,ATASCOSA,1,1
172,298,-98.6198,29.1077,-98.6198.29.1077,298,12.481,82,ATASCOSA,1,1
173,302,-98.5798,29.1077,-98.5798.29.1077,302,12.783,82,ATASCOSA,1,1
174,303,-98.5698,29.1077,-98.5698.29.1077,303,12.783,52,ATASCOSA,1,1
175,304,-98.5598,29.1077,-98.5598.29.1077,304,12.481,81,ATASCOSA,1,1
176,305,-98.5498,29.1077,-98.5498.29.1077,305,12.481,52,ATASCOSA,1,1
177,306,-98.5398,29.1077,-98.5398.29.1077,306,12.4498,52,ATASCOSA,1,1
178,307,-98.5298,29.1077,-98.5298.29.1077,307,12.4498,52,ATASCOSA,1,1
179,308,-98.5198,29.1077,-98.5198.29.1077,308,12.3366,52,ATASCOSA,1,1
180,309,-98.5098,29.1077,-98.5098.29.1077,309,12.481,81,ATASCOSA,1,1
181,310,-98.4998,29.1077,-98.4998.29.1077,310,11.9894,52,ATASCOSA,1,1
182,311,-98.4898,29.1077,-98.4898.29.1077,311,12.085,81,ATASCOSA,1,1
183,312,-98.4798,29.1077,-98.4798.29.1077,312,12.2386,81,ATASCOSA,1,1
184,313,-98.4698,29.1077,-98.4698.29.1077,313,11.9894,82,ATASCOSA,1,1
185,314,-98.4598,29.1077,-98.4598.29.1077,314,12.2394,81,ATASCOSA,1,1
186,315,-98.4498,29.1077,-98.4498.29.1077,315,12.348,81,ATASCOSA,1,1
187,316,-98.4398,29.1077,-98.4398.29.1077,316,12.348,52,ATASCOSA,1,1
188,317,-98.4298,29.1077,-98.4298.29.1077,317,12.348,52,ATASCOSA,1,1
189,318,-98.4198,29.1077,-98.4198.29.1077,318,11.9894,82,ATASCOSA,1,1
190,319,-98.4098,29.1077,-98.4098.29.1077,319,11.9338,90,ATASCOSA,1,1
191,321,-98.7898,29.0977,-98.7898.29.0977,321,12.262,52,ATASCOSA,1,1
192,322,-98.7798,29.0977,-98.7798.29.0977,322,12.262,52,ATASCOSA,1,1
193,324,-98.7598,29.0977,-98.7598.29.0977,324,11.9482,52,ATASCOSA,1,1
194,325,-98.7498,29.0977,-98.7498.29.0977,325,12.6884,52,ATASCOSA,1,1
195,326,-98.7398,29.0977,-98.7398.29.0977,326,12.4948,52,ATASCOSA,1,1
196,329,-98.7098,29.0977,-98.7098.29.0977,329,12.3794,81,ATASCOSA,1,1
197,330,-98.6998,29.0977,-98.6998.29.0977,330,12.07,81,ATASCOSA,1,1
198,332,-98.6798,29.0977,-98.6798.29.0977,332,12.07,52,ATASCOSA,1,1
199,333,-98.6698,29.0977,-98.6698.29.0977,333,12.07,81,ATASCOSA,1,1
200,334,-98.6598,29.0977,-98.6598.29.0977,334,12.07,52,ATASCOSA,1,1
201,336,-98.6398,29.0977,-98.6398.29.0977,336,12.07,81,ATASCOSA,1,1
202,337,-98.6298,29.0977,-98.6298.29.0977,337,12.07,52,ATASCOSA,1,1
203,338,-98.6198,29.0977,-98.6198.29.0977,338,12.481,81,ATASCOSA,1,1
204,339,-98.6098,29.0977,-98.6098.29.0977,339,12.481,81,ATASCOSA,1,1
205,340,-98.5998,29.0977,-98.5998.29.0977,340,12.481,52,ATASCOSA,1,1
206,342,-98.5798,29.0977,-98.5798.29.0977,342,12.481,81,ATASCOSA,1,1
207,343,-98.5698,29.0977,-98.5698.29.0977,343,12.4498,52,ATASCOSA,1,1
208,344,-98.5598,29.0977,-98.5598.29.0977,344,12.4498,81,ATASCOSA,1,1
209,345,-98.5498,29.0977,-98.5498.29.0977,345,12.4498,52,ATASCOSA,1,1
210,347,-98.5298,29.0977,-98.5298.29.0977,347,12.1582,81,ATASCOSA,1,1
211,348,-98.5198,29.0977,-98.5198.29.0977,348,12.4882,82,ATASCOSA,1,1
212,349,-98.5098,29.0977,-98.5098.29.0977,349,12.4498,52,ATASCOSA,1,1
213,350,-98.4998,29.0977,-98.4998.29.0977,350,12.3448,81,ATASCOSA,1,1
214,351,-98.4898,29.0977,-98.4898.29.0977,351,11.9892,81,ATASCOSA,1,1
215,352,-98.4798,29.0977,-98.4798.29.0977,352,12.3448,81,ATASCOSA,1,1
216,353,-98.4698,29.0977,-98.4698.29.0977,353,12.348,52,ATASCOSA,1,1
217,355,-98.4498,29.0977,-98.4498.29.0977,355,12.2394,81,ATASCOSA,1,1
218,356,-98.4398,29.0977,-98.4398.29.0977,356,11.7624,90,ATASCOSA,1,1
219,357,-98.4298,29.0977,-98.4298.29.0977,357,11.9892,82,ATASCOSA,1,1
220,358,-98.4198,29.0977,-98.4198.29.0977,358,11.9892,81,ATASCOSA,1,1
221,359,-98.4098,29.0977,-98.4098.29.0977,359,12.348,82,ATASCOSA,1,1
222,360,-98.3998,29.0977,-98.3998.29.0977,360,11.9884,82,ATASCOSA,1,1
223,361,-98.7998,29.0877,-98.7998.29.0877,361,12.262,82,ATASCOSA,1,1
224,362,-98.7898,29.0877,-98.7898.29.0877,362,12.262,52,ATASCOSA,1,1
225,363,-98.7798,29.0877,-98.7798.29.0877,363,12.262,81,ATASCOSA,1,1
226,364,-98.7698,29.0877,-98.7698.29.0877,364,2.2674,52,ATASCOSA,1,1
227,365,-98.7598,29.0877,-98.7598.29.0877,365,2.2674,82,ATASCOSA,1,1
228,366,-98.7498,29.0877,-98.7498.29.0877,366,2.302,81,ATASCOSA,1,1
229,367,-98.7398,29.0877,-98.7398.29.0877,367,2.302,52,ATASCOSA,1,1
230,368,-98.7298,29.0877,-98.7298.29.0877,368,12.4948,71,ATASCOSA,1,1
231,369,-98.7198,29.0877,-98.7198.29.0877,369,12.4948,52,ATASCOSA,1,1
232,370,-98.7098,29.0877,-98.7098.29.0877,370,12.4948,52,ATASCOSA,1,1
233,371,-98.6998,29.0877,-98.6998.29.0877,371,12.07,52,ATASCOSA,1,1
234,372,-98.6898,29.0877,-98.6898.29.0877,372,7.3272,81,ATASCOSA,1,1
235,373,-98.6798,29.0877,-98.6798.29.0877,373,12.07,81,ATASCOSA,1,1
236,374,-98.6698,29.0877,-98.6698.29.0877,374,12.07,71,ATASCOSA,1,1
237,375,-98.6598,29.0877,-98.6598.29.0877,375,12.7188,81,ATASCOSA,1,1
238,376,-98.6498,29.0877,-98.6498.29.0877,376,7.3272,82,ATASCOSA,1,1
239,377,-98.6398,29.0877,-98.6398.29.0877,377,11.6728,82,ATASCOSA,1,1
240,378,-98.6298,29.0877,-98.6298.29.0877,378,11.7016,81,ATASCOSA,1,1
241,379,-98.6198,29.0877,-98.6198.29.0877,379,12.9746,81,ATASCOSA,1,1
242,380,-98.6098,29.0877,-98.6098.29.0877,380,12.4498,82,ATASCOSA,1,1
243,381,-98.5998,29.0877,-98.5998.29.0877,381,12.4498,81,ATASCOSA,1,1
244,382,-98.5898,29.0877,-98.5898.29.0877,382,12.4498,81,ATASCOSA,1,1
245,383,-98.5798,29.0877,-98.5798.29.0877,383,12.4498,52,ATASCOSA,1,1
246,384,-98.5698,29.0877,-98.5698.29.0877,384,12.1578,81,ATASCOSA,1,1
247,385,-98.5598,29.0877,-98.5598.29.0877,385,12.4498,52,ATASCOSA,1,1
248,386,-98.5498,29.0877,-98.5498.29.0877,386,12.4498,52,ATASCOSA,1,1
249,387,-98.5398,29.0877,-98.5398.29.0877,387,12.097,81,ATASCOSA,1,1
250,388,-98.5298,29.0877,-98.5298.29.0877,388,12.4498,81,ATASCOSA,1,1
251,389,-98.5198,29.0877,-98.5198.29.0877,389,12.481,52,ATASCOSA,1,1
252,390,-98.5098,29.0877,-98.5098.29.0877,390,12.1578,82,ATASCOSA,1,1
253,391,-98.4998,29.0877,-98.4998.29.0877,391,12.617,81,ATASCOSA,1,1
254,392,-98.4898,29.0877,-98.4898.29.0877,392,12.3476,52,ATASCOSA,1,1
255,394,-98.4698,29.0877,-98.4698.29.0877,394,11.9892,52,ATASCOSA,1,1
256,395,-98.4598,29.0877,-98.4598.29.0877,395,11.9892,81,ATASCOSA,1,1
257,396,-98.4498,29.0877,-98.4498.29.0877,396,11.7968,71,ATASCOSA,1,1
258,398,-98.4298,29.0877,-98.4298.29.0877,398,11.7968,81,ATASCOSA,1,1
259,399,-98.4198,29.0877,-98.4198.29.0877,399,11.9882,71,ATASCOSA,1,1
260,400,-98.4098,29.0877,-98.4098.29.0877,400,11.9882,81,ATASCOSA,1,1
261,401,-98.3998,29.0877,-98.3998.29.0877,401,12.2392,81,ATASCOSA,1,1
262,402,-98.3898,29.0877,-98.3898.29.0877,402,11.9892,81,ATASCOSA,1,1
263,403,-98.7998,29.0777,-98.7998.29.0777,403,2.2564,82,ATASCOSA,1,1
264,404,-98.7898,29.0777,-98.7898.29.0777,404,2.2564,52,ATASCOSA,1,1
265,405,-98.7798,29.0777,-98.7798.29.0777,405,2.2564,81,ATASCOSA,1,1
266,406,-98.7698,29.0777,-98.7698.29.0777,406,2.2564,82,ATASCOSA,1,1
267,408,-98.7498,29.0777,-98.7498.29.0777,408,2.2798,52,ATASCOSA,1,1
268,409,-98.7398,29.0777,-98.7398.29.0777,409,2.2798,82,ATASCOSA,1,1
269,410,-98.7298,29.0777,-98.7298.29.0777,410,12.1838,81,ATASCOSA,1,1
270,411,-98.7198,29.0777,-98.7198.29.0777,411,12.1838,52,ATASCOSA,1,1
271,412,-98.7098,29.0777,-98.7098.29.0777,412,12.1856,52,ATASCOSA,1,1
272,413,-98.6998,29.0777,-98.6998.29.0777,413,12.0652,52,ATASCOSA,1,1
273,414,-98.6898,29.0777,-98.6898.29.0777,414,12.0566,52,ATASCOSA,1,1
274,415,-98.6798,29.0777,-98.6798.29.0777,415,12.0698,71,ATASCOSA,1,1
275,416,-98.6698,29.0777,-98.6698.29.0777,416,11.7016,82,ATASCOSA,1,1
276,418,-98.6498,29.0777,-98.6498.29.0777,418,12.0566,81,ATASCOSA,1,1
277,419,-98.6398,29.0777,-98.6398.29.0777,419,12.0566,90,ATASCOSA,1,1
278,420,-98.6298,29.0777,-98.6298.29.0777,420,11.5446,90,ATASCOSA,1,1
279,421,-98.6198,29.0777,-98.6198.29.0777,421,12.4496,82,ATASCOSA,1,1
280,422,-98.6098,29.0777,-98.6098.29.0777,422,12.4496,82,ATASCOSA,1,1
281,423,-98.5998,29.0777,-98.5998.29.0777,423,12.4496,90,ATASCOSA,1,1
282,424,-98.5898,29.0777,-98.5898.29.0777,424,12.4496,81,ATASCOSA,1,1
283,425,-98.5798,29.0777,-98.5798.29.0777,425,12.4496,52,ATASCOSA,1,1
284,426,-98.5698,29.0777,-98.5698.29.0777,426,12.4496,82,ATASCOSA,1,1
285,427,-98.5598,29.0777,-98.5598.29.0777,427,12.4496,81,ATASCOSA,1,1
286,428,-98.5498,29.0777,-98.5498.29.0777,428,12.158,52,ATASCOSA,1,1
287,429,-98.5398,29.0777,-98.5398.29.0777,429,12.488,81,ATASCOSA,1,1
288,430,-98.5298,29.0777,-98.5298.29.0777,430,12.4808,52,ATASCOSA,1,1
289,432,-98.5098,29.0777,-98.5098.29.0777,432,12.3366,52,ATASCOSA,1,1
290,433,-98.4998,29.0777,-98.4998.29.0777,433,12.3472,82,ATASCOSA,1,1
291,434,-98.4898,29.0777,-98.4898.29.0777,434,12.345,81,ATASCOSA,1,1
292,435,-98.4798,29.0777,-98.4798.29.0777,435,12.3472,81,ATASCOSA,1,1
293,436,-98.4698,29.0777,-98.4698.29.0777,436,12.345,81,ATASCOSA,1,1
294,437,-98.4598,29.0777,-98.4598.29.0777,437,12.345,82,ATASCOSA,1,1
295,438,-98.4498,29.0777,-98.4498.29.0777,438,11.9896,81,ATASCOSA,1,1
296,439,-98.4398,29.0777,-98.4398.29.0777,439,11.9896,52,ATASCOSA,1,1
297,440,-98.4298,29.0777,-98.4298.29.0777,440,12.413,81,ATASCOSA,1,1
