Index,RunID, LON, LAT,tag,coord_id,YIELD,land cover,county,check
31,44,-98.7198,29.1977,-98.7198.29.1977,44,11.337,81,ATASCOSA,1
32,45,-98.7098,29.1977,-98.7098.29.1977,45,10.9544,90,ATASCOSA,1
33,46,-98.6998,29.1977,-98.6998.29.1977,46,11.1666,52,ATASCOSA,1
34,49,-98.6698,29.1977,-98.6698.29.1977,49,11.2574,52,ATASCOSA,1
35,50,-98.6598,29.1977,-98.6598.29.1977,50,11.0884,52,ATASCOSA,1
36,51,-98.6498,29.1977,-98.6498.29.1977,51,11.0884,81,ATASCOSA,1
37,52,-98.7998,29.1877,-98.7998.29.1877,52,10.8462,81,ATASCOSA,1
38,53,-98.7898,29.1877,-98.7898.29.1877,53,10.463,71,ATASCOSA,1
39,54,-98.7798,29.1877,-98.7798.29.1877,54,10.7524,52,ATASCOSA,1
40,55,-98.7698,29.1877,-98.7698.29.1877,55,10.6584,82,ATASCOSA,1
41,56,-98.7598,29.1877,-98.7598.29.1877,56,10.7524,81,ATASCOSA,1
42,57,-98.7498,29.1877,-98.7498.29.1877,57,11.5284,81,ATASCOSA,1
43,58,-98.7398,29.1877,-98.7398.29.1877,58,11.5284,52,ATASCOSA,1
44,59,-98.7298,29.1877,-98.7298.29.1877,59,11.337,52,ATASCOSA,1
45,61,-98.7098,29.1877,-98.7098.29.1877,61,11.6154,52,ATASCOSA,1
46,65,-98.6698,29.1877,-98.6698.29.1877,65,11.0882,82,ATASCOSA,1
47,66,-98.6598,29.1877,-98.6598.29.1877,66,11.1682,81,ATASCOSA,1
48,69,-98.6298,29.1877,-98.6298.29.1877,69,11.4454,81,ATASCOSA,1
49,70,-98.7998,29.1777,-98.7998.29.1777,70,11.1884,81,ATASCOSA,1
50,71,-98.7898,29.1777,-98.7898.29.1777,71,11.1884,52,ATASCOSA,1
51,72,-98.7798,29.1777,-98.7798.29.1777,72,11.1884,52,ATASCOSA,1
52,74,-98.7598,29.1777,-98.7598.29.1777,74,10.8456,81,ATASCOSA,1
53,75,-98.7498,29.1777,-98.7498.29.1777,75,11.528,81,ATASCOSA,1
54,76,-98.7398,29.1777,-98.7398.29.1777,76,11.528,81,ATASCOSA,1
55,77,-98.7298,29.1777,-98.7298.29.1777,77,11.615,52,ATASCOSA,1
56,86,-98.6398,29.1777,-98.6398.29.1777,86,11.4454,71,ATASCOSA,1
57,88,-98.6198,29.1777,-98.6198.29.1777,88,11.798,52,ATASCOSA,1
58,91,-98.7998,29.1677,-98.7998.29.1677,91,11.1884,81,ATASCOSA,1
59,92,-98.7898,29.1677,-98.7898.29.1677,92,11.1884,82,ATASCOSA,1
60,93,-98.7798,29.1677,-98.7798.29.1677,93,11.1884,52,ATASCOSA,1
61,94,-98.7698,29.1677,-98.7698.29.1677,94,11.1884,52,ATASCOSA,1
62,95,-98.7598,29.1677,-98.7598.29.1677,95,10.8454,81,ATASCOSA,1
63,96,-98.7498,29.1677,-98.7498.29.1677,96,11.836,81,ATASCOSA,1
64,107,-98.6398,29.1677,-98.6398.29.1677,107,11.4454,52,ATASCOSA,1
65,108,-98.6298,29.1677,-98.6298.29.1677,108,11.4454,71,ATASCOSA,1
66,110,-98.6098,29.1677,-98.6098.29.1677,110,11.798,52,ATASCOSA,1
67,111,-98.5998,29.1677,-98.5998.29.1677,111,11.798,81,ATASCOSA,1
68,112,-98.5898,29.1677,-98.5898.29.1677,112,11.798,52,ATASCOSA,1
69,113,-98.5798,29.1677,-98.5798.29.1677,113,11.798,52,ATASCOSA,1
70,114,-98.5698,29.1677,-98.5698.29.1677,114,11.798,31,ATASCOSA,1
71,115,-98.7998,29.1577,-98.7998.29.1577,115,11.1882,81,ATASCOSA,1
72,118,-98.7698,29.1577,-98.7698.29.1577,118,11.1882,52,ATASCOSA,1
73,119,-98.7598,29.1577,-98.7598.29.1577,119,10.8456,81,ATASCOSA,1
74,120,-98.7498,29.1577,-98.7498.29.1577,120,11.5276,90,ATASCOSA,1
75,121,-98.7398,29.1577,-98.7398.29.1577,121,11.836,52,ATASCOSA,1
76,122,-98.7298,29.1577,-98.7298.29.1577,122,11.6146,81,ATASCOSA,1
77,124,-98.7098,29.1577,-98.7098.29.1577,124,11.6146,52,ATASCOSA,1
78,125,-98.6998,29.1577,-98.6998.29.1577,125,11.6146,52,ATASCOSA,1
79,126,-98.6898,29.1577,-98.6898.29.1577,126,11.4452,81,ATASCOSA,1
80,130,-98.6498,29.1577,-98.6498.29.1577,130,11.4452,52,ATASCOSA,1
81,131,-98.6398,29.1577,-98.6398.29.1577,131,11.1676,71,ATASCOSA,1
82,132,-98.6298,29.1577,-98.6298.29.1577,132,11.1676,52,ATASCOSA,1
83,135,-98.5998,29.1577,-98.5998.29.1577,135,11.7978,81,ATASCOSA,1
84,136,-98.5898,29.1577,-98.5898.29.1577,136,11.7978,31,ATASCOSA,1
85,137,-98.5798,29.1577,-98.5798.29.1577,137,11.7978,71,ATASCOSA,1
86,138,-98.5698,29.1577,-98.5698.29.1577,138,11.7978,81,ATASCOSA,1
87,139,-98.5598,29.1577,-98.5598.29.1577,139,11.7978,31,ATASCOSA,1
88,146,-98.7598,29.1477,-98.7598.29.1477,146,11.188,81,ATASCOSA,1
89,147,-98.7498,29.1477,-98.7498.29.1477,147,11.836,81,ATASCOSA,1
90,148,-98.7398,29.1477,-98.7398.29.1477,148,11.5276,52,ATASCOSA,1
91,149,-98.7298,29.1477,-98.7298.29.1477,149,11.836,81,ATASCOSA,1
92,150,-98.7198,29.1477,-98.7198.29.1477,150,11.3364,52,ATASCOSA,1
93,154,-98.6798,29.1477,-98.6798.29.1477,154,11.4448,71,ATASCOSA,1
94,156,-98.6598,29.1477,-98.6598.29.1477,156,11.4448,52,ATASCOSA,1
95,161,-98.6098,29.1477,-98.6098.29.1477,161,11.7976,52,ATASCOSA,1
96,163,-98.5898,29.1477,-98.5898.29.1477,163,11.7976,90,ATASCOSA,1
97,164,-98.5798,29.1477,-98.5798.29.1477,164,11.7976,52,ATASCOSA,1
98,166,-98.5598,29.1477,-98.5598.29.1477,166,11.7976,31,ATASCOSA,1
99,167,-98.5498,29.1477,-98.5498.29.1477,167,11.7976,31,ATASCOSA,1
100,168,-98.5398,29.1477,-98.5398.29.1477,168,11.7976,52,ATASCOSA,1
101,169,-98.5298,29.1477,-98.5298.29.1477,169,11.7976,52,ATASCOSA,1
102,176,-98.7598,29.1377,-98.7598.29.1377,176,11.188,81,ATASCOSA,1
103,177,-98.7498,29.1377,-98.7498.29.1377,177,11.8358,52,ATASCOSA,1
104,178,-98.7398,29.1377,-98.7398.29.1377,178,11.5276,52,ATASCOSA,1
105,179,-98.7298,29.1377,-98.7298.29.1377,179,11.5276,52,ATASCOSA,1
106,184,-98.6798,29.1377,-98.6798.29.1377,184,11.4446,71,ATASCOSA,1
107,190,-98.6198,29.1377,-98.6198.29.1377,190,11.4972,71,ATASCOSA,1
108,191,-98.6098,29.1377,-98.6098.29.1377,191,11.7976,81,ATASCOSA,1
109,192,-98.5998,29.1377,-98.5998.29.1377,192,11.7976,52,ATASCOSA,1
110,193,-98.5898,29.1377,-98.5898.29.1377,193,11.7976,71,ATASCOSA,1
111,194,-98.5798,29.1377,-98.5798.29.1377,194,11.7976,81,ATASCOSA,1
112,195,-98.5698,29.1377,-98.5698.29.1377,195,11.4972,52,ATASCOSA,1
113,196,-98.5598,29.1377,-98.5598.29.1377,196,11.7976,52,ATASCOSA,1
114,199,-98.5298,29.1377,-98.5298.29.1377,199,11.7976,81,ATASCOSA,1
115,203,-98.4898,29.1377,-98.4898.29.1377,203,11.977,31,ATASCOSA,1
116,204,-98.4798,29.1377,-98.4798.29.1377,204,11.977,71,ATASCOSA,1
117,215,-98.6998,29.1277,-98.6998.29.1277,215,11.4446,52,ATASCOSA,1
118,219,-98.6598,29.1277,-98.6598.29.1277,219,11.4446,71,ATASCOSA,1
119,220,-98.6498,29.1277,-98.6498.29.1277,220,11.4446,82,ATASCOSA,1
120,224,-98.6098,29.1277,-98.6098.29.1277,224,11.7976,52,ATASCOSA,1
121,225,-98.5998,29.1277,-98.5998.29.1277,225,11.7976,52,ATASCOSA,1
122,226,-98.5898,29.1277,-98.5898.29.1277,226,11.7976,52,ATASCOSA,1
123,227,-98.5798,29.1277,-98.5798.29.1277,227,11.7976,71,ATASCOSA,1
124,228,-98.5698,29.1277,-98.5698.29.1277,228,11.4972,71,ATASCOSA,1
125,230,-98.5498,29.1277,-98.5498.29.1277,230,11.4972,71,ATASCOSA,1
126,231,-98.5398,29.1277,-98.5398.29.1277,231,11.7976,52,ATASCOSA,1
127,233,-98.5198,29.1277,-98.5198.29.1277,233,11.4972,52,ATASCOSA,1
128,235,-98.4998,29.1277,-98.4998.29.1277,235,11.731,71,ATASCOSA,1
129,236,-98.4898,29.1277,-98.4898.29.1277,236,11.731,52,ATASCOSA,1
130,238,-98.4698,29.1277,-98.4698.29.1277,238,11.731,81,ATASCOSA,1
131,239,-98.4598,29.1277,-98.4598.29.1277,239,11.6834,82,ATASCOSA,1
132,240,-98.4498,29.1277,-98.4498.29.1277,240,11.731,52,ATASCOSA,1
133,241,-98.7998,29.1177,-98.7998.29.1177,241,10.8042,81,ATASCOSA,1
134,249,-98.7198,29.1177,-98.7198.29.1177,249,11.3868,52,ATASCOSA,1
135,250,-98.7098,29.1177,-98.7098.29.1177,250,10.9196,81,ATASCOSA,1
136,251,-98.6998,29.1177,-98.6998.29.1177,251,10.3784,71,ATASCOSA,1
137,253,-98.6798,29.1177,-98.6798.29.1177,253,11.2016,52,ATASCOSA,1
138,254,-98.6698,29.1177,-98.6698.29.1177,254,11.2016,52,ATASCOSA,1
139,255,-98.6598,29.1177,-98.6598.29.1177,255,11.2016,71,ATASCOSA,1
140,257,-98.6398,29.1177,-98.6398.29.1177,257,10.9196,81,ATASCOSA,1
141,259,-98.6198,29.1177,-98.6198.29.1177,259,11.5978,52,ATASCOSA,1
142,260,-98.6098,29.1177,-98.6098.29.1177,260,11.3438,81,ATASCOSA,1
143,261,-98.5998,29.1177,-98.5998.29.1177,261,11.5978,81,ATASCOSA,1
144,262,-98.5898,29.1177,-98.5898.29.1177,262,11.5978,81,ATASCOSA,1
145,263,-98.5798,29.1177,-98.5798.29.1177,263,11.5978,81,ATASCOSA,1
146,264,-98.5698,29.1177,-98.5698.29.1177,264,11.5978,82,ATASCOSA,1
147,266,-98.5498,29.1177,-98.5498.29.1177,266,11.3438,52,ATASCOSA,1
148,267,-98.5398,29.1177,-98.5398.29.1177,267,11.3438,82,ATASCOSA,1
149,268,-98.5298,29.1177,-98.5298.29.1177,268,11.5978,82,ATASCOSA,1
150,269,-98.5198,29.1177,-98.5198.29.1177,269,11.3438,81,ATASCOSA,1
151,270,-98.5098,29.1177,-98.5098.29.1177,270,11.3438,81,ATASCOSA,1
152,271,-98.4998,29.1177,-98.4998.29.1177,271,10.792,52,ATASCOSA,1
153,273,-98.4798,29.1177,-98.4798.29.1177,273,11.218,52,ATASCOSA,1
154,274,-98.4698,29.1177,-98.4698.29.1177,274,11.4468,81,ATASCOSA,1
155,275,-98.4598,29.1177,-98.4598.29.1177,275,10.8716,81,ATASCOSA,1
156,276,-98.4498,29.1177,-98.4498.29.1177,276,11.1478,81,ATASCOSA,1
157,277,-98.4398,29.1177,-98.4398.29.1177,277,11.1478,71,ATASCOSA,1
158,278,-98.4298,29.1177,-98.4298.29.1177,278,11.042,71,ATASCOSA,1
159,279,-98.4198,29.1177,-98.4198.29.1177,279,11.1478,82,ATASCOSA,1
160,280,-98.7998,29.1077,-98.7998.29.1077,280,11.099,31,ATASCOSA,1
161,281,-98.7898,29.1077,-98.7898.29.1077,281,11.099,52,ATASCOSA,1
162,285,-98.7498,29.1077,-98.7498.29.1077,285,11.6022,52,ATASCOSA,1
163,289,-98.7098,29.1077,-98.7098.29.1077,289,10.9194,52,ATASCOSA,1
164,290,-98.6998,29.1077,-98.6998.29.1077,290,10.9194,52,ATASCOSA,1
165,291,-98.6898,29.1077,-98.6898.29.1077,291,11.2014,81,ATASCOSA,1
166,292,-98.6798,29.1077,-98.6798.29.1077,292,11.2014,71,ATASCOSA,1
167,293,-98.6698,29.1077,-98.6698.29.1077,293,11.2014,81,ATASCOSA,1
168,294,-98.6598,29.1077,-98.6598.29.1077,294,10.9194,52,ATASCOSA,1
169,295,-98.6498,29.1077,-98.6498.29.1077,295,10.9194,81,ATASCOSA,1
170,296,-98.6398,29.1077,-98.6398.29.1077,296,10.9194,52,ATASCOSA,1
171,297,-98.6298,29.1077,-98.6298.29.1077,297,10.9194,81,ATASCOSA,1
172,298,-98.6198,29.1077,-98.6198.29.1077,298,11.3438,82,ATASCOSA,1
173,302,-98.5798,29.1077,-98.5798.29.1077,302,11.598,82,ATASCOSA,1
174,303,-98.5698,29.1077,-98.5698.29.1077,303,11.598,52,ATASCOSA,1
175,304,-98.5598,29.1077,-98.5598.29.1077,304,11.3438,81,ATASCOSA,1
176,305,-98.5498,29.1077,-98.5498.29.1077,305,11.3438,52,ATASCOSA,1
177,306,-98.5398,29.1077,-98.5398.29.1077,306,11.2758,52,ATASCOSA,1
178,307,-98.5298,29.1077,-98.5298.29.1077,307,11.2758,52,ATASCOSA,1
179,308,-98.5198,29.1077,-98.5198.29.1077,308,11.1812,52,ATASCOSA,1
180,309,-98.5098,29.1077,-98.5098.29.1077,309,11.3438,81,ATASCOSA,1
181,310,-98.4998,29.1077,-98.4998.29.1077,310,10.7918,52,ATASCOSA,1
182,311,-98.4898,29.1077,-98.4898.29.1077,311,10.8596,81,ATASCOSA,1
183,312,-98.4798,29.1077,-98.4798.29.1077,312,10.8712,81,ATASCOSA,1
184,313,-98.4698,29.1077,-98.4698.29.1077,313,10.7918,82,ATASCOSA,1
185,314,-98.4598,29.1077,-98.4598.29.1077,314,11.042,81,ATASCOSA,1
186,315,-98.4498,29.1077,-98.4498.29.1077,315,11.1476,81,ATASCOSA,1
187,316,-98.4398,29.1077,-98.4398.29.1077,316,11.1476,52,ATASCOSA,1
188,317,-98.4298,29.1077,-98.4298.29.1077,317,11.1476,52,ATASCOSA,1
189,318,-98.4198,29.1077,-98.4198.29.1077,318,10.7918,82,ATASCOSA,1
190,319,-98.4098,29.1077,-98.4098.29.1077,319,10.6744,90,ATASCOSA,1
191,321,-98.7898,29.0977,-98.7898.29.0977,321,11.0988,52,ATASCOSA,1
192,322,-98.7798,29.0977,-98.7798.29.0977,322,11.0988,52,ATASCOSA,1
193,324,-98.7598,29.0977,-98.7598.29.0977,324,10.804,52,ATASCOSA,1
194,325,-98.7498,29.0977,-98.7498.29.0977,325,11.6022,52,ATASCOSA,1
195,326,-98.7398,29.0977,-98.7398.29.0977,326,11.3868,52,ATASCOSA,1
196,329,-98.7098,29.0977,-98.7098.29.0977,329,11.2014,81,ATASCOSA,1
197,330,-98.6998,29.0977,-98.6998.29.0977,330,10.9192,81,ATASCOSA,1
198,332,-98.6798,29.0977,-98.6798.29.0977,332,10.9192,52,ATASCOSA,1
199,333,-98.6698,29.0977,-98.6698.29.0977,333,10.9192,81,ATASCOSA,1
200,334,-98.6598,29.0977,-98.6598.29.0977,334,10.9192,52,ATASCOSA,1
201,336,-98.6398,29.0977,-98.6398.29.0977,336,10.9192,81,ATASCOSA,1
202,337,-98.6298,29.0977,-98.6298.29.0977,337,10.9192,52,ATASCOSA,1
203,338,-98.6198,29.0977,-98.6198.29.0977,338,11.3436,81,ATASCOSA,1
204,339,-98.6098,29.0977,-98.6098.29.0977,339,11.3436,81,ATASCOSA,1
205,340,-98.5998,29.0977,-98.5998.29.0977,340,11.3436,52,ATASCOSA,1
206,342,-98.5798,29.0977,-98.5798.29.0977,342,11.3436,81,ATASCOSA,1
207,343,-98.5698,29.0977,-98.5698.29.0977,343,11.2756,52,ATASCOSA,1
208,344,-98.5598,29.0977,-98.5598.29.0977,344,11.2756,81,ATASCOSA,1
209,345,-98.5498,29.0977,-98.5498.29.0977,345,11.2756,52,ATASCOSA,1
210,347,-98.5298,29.0977,-98.5298.29.0977,347,10.9668,81,ATASCOSA,1
211,348,-98.5198,29.0977,-98.5198.29.0977,348,11.1692,82,ATASCOSA,1
212,349,-98.5098,29.0977,-98.5098.29.0977,349,11.2756,52,ATASCOSA,1
213,350,-98.4998,29.0977,-98.4998.29.0977,350,11.2178,81,ATASCOSA,1
214,351,-98.4898,29.0977,-98.4898.29.0977,351,10.7918,81,ATASCOSA,1
215,352,-98.4798,29.0977,-98.4798.29.0977,352,11.2178,81,ATASCOSA,1
216,353,-98.4698,29.0977,-98.4698.29.0977,353,11.1474,52,ATASCOSA,1
217,355,-98.4498,29.0977,-98.4498.29.0977,355,11.0416,81,ATASCOSA,1
218,356,-98.4398,29.0977,-98.4398.29.0977,356,10.4798,90,ATASCOSA,1
219,357,-98.4298,29.0977,-98.4298.29.0977,357,10.7918,82,ATASCOSA,1
220,358,-98.4198,29.0977,-98.4198.29.0977,358,10.7918,81,ATASCOSA,1
221,359,-98.4098,29.0977,-98.4098.29.0977,359,11.1474,82,ATASCOSA,1
222,360,-98.3998,29.0977,-98.3998.29.0977,360,10.5158,82,ATASCOSA,1
223,361,-98.7998,29.0877,-98.7998.29.0877,361,11.0986,82,ATASCOSA,1
224,362,-98.7898,29.0877,-98.7898.29.0877,362,11.0986,52,ATASCOSA,1
225,363,-98.7798,29.0877,-98.7798.29.0877,363,11.0986,81,ATASCOSA,1
226,364,-98.7698,29.0877,-98.7698.29.0877,364,4.6878,52,ATASCOSA,1
227,365,-98.7598,29.0877,-98.7598.29.0877,365,4.6878,82,ATASCOSA,1
228,366,-98.7498,29.0877,-98.7498.29.0877,366,5.0078,81,ATASCOSA,1
229,367,-98.7398,29.0877,-98.7398.29.0877,367,5.0078,52,ATASCOSA,1
230,368,-98.7298,29.0877,-98.7298.29.0877,368,11.3866,71,ATASCOSA,1
231,369,-98.7198,29.0877,-98.7198.29.0877,369,11.3866,52,ATASCOSA,1
232,370,-98.7098,29.0877,-98.7098.29.0877,370,11.3866,52,ATASCOSA,1
233,371,-98.6998,29.0877,-98.6998.29.0877,371,10.9188,52,ATASCOSA,1
234,372,-98.6898,29.0877,-98.6898.29.0877,372,7.1912,81,ATASCOSA,1
235,373,-98.6798,29.0877,-98.6798.29.0877,373,10.9188,81,ATASCOSA,1
236,374,-98.6698,29.0877,-98.6698.29.0877,374,10.9188,71,ATASCOSA,1
237,375,-98.6598,29.0877,-98.6598.29.0877,375,11.163,81,ATASCOSA,1
238,376,-98.6498,29.0877,-98.6498.29.0877,376,7.1912,82,ATASCOSA,1
239,377,-98.6398,29.0877,-98.6398.29.0877,377,10.399,82,ATASCOSA,1
240,378,-98.6298,29.0877,-98.6298.29.0877,378,10.5604,81,ATASCOSA,1
241,379,-98.6198,29.0877,-98.6198.29.0877,379,11.5888,81,ATASCOSA,1
242,380,-98.6098,29.0877,-98.6098.29.0877,380,11.2756,82,ATASCOSA,1
243,381,-98.5998,29.0877,-98.5998.29.0877,381,11.2756,81,ATASCOSA,1
244,382,-98.5898,29.0877,-98.5898.29.0877,382,11.2756,81,ATASCOSA,1
245,383,-98.5798,29.0877,-98.5798.29.0877,383,11.2756,52,ATASCOSA,1
246,384,-98.5698,29.0877,-98.5698.29.0877,384,10.9668,81,ATASCOSA,1
247,385,-98.5598,29.0877,-98.5598.29.0877,385,11.2756,52,ATASCOSA,1
248,386,-98.5498,29.0877,-98.5498.29.0877,386,11.2756,52,ATASCOSA,1
249,387,-98.5398,29.0877,-98.5398.29.0877,387,10.8242,81,ATASCOSA,1
250,388,-98.5298,29.0877,-98.5298.29.0877,388,11.2756,81,ATASCOSA,1
251,389,-98.5198,29.0877,-98.5198.29.0877,389,11.3436,52,ATASCOSA,1
252,390,-98.5098,29.0877,-98.5098.29.0877,390,10.9668,82,ATASCOSA,1
253,391,-98.4998,29.0877,-98.4998.29.0877,391,11.4678,81,ATASCOSA,1
254,392,-98.4898,29.0877,-98.4898.29.0877,392,11.1474,52,ATASCOSA,1
255,394,-98.4698,29.0877,-98.4698.29.0877,394,10.7918,52,ATASCOSA,1
256,395,-98.4598,29.0877,-98.4598.29.0877,395,10.7918,81,ATASCOSA,1
257,396,-98.4498,29.0877,-98.4498.29.0877,396,10.6098,71,ATASCOSA,1
258,398,-98.4298,29.0877,-98.4298.29.0877,398,10.6098,81,ATASCOSA,1
259,399,-98.4198,29.0877,-98.4198.29.0877,399,10.5154,71,ATASCOSA,1
260,400,-98.4098,29.0877,-98.4098.29.0877,400,10.5154,81,ATASCOSA,1
261,401,-98.3998,29.0877,-98.3998.29.0877,401,11.0414,81,ATASCOSA,1
262,402,-98.3898,29.0877,-98.3898.29.0877,402,10.7918,81,ATASCOSA,1
263,403,-98.7998,29.0777,-98.7998.29.0777,403,4.6842,82,ATASCOSA,1
264,404,-98.7898,29.0777,-98.7898.29.0777,404,4.6842,52,ATASCOSA,1
265,405,-98.7798,29.0777,-98.7798.29.0777,405,4.6842,81,ATASCOSA,1
266,406,-98.7698,29.0777,-98.7698.29.0777,406,4.6842,82,ATASCOSA,1
267,408,-98.7498,29.0777,-98.7498.29.0777,408,5.0142,52,ATASCOSA,1
268,409,-98.7398,29.0777,-98.7398.29.0777,409,5.0142,82,ATASCOSA,1
269,410,-98.7298,29.0777,-98.7298.29.0777,410,11.136,81,ATASCOSA,1
270,411,-98.7198,29.0777,-98.7198.29.0777,411,11.136,52,ATASCOSA,1
271,412,-98.7098,29.0777,-98.7098.29.0777,412,11.0726,52,ATASCOSA,1
272,413,-98.6998,29.0777,-98.6998.29.0777,413,10.764,52,ATASCOSA,1
273,414,-98.6898,29.0777,-98.6898.29.0777,414,10.8554,52,ATASCOSA,1
274,415,-98.6798,29.0777,-98.6798.29.0777,415,10.9188,71,ATASCOSA,1
275,416,-98.6698,29.0777,-98.6698.29.0777,416,10.5602,82,ATASCOSA,1
276,418,-98.6498,29.0777,-98.6498.29.0777,418,10.8554,81,ATASCOSA,1
277,419,-98.6398,29.0777,-98.6398.29.0777,419,10.8554,90,ATASCOSA,1
278,420,-98.6298,29.0777,-98.6298.29.0777,420,10.3778,90,ATASCOSA,1
279,421,-98.6198,29.0777,-98.6198.29.0777,421,11.2754,82,ATASCOSA,1
280,422,-98.6098,29.0777,-98.6098.29.0777,422,11.2754,82,ATASCOSA,1
281,423,-98.5998,29.0777,-98.5998.29.0777,423,11.2754,90,ATASCOSA,1
282,424,-98.5898,29.0777,-98.5898.29.0777,424,11.2754,81,ATASCOSA,1
283,425,-98.5798,29.0777,-98.5798.29.0777,425,11.2754,52,ATASCOSA,1
284,426,-98.5698,29.0777,-98.5698.29.0777,426,11.2754,82,ATASCOSA,1
285,427,-98.5598,29.0777,-98.5598.29.0777,427,11.2754,81,ATASCOSA,1
286,428,-98.5498,29.0777,-98.5498.29.0777,428,10.9668,52,ATASCOSA,1
287,429,-98.5398,29.0777,-98.5398.29.0777,429,11.3348,81,ATASCOSA,1
288,430,-98.5298,29.0777,-98.5298.29.0777,430,11.3436,52,ATASCOSA,1
289,432,-98.5098,29.0777,-98.5098.29.0777,432,11.181,52,ATASCOSA,1
290,433,-98.4998,29.0777,-98.4998.29.0777,433,11.1472,82,ATASCOSA,1
291,434,-98.4898,29.0777,-98.4898.29.0777,434,11.2172,81,ATASCOSA,1
292,435,-98.4798,29.0777,-98.4798.29.0777,435,11.1472,81,ATASCOSA,1
293,436,-98.4698,29.0777,-98.4698.29.0777,436,11.2172,81,ATASCOSA,1
294,437,-98.4598,29.0777,-98.4598.29.0777,437,11.2172,82,ATASCOSA,1
295,438,-98.4498,29.0777,-98.4498.29.0777,438,10.7914,81,ATASCOSA,1
296,439,-98.4398,29.0777,-98.4398.29.0777,439,10.7914,52,ATASCOSA,1
297,440,-98.4298,29.0777,-98.4298.29.0777,440,11.197,81,ATASCOSA,1
298,441,-98.4198,29.0777,-98.4198.29.0777,441,10.7914,81,ATASCOSA,1
299,442,-98.4098,29.0777,-98.4098.29.0777,442,10.7914,81,ATASCOSA,1
300,443,-98.3998,29.0777,-98.3998.29.0777,443,10.7914,82,ATASCOSA,1
301,444,-98.3898,29.0777,-98.3898.29.0777,444,10.7914,81,ATASCOSA,1
302,445,-98.3798,29.0777,-98.3798.29.0777,445,11.2172,81,ATASCOSA,1
303,447,-98.7898,29.0677,-98.7898.29.0677,447,4.627,82,ATASCOSA,1
304,448,-98.7798,29.0677,-98.7798.29.0677,448,4.6842,82,ATASCOSA,1
305,449,-98.7698,29.0677,-98.7698.29.0677,449,4.6842,52,ATASCOSA,1
306,450,-98.7598,29.0677,-98.7598.29.0677,450,2.7438,82,ATASCOSA,1
307,451,-98.7498,29.0677,-98.7498.29.0677,451,5.6746,52,ATASCOSA,1
308,452,-98.7398,29.0677,-98.7398.29.0677,452,5.6746,82,ATASCOSA,1
309,453,-98.7298,29.0677,-98.7298.29.0677,453,4.9244,82,ATASCOSA,1
310,454,-98.7198,29.0677,-98.7198.29.0677,454,11.0726,81,ATASCOSA,1
