index,RunID, LON, LAT,tag,Coord_ID,county,YIELD,land cover
78,125,-98.6998,29.1577,-98.6998.29.1577,125,ATASCOSA,11.4338,52
79,126,-98.6898,29.1577,-98.6898.29.1577,126,ATASCOSA,11.2246,81
80,130,-98.6498,29.1577,-98.6498.29.1577,130,ATASCOSA,11.2246,52
81,131,-98.6398,29.1577,-98.6398.29.1577,131,ATASCOSA,11.057,71
82,132,-98.6298,29.1577,-98.6298.29.1577,132,ATASCOSA,11.057,52
83,135,-98.5998,29.1577,-98.5998.29.1577,135,ATASCOSA,11.4678,81
84,136,-98.5898,29.1577,-98.5898.29.1577,136,ATASCOSA,11.4678,31
85,137,-98.5798,29.1577,-98.5798.29.1577,137,ATASCOSA,11.4678,71
86,138,-98.5698,29.1577,-98.5698.29.1577,138,ATASCOSA,11.4678,81
87,139,-98.5598,29.1577,-98.5598.29.1577,139,ATASCOSA,11.4678,31
88,146,-98.7598,29.1477,-98.7598.29.1477,146,ATASCOSA,10.8366,81
89,147,-98.7498,29.1477,-98.7498.29.1477,147,ATASCOSA,11.5366,81
90,148,-98.7398,29.1477,-98.7398.29.1477,148,ATASCOSA,11.3822,52
91,149,-98.7298,29.1477,-98.7298.29.1477,149,ATASCOSA,11.5366,81
92,150,-98.7198,29.1477,-98.7198.29.1477,150,ATASCOSA,11.255,52
93,154,-98.6798,29.1477,-98.6798.29.1477,154,ATASCOSA,11.2244,71
94,156,-98.6598,29.1477,-98.6598.29.1477,156,ATASCOSA,11.2244,52
95,161,-98.6098,29.1477,-98.6098.29.1477,161,ATASCOSA,11.4678,52
96,163,-98.5898,29.1477,-98.5898.29.1477,163,ATASCOSA,11.4678,90
97,164,-98.5798,29.1477,-98.5798.29.1477,164,ATASCOSA,11.4678,52
98,166,-98.5598,29.1477,-98.5598.29.1477,166,ATASCOSA,11.4678,31
99,167,-98.5498,29.1477,-98.5498.29.1477,167,ATASCOSA,11.4678,31
100,168,-98.5398,29.1477,-98.5398.29.1477,168,ATASCOSA,11.4678,52
101,169,-98.5298,29.1477,-98.5298.29.1477,169,ATASCOSA,11.4678,52
102,176,-98.7598,29.1377,-98.7598.29.1377,176,ATASCOSA,10.8364,81
103,177,-98.7498,29.1377,-98.7498.29.1377,177,ATASCOSA,11.5366,52
104,178,-98.7398,29.1377,-98.7398.29.1377,178,ATASCOSA,11.3822,52
105,179,-98.7298,29.1377,-98.7298.29.1377,179,ATASCOSA,11.3822,52
106,184,-98.6798,29.1377,-98.6798.29.1377,184,ATASCOSA,11.2244,71
107,190,-98.6198,29.1377,-98.6198.29.1377,190,ATASCOSA,11.3326,71
108,191,-98.6098,29.1377,-98.6098.29.1377,191,ATASCOSA,11.4678,81
109,192,-98.5998,29.1377,-98.5998.29.1377,192,ATASCOSA,11.4678,52
110,193,-98.5898,29.1377,-98.5898.29.1377,193,ATASCOSA,11.4678,71
111,194,-98.5798,29.1377,-98.5798.29.1377,194,ATASCOSA,11.4678,81
112,195,-98.5698,29.1377,-98.5698.29.1377,195,ATASCOSA,11.3326,52
113,196,-98.5598,29.1377,-98.5598.29.1377,196,ATASCOSA,11.4678,52
114,199,-98.5298,29.1377,-98.5298.29.1377,199,ATASCOSA,11.4678,81
115,203,-98.4898,29.1377,-98.4898.29.1377,203,ATASCOSA,11.2236,31
116,204,-98.4798,29.1377,-98.4798.29.1377,204,ATASCOSA,11.2236,71
117,215,-98.6998,29.1277,-98.6998.29.1277,215,ATASCOSA,11.2244,52
118,219,-98.6598,29.1277,-98.6598.29.1277,219,ATASCOSA,11.2244,71
119,220,-98.6498,29.1277,-98.6498.29.1277,220,ATASCOSA,11.2244,82
120,224,-98.6098,29.1277,-98.6098.29.1277,224,ATASCOSA,11.4676,52
121,225,-98.5998,29.1277,-98.5998.29.1277,225,ATASCOSA,11.4676,52
122,226,-98.5898,29.1277,-98.5898.29.1277,226,ATASCOSA,11.4676,52
123,227,-98.5798,29.1277,-98.5798.29.1277,227,ATASCOSA,11.4676,71
124,228,-98.5698,29.1277,-98.5698.29.1277,228,ATASCOSA,11.3326,71
125,230,-98.5498,29.1277,-98.5498.29.1277,230,ATASCOSA,11.3326,71
126,231,-98.5398,29.1277,-98.5398.29.1277,231,ATASCOSA,11.4676,52
127,233,-98.5198,29.1277,-98.5198.29.1277,233,ATASCOSA,11.3326,52
128,235,-98.4998,29.1277,-98.4998.29.1277,235,ATASCOSA,11.0462,71
129,236,-98.4898,29.1277,-98.4898.29.1277,236,ATASCOSA,11.0462,52
130,238,-98.4698,29.1277,-98.4698.29.1277,238,ATASCOSA,11.0462,81
131,239,-98.4598,29.1277,-98.4598.29.1277,239,ATASCOSA,10.9586,82
132,240,-98.4498,29.1277,-98.4498.29.1277,240,ATASCOSA,11.0462,52
133,241,-98.7998,29.1177,-98.7998.29.1177,241,ATASCOSA,10.571,81
134,249,-98.7198,29.1177,-98.7198.29.1177,249,ATASCOSA,10.9456,52
135,250,-98.7098,29.1177,-98.7098.29.1177,250,ATASCOSA,10.5732,81
136,251,-98.6998,29.1177,-98.6998.29.1177,251,ATASCOSA,9.9496,71
137,253,-98.6798,29.1177,-98.6798.29.1177,253,ATASCOSA,10.821,52
138,254,-98.6698,29.1177,-98.6698.29.1177,254,ATASCOSA,10.821,52
139,255,-98.6598,29.1177,-98.6598.29.1177,255,ATASCOSA,10.821,71
140,257,-98.6398,29.1177,-98.6398.29.1177,257,ATASCOSA,10.5732,81
141,259,-98.6198,29.1177,-98.6198.29.1177,259,ATASCOSA,11.0306,52
142,260,-98.6098,29.1177,-98.6098.29.1177,260,ATASCOSA,10.8346,81
143,261,-98.5998,29.1177,-98.5998.29.1177,261,ATASCOSA,11.0306,81
144,262,-98.5898,29.1177,-98.5898.29.1177,262,ATASCOSA,11.0306,81
145,263,-98.5798,29.1177,-98.5798.29.1177,263,ATASCOSA,11.0306,81
146,264,-98.5698,29.1177,-98.5698.29.1177,264,ATASCOSA,11.0306,82
147,266,-98.5498,29.1177,-98.5498.29.1177,266,ATASCOSA,10.8346,52
148,267,-98.5398,29.1177,-98.5398.29.1177,267,ATASCOSA,10.8346,82
149,268,-98.5298,29.1177,-98.5298.29.1177,268,ATASCOSA,11.0306,82
150,269,-98.5198,29.1177,-98.5198.29.1177,269,ATASCOSA,10.8346,81
151,270,-98.5098,29.1177,-98.5098.29.1177,270,ATASCOSA,10.8346,81
152,271,-98.4998,29.1177,-98.4998.29.1177,271,ATASCOSA,10.3128,52
153,273,-98.4798,29.1177,-98.4798.29.1177,273,ATASCOSA,10.7722,52
154,274,-98.4698,29.1177,-98.4698.29.1177,274,ATASCOSA,11.5476,81
155,275,-98.4598,29.1177,-98.4598.29.1177,275,ATASCOSA,10.5596,81
156,276,-98.4498,29.1177,-98.4498.29.1177,276,ATASCOSA,10.6956,81
157,277,-98.4398,29.1177,-98.4398.29.1177,277,ATASCOSA,10.6956,71
158,278,-98.4298,29.1177,-98.4298.29.1177,278,ATASCOSA,10.664,71
159,279,-98.4198,29.1177,-98.4198.29.1177,279,ATASCOSA,10.6956,82
160,280,-98.7998,29.1077,-98.7998.29.1077,280,ATASCOSA,10.8068,31
161,281,-98.7898,29.1077,-98.7898.29.1077,281,ATASCOSA,10.8068,52
162,285,-98.7498,29.1077,-98.7498.29.1077,285,ATASCOSA,11.1364,52
163,289,-98.7098,29.1077,-98.7098.29.1077,289,ATASCOSA,10.573,52
164,290,-98.6998,29.1077,-98.6998.29.1077,290,ATASCOSA,10.573,52
165,291,-98.6898,29.1077,-98.6898.29.1077,291,ATASCOSA,10.821,81
166,292,-98.6798,29.1077,-98.6798.29.1077,292,ATASCOSA,10.821,71
167,293,-98.6698,29.1077,-98.6698.29.1077,293,ATASCOSA,10.821,81
168,294,-98.6598,29.1077,-98.6598.29.1077,294,ATASCOSA,10.573,52
169,295,-98.6498,29.1077,-98.6498.29.1077,295,ATASCOSA,10.573,81
170,296,-98.6398,29.1077,-98.6398.29.1077,296,ATASCOSA,10.573,52
171,297,-98.6298,29.1077,-98.6298.29.1077,297,ATASCOSA,10.573,81
172,298,-98.6198,29.1077,-98.6198.29.1077,298,ATASCOSA,10.8348,82
173,302,-98.5798,29.1077,-98.5798.29.1077,302,ATASCOSA,11.0304,82
174,303,-98.5698,29.1077,-98.5698.29.1077,303,ATASCOSA,11.0304,52
175,304,-98.5598,29.1077,-98.5598.29.1077,304,ATASCOSA,10.8348,81
176,305,-98.5498,29.1077,-98.5498.29.1077,305,ATASCOSA,10.8348,52
177,306,-98.5398,29.1077,-98.5398.29.1077,306,ATASCOSA,10.7402,52
178,307,-98.5298,29.1077,-98.5298.29.1077,307,ATASCOSA,10.7402,52
179,308,-98.5198,29.1077,-98.5198.29.1077,308,ATASCOSA,10.705,52
180,309,-98.5098,29.1077,-98.5098.29.1077,309,ATASCOSA,10.8348,81
181,310,-98.4998,29.1077,-98.4998.29.1077,310,ATASCOSA,10.312,52
182,311,-98.4898,29.1077,-98.4898.29.1077,311,ATASCOSA,10.463,81
183,312,-98.4798,29.1077,-98.4798.29.1077,312,ATASCOSA,10.5596,81
184,313,-98.4698,29.1077,-98.4698.29.1077,313,ATASCOSA,10.312,82
185,314,-98.4598,29.1077,-98.4598.29.1077,314,ATASCOSA,10.6636,81
186,315,-98.4498,29.1077,-98.4498.29.1077,315,ATASCOSA,10.6954,81
187,316,-98.4398,29.1077,-98.4398.29.1077,316,ATASCOSA,10.6954,52
188,317,-98.4298,29.1077,-98.4298.29.1077,317,ATASCOSA,10.6954,52
189,318,-98.4198,29.1077,-98.4198.29.1077,318,ATASCOSA,10.312,82
190,319,-98.4098,29.1077,-98.4098.29.1077,319,ATASCOSA,10.182,90
191,321,-98.7898,29.0977,-98.7898.29.0977,321,ATASCOSA,10.8064,52
192,322,-98.7798,29.0977,-98.7798.29.0977,322,ATASCOSA,10.8064,52
193,324,-98.7598,29.0977,-98.7598.29.0977,324,ATASCOSA,10.57,52
194,325,-98.7498,29.0977,-98.7498.29.0977,325,ATASCOSA,11.1362,52
195,326,-98.7398,29.0977,-98.7398.29.0977,326,ATASCOSA,10.9456,52
196,329,-98.7098,29.0977,-98.7098.29.0977,329,ATASCOSA,10.821,81
197,330,-98.6998,29.0977,-98.6998.29.0977,330,ATASCOSA,10.5728,81
198,332,-98.6798,29.0977,-98.6798.29.0977,332,ATASCOSA,10.5728,52
199,333,-98.6698,29.0977,-98.6698.29.0977,333,ATASCOSA,10.5728,81
200,334,-98.6598,29.0977,-98.6598.29.0977,334,ATASCOSA,10.5728,52
201,336,-98.6398,29.0977,-98.6398.29.0977,336,ATASCOSA,10.5728,81
202,337,-98.6298,29.0977,-98.6298.29.0977,337,ATASCOSA,10.5728,52
203,338,-98.6198,29.0977,-98.6198.29.0977,338,ATASCOSA,10.8344,81
204,339,-98.6098,29.0977,-98.6098.29.0977,339,ATASCOSA,10.8344,81
205,340,-98.5998,29.0977,-98.5998.29.0977,340,ATASCOSA,10.8344,52
206,342,-98.5798,29.0977,-98.5798.29.0977,342,ATASCOSA,10.8344,81
207,343,-98.5698,29.0977,-98.5698.29.0977,343,ATASCOSA,10.7402,52
208,344,-98.5598,29.0977,-98.5598.29.0977,344,ATASCOSA,10.7402,81
209,345,-98.5498,29.0977,-98.5498.29.0977,345,ATASCOSA,10.7402,52
210,347,-98.5298,29.0977,-98.5298.29.0977,347,ATASCOSA,10.307,81
211,348,-98.5198,29.0977,-98.5198.29.0977,348,ATASCOSA,10.8486,82
212,349,-98.5098,29.0977,-98.5098.29.0977,349,ATASCOSA,10.7402,52
213,350,-98.4998,29.0977,-98.4998.29.0977,350,ATASCOSA,10.772,81
214,351,-98.4898,29.0977,-98.4898.29.0977,351,ATASCOSA,10.3118,81
215,352,-98.4798,29.0977,-98.4798.29.0977,352,ATASCOSA,10.772,81
216,353,-98.4698,29.0977,-98.4698.29.0977,353,ATASCOSA,10.6952,52
217,355,-98.4498,29.0977,-98.4498.29.0977,355,ATASCOSA,10.6634,81
218,356,-98.4398,29.0977,-98.4398.29.0977,356,ATASCOSA,9.91,90
219,357,-98.4298,29.0977,-98.4298.29.0977,357,ATASCOSA,10.3118,82
220,358,-98.4198,29.0977,-98.4198.29.0977,358,ATASCOSA,10.3118,81
221,359,-98.4098,29.0977,-98.4098.29.0977,359,ATASCOSA,10.6952,82
222,360,-98.3998,29.0977,-98.3998.29.0977,360,ATASCOSA,10.3508,82
223,361,-98.7998,29.0877,-98.7998.29.0877,361,ATASCOSA,10.8062,82
224,362,-98.7898,29.0877,-98.7898.29.0877,362,ATASCOSA,10.8062,52
225,363,-98.7798,29.0877,-98.7798.29.0877,363,ATASCOSA,10.8062,81
226,364,-98.7698,29.0877,-98.7698.29.0877,364,ATASCOSA,1.8602,52
227,365,-98.7598,29.0877,-98.7598.29.0877,365,ATASCOSA,1.8602,82
228,366,-98.7498,29.0877,-98.7498.29.0877,366,ATASCOSA,2.0396,81
229,367,-98.7398,29.0877,-98.7398.29.0877,367,ATASCOSA,2.0396,52
230,368,-98.7298,29.0877,-98.7298.29.0877,368,ATASCOSA,10.9456,71
231,369,-98.7198,29.0877,-98.7198.29.0877,369,ATASCOSA,10.9456,52
232,370,-98.7098,29.0877,-98.7098.29.0877,370,ATASCOSA,10.9456,52
233,371,-98.6998,29.0877,-98.6998.29.0877,371,ATASCOSA,10.5726,52
234,372,-98.6898,29.0877,-98.6898.29.0877,372,ATASCOSA,6.7796,81
235,373,-98.6798,29.0877,-98.6798.29.0877,373,ATASCOSA,10.5726,81
236,374,-98.6698,29.0877,-98.6698.29.0877,374,ATASCOSA,10.5726,71
237,375,-98.6598,29.0877,-98.6598.29.0877,375,ATASCOSA,11.2922,81
238,376,-98.6498,29.0877,-98.6498.29.0877,376,ATASCOSA,6.7796,82
239,377,-98.6398,29.0877,-98.6398.29.0877,377,ATASCOSA,10.0324,82
240,378,-98.6298,29.0877,-98.6298.29.0877,378,ATASCOSA,10.1462,81
241,379,-98.6198,29.0877,-98.6198.29.0877,379,ATASCOSA,11.5158,81
242,380,-98.6098,29.0877,-98.6098.29.0877,380,ATASCOSA,10.7402,82
243,381,-98.5998,29.0877,-98.5998.29.0877,381,ATASCOSA,10.7402,81
244,382,-98.5898,29.0877,-98.5898.29.0877,382,ATASCOSA,10.7402,81
245,383,-98.5798,29.0877,-98.5798.29.0877,383,ATASCOSA,10.7402,52
246,384,-98.5698,29.0877,-98.5698.29.0877,384,ATASCOSA,10.3066,81
247,385,-98.5598,29.0877,-98.5598.29.0877,385,ATASCOSA,10.7402,52
248,386,-98.5498,29.0877,-98.5498.29.0877,386,ATASCOSA,10.7402,52
249,387,-98.5398,29.0877,-98.5398.29.0877,387,ATASCOSA,10.235,81
250,388,-98.5298,29.0877,-98.5298.29.0877,388,ATASCOSA,10.7402,81
251,389,-98.5198,29.0877,-98.5198.29.0877,389,ATASCOSA,10.8342,52
252,390,-98.5098,29.0877,-98.5098.29.0877,390,ATASCOSA,10.3066,82
253,391,-98.4998,29.0877,-98.4998.29.0877,391,ATASCOSA,10.9798,81
254,392,-98.4898,29.0877,-98.4898.29.0877,392,ATASCOSA,10.6952,52
255,394,-98.4698,29.0877,-98.4698.29.0877,394,ATASCOSA,10.3116,52
256,395,-98.4598,29.0877,-98.4598.29.0877,395,ATASCOSA,10.3116,81
257,396,-98.4498,29.0877,-98.4498.29.0877,396,ATASCOSA,10.084,71
258,398,-98.4298,29.0877,-98.4298.29.0877,398,ATASCOSA,10.084,81
259,399,-98.4198,29.0877,-98.4198.29.0877,399,ATASCOSA,10.3504,71
260,400,-98.4098,29.0877,-98.4098.29.0877,400,ATASCOSA,10.3504,81
261,401,-98.3998,29.0877,-98.3998.29.0877,401,ATASCOSA,10.6632,81
262,402,-98.3898,29.0877,-98.3898.29.0877,402,ATASCOSA,10.3116,81
263,403,-98.7998,29.0777,-98.7998.29.0777,403,ATASCOSA,1.8758,82
264,404,-98.7898,29.0777,-98.7898.29.0777,404,ATASCOSA,1.8758,52
265,405,-98.7798,29.0777,-98.7798.29.0777,405,ATASCOSA,1.8758,81
266,406,-98.7698,29.0777,-98.7698.29.0777,406,ATASCOSA,1.8758,82
267,408,-98.7498,29.0777,-98.7498.29.0777,408,ATASCOSA,2.0546,52
268,409,-98.7398,29.0777,-98.7398.29.0777,409,ATASCOSA,2.0546,82
269,410,-98.7298,29.0777,-98.7298.29.0777,410,ATASCOSA,10.7092,81
270,411,-98.7198,29.0777,-98.7198.29.0777,411,ATASCOSA,10.7092,52
271,412,-98.7098,29.0777,-98.7098.29.0777,412,ATASCOSA,10.648,52
272,413,-98.6998,29.0777,-98.6998.29.0777,413,ATASCOSA,10.5174,52
273,414,-98.6898,29.0777,-98.6898.29.0777,414,ATASCOSA,10.5184,52
274,415,-98.6798,29.0777,-98.6798.29.0777,415,ATASCOSA,10.5728,71
275,416,-98.6698,29.0777,-98.6698.29.0777,416,ATASCOSA,10.1462,82
276,418,-98.6498,29.0777,-98.6498.29.0777,418,ATASCOSA,10.5184,81
277,419,-98.6398,29.0777,-98.6398.29.0777,419,ATASCOSA,10.5184,90
278,420,-98.6298,29.0777,-98.6298.29.0777,420,ATASCOSA,9.9492,90
279,421,-98.6198,29.0777,-98.6198.29.0777,421,ATASCOSA,10.7404,82
280,422,-98.6098,29.0777,-98.6098.29.0777,422,ATASCOSA,10.7404,82
281,423,-98.5998,29.0777,-98.5998.29.0777,423,ATASCOSA,10.7404,90
282,424,-98.5898,29.0777,-98.5898.29.0777,424,ATASCOSA,10.7404,81
283,425,-98.5798,29.0777,-98.5798.29.0777,425,ATASCOSA,10.7404,52
284,426,-98.5698,29.0777,-98.5698.29.0777,426,ATASCOSA,10.7404,82
285,427,-98.5598,29.0777,-98.5598.29.0777,427,ATASCOSA,10.7404,81
286,428,-98.5498,29.0777,-98.5498.29.0777,428,ATASCOSA,10.3064,52
287,429,-98.5398,29.0777,-98.5398.29.0777,429,ATASCOSA,10.878,81
288,430,-98.5298,29.0777,-98.5298.29.0777,430,ATASCOSA,10.8344,52
289,432,-98.5098,29.0777,-98.5098.29.0777,432,ATASCOSA,10.705,52
290,433,-98.4998,29.0777,-98.4998.29.0777,433,ATASCOSA,10.6952,82
291,434,-98.4898,29.0777,-98.4898.29.0777,434,ATASCOSA,10.7706,81
292,435,-98.4798,29.0777,-98.4798.29.0777,435,ATASCOSA,10.6952,81
293,436,-98.4698,29.0777,-98.4698.29.0777,436,ATASCOSA,10.7706,81
294,437,-98.4598,29.0777,-98.4598.29.0777,437,ATASCOSA,10.7706,82
295,438,-98.4498,29.0777,-98.4498.29.0777,438,ATASCOSA,10.3118,81
296,439,-98.4398,29.0777,-98.4398.29.0777,439,ATASCOSA,10.3118,52
297,440,-98.4298,29.0777,-98.4298.29.0777,440,ATASCOSA,10.805,81
298,441,-98.4198,29.0777,-98.4198.29.0777,441,ATASCOSA,10.3118,81
299,442,-98.4098,29.0777,-98.4098.29.0777,442,ATASCOSA,10.3118,81
300,443,-98.3998,29.0777,-98.3998.29.0777,443,ATASCOSA,10.3118,82
301,444,-98.3898,29.0777,-98.3898.29.0777,444,ATASCOSA,10.3118,81
302,445,-98.3798,29.0777,-98.3798.29.0777,445,ATASCOSA,10.7706,81
303,447,-98.7898,29.0677,-98.7898.29.0677,447,ATASCOSA,1.8466,82
304,448,-98.7798,29.0677,-98.7798.29.0677,448,ATASCOSA,1.8758,82
305,449,-98.7698,29.0677,-98.7698.29.0677,449,ATASCOSA,1.8758,52
306,450,-98.7598,29.0677,-98.7598.29.0677,450,ATASCOSA,1.1632,82
307,451,-98.7498,29.0677,-98.7498.29.0677,451,ATASCOSA,2.2928,52
308,452,-98.7398,29.0677,-98.7398.29.0677,452,ATASCOSA,2.2928,82
309,453,-98.7298,29.0677,-98.7298.29.0677,453,ATASCOSA,2.0284,82
310,454,-98.7198,29.0677,-98.7198.29.0677,454,ATASCOSA,10.6478,81
311,456,-98.6998,29.0677,-98.6998.29.0677,456,ATASCOSA,10.5726,81
312,457,-98.6898,29.0677,-98.6898.29.0677,457,ATASCOSA,10.3684,81
313,458,-98.6798,29.0677,-98.6798.29.0677,458,ATASCOSA,10.146,52
314,459,-98.6698,29.0677,-98.6698.29.0677,459,ATASCOSA,10.6366,52
315,460,-98.6598,29.0677,-98.6598.29.0677,460,ATASCOSA,10.146,81
316,461,-98.6498,29.0677,-98.6498.29.0677,461,ATASCOSA,10.146,82
317,462,-98.6398,29.0677,-98.6398.29.0677,462,ATASCOSA,10.0326,82
318,463,-98.6298,29.0677,-98.6298.29.0677,463,ATASCOSA,10.5182,81
319,464,-98.6198,29.0677,-98.6198.29.0677,464,ATASCOSA,10.74,81
320,465,-98.6098,29.0677,-98.6098.29.0677,465,ATASCOSA,10.3062,90
321,466,-98.5998,29.0677,-98.5998.29.0677,466,ATASCOSA,10.847,52
322,467,-98.5898,29.0677,-98.5898.29.0677,467,ATASCOSA,10.74,52
323,468,-98.5798,29.0677,-98.5798.29.0677,468,ATASCOSA,10.3062,81
324,469,-98.5698,29.0677,-98.5698.29.0677,469,ATASCOSA,10.878,81
325,470,-98.5598,29.0677,-98.5598.29.0677,470,ATASCOSA,10.74,82
