Index,RunID, LON, LAT,tag,Coord_ID,YIELD,land cover,county
77,124,-98.7098,29.1577,-98.7098.29.1577,124,13.6696,52,ATASCOSA
78,125,-98.6998,29.1577,-98.6998.29.1577,125,13.6696,52,ATASCOSA
79,126,-98.6898,29.1577,-98.6898.29.1577,126,13.4388,81,ATASCOSA
80,130,-98.6498,29.1577,-98.6498.29.1577,130,13.4388,52,ATASCOSA
81,131,-98.6398,29.1577,-98.6398.29.1577,131,13.075,71,ATASCOSA
82,132,-98.6298,29.1577,-98.6298.29.1577,132,13.075,52,ATASCOSA
83,135,-98.5998,29.1577,-98.5998.29.1577,135,13.7924,81,ATASCOSA
84,136,-98.5898,29.1577,-98.5898.29.1577,136,13.7924,31,ATASCOSA
85,137,-98.5798,29.1577,-98.5798.29.1577,137,13.7924,71,ATASCOSA
86,138,-98.5698,29.1577,-98.5698.29.1577,138,13.7924,81,ATASCOSA
87,139,-98.5598,29.1577,-98.5598.29.1577,139,13.7924,31,ATASCOSA
88,146,-98.7598,29.1477,-98.7598.29.1477,146,13.2342,81,ATASCOSA
89,147,-98.7498,29.1477,-98.7498.29.1477,147,13.8042,81,ATASCOSA
90,148,-98.7398,29.1477,-98.7398.29.1477,148,13.2738,52,ATASCOSA
91,149,-98.7298,29.1477,-98.7298.29.1477,149,13.8042,81,ATASCOSA
92,150,-98.7198,29.1477,-98.7198.29.1477,150,13.2078,52,ATASCOSA
93,154,-98.6798,29.1477,-98.6798.29.1477,154,13.4388,71,ATASCOSA
94,156,-98.6598,29.1477,-98.6598.29.1477,156,13.4388,52,ATASCOSA
95,161,-98.6098,29.1477,-98.6098.29.1477,161,13.7922,52,ATASCOSA
96,163,-98.5898,29.1477,-98.5898.29.1477,163,13.7922,90,ATASCOSA
97,164,-98.5798,29.1477,-98.5798.29.1477,164,13.7922,52,ATASCOSA
98,166,-98.5598,29.1477,-98.5598.29.1477,166,13.7922,31,ATASCOSA
99,167,-98.5498,29.1477,-98.5498.29.1477,167,13.7922,31,ATASCOSA
100,168,-98.5398,29.1477,-98.5398.29.1477,168,13.7922,52,ATASCOSA
101,169,-98.5298,29.1477,-98.5298.29.1477,169,13.7922,52,ATASCOSA
102,176,-98.7598,29.1377,-98.7598.29.1377,176,13.234,81,ATASCOSA
103,177,-98.7498,29.1377,-98.7498.29.1377,177,13.8042,52,ATASCOSA
104,178,-98.7398,29.1377,-98.7398.29.1377,178,13.274,52,ATASCOSA
105,179,-98.7298,29.1377,-98.7298.29.1377,179,13.274,52,ATASCOSA
106,184,-98.6798,29.1377,-98.6798.29.1377,184,13.4388,71,ATASCOSA
107,190,-98.6198,29.1377,-98.6198.29.1377,190,13.2932,71,ATASCOSA
108,191,-98.6098,29.1377,-98.6098.29.1377,191,13.7922,81,ATASCOSA
109,192,-98.5998,29.1377,-98.5998.29.1377,192,13.7922,52,ATASCOSA
110,193,-98.5898,29.1377,-98.5898.29.1377,193,13.7922,71,ATASCOSA
111,194,-98.5798,29.1377,-98.5798.29.1377,194,13.7922,81,ATASCOSA
112,195,-98.5698,29.1377,-98.5698.29.1377,195,13.2932,52,ATASCOSA
113,196,-98.5598,29.1377,-98.5598.29.1377,196,13.7922,52,ATASCOSA
114,199,-98.5298,29.1377,-98.5298.29.1377,199,13.7922,81,ATASCOSA
115,203,-98.4898,29.1377,-98.4898.29.1377,203,13.8812,31,ATASCOSA
116,204,-98.4798,29.1377,-98.4798.29.1377,204,13.8812,71,ATASCOSA
117,215,-98.6998,29.1277,-98.6998.29.1277,215,13.439,52,ATASCOSA
118,219,-98.6598,29.1277,-98.6598.29.1277,219,13.439,71,ATASCOSA
119,220,-98.6498,29.1277,-98.6498.29.1277,220,13.439,82,ATASCOSA
120,224,-98.6098,29.1277,-98.6098.29.1277,224,13.7922,52,ATASCOSA
121,225,-98.5998,29.1277,-98.5998.29.1277,225,13.7922,52,ATASCOSA
122,226,-98.5898,29.1277,-98.5898.29.1277,226,13.7922,52,ATASCOSA
123,227,-98.5798,29.1277,-98.5798.29.1277,227,13.7922,71,ATASCOSA
124,228,-98.5698,29.1277,-98.5698.29.1277,228,13.2934,71,ATASCOSA
125,230,-98.5498,29.1277,-98.5498.29.1277,230,13.2934,71,ATASCOSA
126,231,-98.5398,29.1277,-98.5398.29.1277,231,13.7922,52,ATASCOSA
127,233,-98.5198,29.1277,-98.5198.29.1277,233,13.2934,52,ATASCOSA
128,235,-98.4998,29.1277,-98.4998.29.1277,235,13.3454,71,ATASCOSA
129,236,-98.4898,29.1277,-98.4898.29.1277,236,13.3454,52,ATASCOSA
130,238,-98.4698,29.1277,-98.4698.29.1277,238,13.3454,81,ATASCOSA
131,239,-98.4598,29.1277,-98.4598.29.1277,239,13.578,82,ATASCOSA
132,240,-98.4498,29.1277,-98.4498.29.1277,240,13.3454,52,ATASCOSA
133,241,-98.7998,29.1177,-98.7998.29.1177,241,12.8806,81,ATASCOSA
134,249,-98.7198,29.1177,-98.7198.29.1177,249,13.5096,52,ATASCOSA
135,250,-98.7098,29.1177,-98.7098.29.1177,250,12.9864,81,ATASCOSA
136,251,-98.6998,29.1177,-98.6998.29.1177,251,12.545,71,ATASCOSA
137,253,-98.6798,29.1177,-98.6798.29.1177,253,13.383,52,ATASCOSA
138,254,-98.6698,29.1177,-98.6698.29.1177,254,13.383,52,ATASCOSA
139,255,-98.6598,29.1177,-98.6598.29.1177,255,13.383,71,ATASCOSA
140,257,-98.6398,29.1177,-98.6398.29.1177,257,12.9864,81,ATASCOSA
141,259,-98.6198,29.1177,-98.6198.29.1177,259,13.6056,52,ATASCOSA
142,260,-98.6098,29.1177,-98.6098.29.1177,260,13.1742,81,ATASCOSA
143,261,-98.5998,29.1177,-98.5998.29.1177,261,13.6056,81,ATASCOSA
144,262,-98.5898,29.1177,-98.5898.29.1177,262,13.6056,81,ATASCOSA
145,263,-98.5798,29.1177,-98.5798.29.1177,263,13.6056,81,ATASCOSA
146,264,-98.5698,29.1177,-98.5698.29.1177,264,13.6056,82,ATASCOSA
147,266,-98.5498,29.1177,-98.5498.29.1177,266,13.1742,52,ATASCOSA
148,267,-98.5398,29.1177,-98.5398.29.1177,267,13.1742,82,ATASCOSA
149,268,-98.5298,29.1177,-98.5298.29.1177,268,13.6056,82,ATASCOSA
150,269,-98.5198,29.1177,-98.5198.29.1177,269,13.1742,81,ATASCOSA
151,270,-98.5098,29.1177,-98.5098.29.1177,270,13.1742,81,ATASCOSA
152,271,-98.4998,29.1177,-98.4998.29.1177,271,12.8532,52,ATASCOSA
153,273,-98.4798,29.1177,-98.4798.29.1177,273,13.219,52,ATASCOSA
154,274,-98.4698,29.1177,-98.4698.29.1177,274,13.4938,81,ATASCOSA
155,275,-98.4598,29.1177,-98.4598.29.1177,275,13.2256,81,ATASCOSA
156,276,-98.4498,29.1177,-98.4498.29.1177,276,13.298,81,ATASCOSA
157,277,-98.4398,29.1177,-98.4398.29.1177,277,13.298,71,ATASCOSA
158,278,-98.4298,29.1177,-98.4298.29.1177,278,12.9024,71,ATASCOSA
159,279,-98.4198,29.1177,-98.4198.29.1177,279,13.298,82,ATASCOSA
160,280,-98.7998,29.1077,-98.7998.29.1077,280,13.2102,31,ATASCOSA
161,281,-98.7898,29.1077,-98.7898.29.1077,281,13.2102,52,ATASCOSA
162,285,-98.7498,29.1077,-98.7498.29.1077,285,13.744,52,ATASCOSA
163,289,-98.7098,29.1077,-98.7098.29.1077,289,12.9854,52,ATASCOSA
164,290,-98.6998,29.1077,-98.6998.29.1077,290,12.9854,52,ATASCOSA
165,291,-98.6898,29.1077,-98.6898.29.1077,291,13.3828,81,ATASCOSA
166,292,-98.6798,29.1077,-98.6798.29.1077,292,13.3828,71,ATASCOSA
167,293,-98.6698,29.1077,-98.6698.29.1077,293,13.3828,81,ATASCOSA
168,294,-98.6598,29.1077,-98.6598.29.1077,294,12.9854,52,ATASCOSA
169,295,-98.6498,29.1077,-98.6498.29.1077,295,12.9854,81,ATASCOSA
170,296,-98.6398,29.1077,-98.6398.29.1077,296,12.9854,52,ATASCOSA
171,297,-98.6298,29.1077,-98.6298.29.1077,297,12.9854,81,ATASCOSA
172,298,-98.6198,29.1077,-98.6198.29.1077,298,13.174,82,ATASCOSA
173,302,-98.5798,29.1077,-98.5798.29.1077,302,13.6052,82,ATASCOSA
174,303,-98.5698,29.1077,-98.5698.29.1077,303,13.6052,52,ATASCOSA
175,304,-98.5598,29.1077,-98.5598.29.1077,304,13.174,81,ATASCOSA
176,305,-98.5498,29.1077,-98.5498.29.1077,305,13.174,52,ATASCOSA
177,306,-98.5398,29.1077,-98.5398.29.1077,306,13.3094,52,ATASCOSA
178,307,-98.5298,29.1077,-98.5298.29.1077,307,13.3094,52,ATASCOSA
179,308,-98.5198,29.1077,-98.5198.29.1077,308,12.8378,52,ATASCOSA
180,309,-98.5098,29.1077,-98.5098.29.1077,309,13.174,81,ATASCOSA
181,310,-98.4998,29.1077,-98.4998.29.1077,310,12.8528,52,ATASCOSA
182,311,-98.4898,29.1077,-98.4898.29.1077,311,13.1176,81,ATASCOSA
183,312,-98.4798,29.1077,-98.4798.29.1077,312,13.2248,81,ATASCOSA
184,313,-98.4698,29.1077,-98.4698.29.1077,313,12.8528,82,ATASCOSA
185,314,-98.4598,29.1077,-98.4598.29.1077,314,12.9024,81,ATASCOSA
186,315,-98.4498,29.1077,-98.4498.29.1077,315,13.298,81,ATASCOSA
187,316,-98.4398,29.1077,-98.4398.29.1077,316,13.298,52,ATASCOSA
188,317,-98.4298,29.1077,-98.4298.29.1077,317,13.298,52,ATASCOSA
189,318,-98.4198,29.1077,-98.4198.29.1077,318,12.8528,82,ATASCOSA
190,319,-98.4098,29.1077,-98.4098.29.1077,319,12.997,90,ATASCOSA
191,321,-98.7898,29.0977,-98.7898.29.0977,321,13.2102,52,ATASCOSA
192,322,-98.7798,29.0977,-98.7798.29.0977,322,13.2102,52,ATASCOSA
193,324,-98.7598,29.0977,-98.7598.29.0977,324,12.8808,52,ATASCOSA
194,325,-98.7498,29.0977,-98.7498.29.0977,325,13.744,52,ATASCOSA
195,326,-98.7398,29.0977,-98.7398.29.0977,326,13.5096,52,ATASCOSA
196,329,-98.7098,29.0977,-98.7098.29.0977,329,13.3826,81,ATASCOSA
197,330,-98.6998,29.0977,-98.6998.29.0977,330,12.9862,81,ATASCOSA
198,332,-98.6798,29.0977,-98.6798.29.0977,332,12.9862,52,ATASCOSA
199,333,-98.6698,29.0977,-98.6698.29.0977,333,12.9862,81,ATASCOSA
200,334,-98.6598,29.0977,-98.6598.29.0977,334,12.9862,52,ATASCOSA
201,336,-98.6398,29.0977,-98.6398.29.0977,336,12.9862,81,ATASCOSA
202,337,-98.6298,29.0977,-98.6298.29.0977,337,12.9862,52,ATASCOSA
203,338,-98.6198,29.0977,-98.6198.29.0977,338,13.174,81,ATASCOSA
204,339,-98.6098,29.0977,-98.6098.29.0977,339,13.174,81,ATASCOSA
205,340,-98.5998,29.0977,-98.5998.29.0977,340,13.174,52,ATASCOSA
206,342,-98.5798,29.0977,-98.5798.29.0977,342,13.174,81,ATASCOSA
207,343,-98.5698,29.0977,-98.5698.29.0977,343,13.3096,52,ATASCOSA
208,344,-98.5598,29.0977,-98.5598.29.0977,344,13.3096,81,ATASCOSA
209,345,-98.5498,29.0977,-98.5498.29.0977,345,13.3096,52,ATASCOSA
210,347,-98.5298,29.0977,-98.5298.29.0977,347,12.836,81,ATASCOSA
211,348,-98.5198,29.0977,-98.5198.29.0977,348,13.4164,82,ATASCOSA
212,349,-98.5098,29.0977,-98.5098.29.0977,349,13.3096,52,ATASCOSA
213,350,-98.4998,29.0977,-98.4998.29.0977,350,13.2192,81,ATASCOSA
214,351,-98.4898,29.0977,-98.4898.29.0977,351,12.8526,81,ATASCOSA
215,352,-98.4798,29.0977,-98.4798.29.0977,352,13.2192,81,ATASCOSA
216,353,-98.4698,29.0977,-98.4698.29.0977,353,13.298,52,ATASCOSA
217,355,-98.4498,29.0977,-98.4498.29.0977,355,12.9024,81,ATASCOSA
218,356,-98.4398,29.0977,-98.4398.29.0977,356,12.7614,90,ATASCOSA
219,357,-98.4298,29.0977,-98.4298.29.0977,357,12.8526,82,ATASCOSA
220,358,-98.4198,29.0977,-98.4198.29.0977,358,12.8526,81,ATASCOSA
221,359,-98.4098,29.0977,-98.4098.29.0977,359,13.298,82,ATASCOSA
222,360,-98.3998,29.0977,-98.3998.29.0977,360,13.143,82,ATASCOSA
223,361,-98.7998,29.0877,-98.7998.29.0877,361,13.21,82,ATASCOSA
224,362,-98.7898,29.0877,-98.7898.29.0877,362,13.21,52,ATASCOSA
225,363,-98.7798,29.0877,-98.7798.29.0877,363,13.21,81,ATASCOSA
226,364,-98.7698,29.0877,-98.7698.29.0877,364,5.5192,52,ATASCOSA
227,365,-98.7598,29.0877,-98.7598.29.0877,365,5.5192,82,ATASCOSA
228,366,-98.7498,29.0877,-98.7498.29.0877,366,5.8872,81,ATASCOSA
229,367,-98.7398,29.0877,-98.7398.29.0877,367,5.8872,52,ATASCOSA
230,368,-98.7298,29.0877,-98.7298.29.0877,368,13.5096,71,ATASCOSA
231,369,-98.7198,29.0877,-98.7198.29.0877,369,13.5096,52,ATASCOSA
232,370,-98.7098,29.0877,-98.7098.29.0877,370,13.5096,52,ATASCOSA
233,371,-98.6998,29.0877,-98.6998.29.0877,371,12.9866,52,ATASCOSA
234,372,-98.6898,29.0877,-98.6898.29.0877,372,8.951,81,ATASCOSA
235,373,-98.6798,29.0877,-98.6798.29.0877,373,12.9866,81,ATASCOSA
236,374,-98.6698,29.0877,-98.6698.29.0877,374,12.9866,71,ATASCOSA
237,375,-98.6598,29.0877,-98.6598.29.0877,375,13.2738,81,ATASCOSA
238,376,-98.6498,29.0877,-98.6498.29.0877,376,8.951,82,ATASCOSA
239,377,-98.6398,29.0877,-98.6398.29.0877,377,12.633,82,ATASCOSA
240,378,-98.6298,29.0877,-98.6298.29.0877,378,12.68,81,ATASCOSA
241,379,-98.6198,29.0877,-98.6198.29.0877,379,13.3266,81,ATASCOSA
242,380,-98.6098,29.0877,-98.6098.29.0877,380,13.3094,82,ATASCOSA
243,381,-98.5998,29.0877,-98.5998.29.0877,381,13.3094,81,ATASCOSA
244,382,-98.5898,29.0877,-98.5898.29.0877,382,13.3094,81,ATASCOSA
245,383,-98.5798,29.0877,-98.5798.29.0877,383,13.3094,52,ATASCOSA
246,384,-98.5698,29.0877,-98.5698.29.0877,384,12.836,81,ATASCOSA
247,385,-98.5598,29.0877,-98.5598.29.0877,385,13.3094,52,ATASCOSA
248,386,-98.5498,29.0877,-98.5498.29.0877,386,13.3094,52,ATASCOSA
249,387,-98.5398,29.0877,-98.5398.29.0877,387,12.9748,81,ATASCOSA
250,388,-98.5298,29.0877,-98.5298.29.0877,388,13.3094,81,ATASCOSA
251,389,-98.5198,29.0877,-98.5198.29.0877,389,13.174,52,ATASCOSA
252,390,-98.5098,29.0877,-98.5098.29.0877,390,12.836,82,ATASCOSA
253,391,-98.4998,29.0877,-98.4998.29.0877,391,13.582,81,ATASCOSA
254,392,-98.4898,29.0877,-98.4898.29.0877,392,13.298,52,ATASCOSA
255,394,-98.4698,29.0877,-98.4698.29.0877,394,12.8528,52,ATASCOSA
256,395,-98.4598,29.0877,-98.4598.29.0877,395,12.8528,81,ATASCOSA
257,396,-98.4498,29.0877,-98.4498.29.0877,396,12.769,71,ATASCOSA
258,398,-98.4298,29.0877,-98.4298.29.0877,398,12.769,81,ATASCOSA
259,399,-98.4198,29.0877,-98.4198.29.0877,399,13.143,71,ATASCOSA
260,400,-98.4098,29.0877,-98.4098.29.0877,400,13.143,81,ATASCOSA
261,401,-98.3998,29.0877,-98.3998.29.0877,401,12.9028,81,ATASCOSA
262,402,-98.3898,29.0877,-98.3898.29.0877,402,12.8528,81,ATASCOSA
263,403,-98.7998,29.0777,-98.7998.29.0777,403,5.505,82,ATASCOSA
264,404,-98.7898,29.0777,-98.7898.29.0777,404,5.505,52,ATASCOSA
265,405,-98.7798,29.0777,-98.7798.29.0777,405,5.505,81,ATASCOSA
266,406,-98.7698,29.0777,-98.7698.29.0777,406,5.505,82,ATASCOSA
267,408,-98.7498,29.0777,-98.7498.29.0777,408,5.8736,52,ATASCOSA
268,409,-98.7398,29.0777,-98.7398.29.0777,409,5.8736,82,ATASCOSA
269,410,-98.7298,29.0777,-98.7298.29.0777,410,13.0968,81,ATASCOSA
270,411,-98.7198,29.0777,-98.7198.29.0777,411,13.0968,52,ATASCOSA
271,412,-98.7098,29.0777,-98.7098.29.0777,412,13.2346,52,ATASCOSA
272,413,-98.6998,29.0777,-98.6998.29.0777,413,12.7436,52,ATASCOSA
273,414,-98.6898,29.0777,-98.6898.29.0777,414,13.079,52,ATASCOSA
274,415,-98.6798,29.0777,-98.6798.29.0777,415,12.984,71,ATASCOSA
275,416,-98.6698,29.0777,-98.6698.29.0777,416,12.6802,82,ATASCOSA
276,418,-98.6498,29.0777,-98.6498.29.0777,418,13.079,81,ATASCOSA
277,419,-98.6398,29.0777,-98.6398.29.0777,419,13.079,90,ATASCOSA
278,420,-98.6298,29.0777,-98.6298.29.0777,420,12.545,90,ATASCOSA
279,421,-98.6198,29.0777,-98.6198.29.0777,421,13.309,82,ATASCOSA
280,422,-98.6098,29.0777,-98.6098.29.0777,422,13.309,82,ATASCOSA
281,423,-98.5998,29.0777,-98.5998.29.0777,423,13.309,90,ATASCOSA
282,424,-98.5898,29.0777,-98.5898.29.0777,424,13.309,81,ATASCOSA
283,425,-98.5798,29.0777,-98.5798.29.0777,425,13.309,52,ATASCOSA
284,426,-98.5698,29.0777,-98.5698.29.0777,426,13.309,82,ATASCOSA
285,427,-98.5598,29.0777,-98.5598.29.0777,427,13.309,81,ATASCOSA
286,428,-98.5498,29.0777,-98.5498.29.0777,428,12.836,52,ATASCOSA
287,429,-98.5398,29.0777,-98.5398.29.0777,429,12.9786,81,ATASCOSA
288,430,-98.5298,29.0777,-98.5298.29.0777,430,13.174,52,ATASCOSA
289,432,-98.5098,29.0777,-98.5098.29.0777,432,12.838,52,ATASCOSA
290,433,-98.4998,29.0777,-98.4998.29.0777,433,13.2982,82,ATASCOSA
291,434,-98.4898,29.0777,-98.4898.29.0777,434,13.219,81,ATASCOSA
292,435,-98.4798,29.0777,-98.4798.29.0777,435,13.2982,81,ATASCOSA
293,436,-98.4698,29.0777,-98.4698.29.0777,436,13.219,81,ATASCOSA
294,437,-98.4598,29.0777,-98.4598.29.0777,437,13.219,82,ATASCOSA
295,438,-98.4498,29.0777,-98.4498.29.0777,438,12.8532,81,ATASCOSA
296,439,-98.4398,29.0777,-98.4398.29.0777,439,12.8532,52,ATASCOSA
297,440,-98.4298,29.0777,-98.4298.29.0777,440,13.029,81,ATASCOSA
298,441,-98.4198,29.0777,-98.4198.29.0777,441,12.8532,81,ATASCOSA
299,442,-98.4098,29.0777,-98.4098.29.0777,442,12.8532,81,ATASCOSA
300,443,-98.3998,29.0777,-98.3998.29.0777,443,12.8532,82,ATASCOSA
301,444,-98.3898,29.0777,-98.3898.29.0777,444,12.8532,81,ATASCOSA
302,445,-98.3798,29.0777,-98.3798.29.0777,445,13.219,81,ATASCOSA
303,447,-98.7898,29.0677,-98.7898.29.0677,447,5.4636,82,ATASCOSA
304,448,-98.7798,29.0677,-98.7798.29.0677,448,5.505,82,ATASCOSA
305,449,-98.7698,29.0677,-98.7698.29.0677,449,5.505,52,ATASCOSA
306,450,-98.7598,29.0677,-98.7598.29.0677,450,3.2018,82,ATASCOSA
307,451,-98.7498,29.0677,-98.7498.29.0677,451,6.3782,52,ATASCOSA
308,452,-98.7398,29.0677,-98.7398.29.0677,452,6.3782,82,ATASCOSA
309,453,-98.7298,29.0677,-98.7298.29.0677,453,5.8334,82,ATASCOSA
310,454,-98.7198,29.0677,-98.7198.29.0677,454,13.2336,81,ATASCOSA
311,456,-98.6998,29.0677,-98.6998.29.0677,456,12.9842,81,ATASCOSA
312,457,-98.6898,29.0677,-98.6898.29.0677,457,12.8882,81,ATASCOSA
313,458,-98.6798,29.0677,-98.6798.29.0677,458,12.6802,52,ATASCOSA
314,459,-98.6698,29.0677,-98.6698.29.0677,459,12.851,52,ATASCOSA
315,460,-98.6598,29.0677,-98.6598.29.0677,460,12.6802,81,ATASCOSA
316,461,-98.6498,29.0677,-98.6498.29.0677,461,12.6802,82,ATASCOSA
317,462,-98.6398,29.0677,-98.6398.29.0677,462,12.6334,82,ATASCOSA
318,463,-98.6298,29.0677,-98.6298.29.0677,463,13.0792,81,ATASCOSA
319,464,-98.6198,29.0677,-98.6198.29.0677,464,13.3088,81,ATASCOSA
320,465,-98.6098,29.0677,-98.6098.29.0677,465,12.836,90,ATASCOSA
321,466,-98.5998,29.0677,-98.5998.29.0677,466,13.4158,52,ATASCOSA
322,467,-98.5898,29.0677,-98.5898.29.0677,467,13.3088,52,ATASCOSA
323,468,-98.5798,29.0677,-98.5798.29.0677,468,12.836,81,ATASCOSA
324,469,-98.5698,29.0677,-98.5698.29.0677,469,12.9788,81,ATASCOSA
325,470,-98.5598,29.0677,-98.5598.29.0677,470,13.3088,82,ATASCOSA
326,471,-98.5498,29.0677,-98.5498.29.0677,471,12.836,81,ATASCOSA
