RunID, LON, LAT,tag,YIELD,land cover
138,-98.5698,29.1577,-98.5698.29.1577,12.6392,81
139,-98.5598,29.1577,-98.5598.29.1577,12.6392,31
146,-98.7598,29.1477,-98.7598.29.1477,12.1932,81
147,-98.7498,29.1477,-98.7498.29.1477,12.8062,81
148,-98.7398,29.1477,-98.7398.29.1477,12.3212,52
149,-98.7298,29.1477,-98.7298.29.1477,12.8062,81
150,-98.7198,29.1477,-98.7198.29.1477,12.2012,52
154,-98.6798,29.1477,-98.6798.29.1477,12.42,71
156,-98.6598,29.1477,-98.6598.29.1477,12.42,52
161,-98.6098,29.1477,-98.6098.29.1477,12.6392,52
163,-98.5898,29.1477,-98.5898.29.1477,12.6392,90
164,-98.5798,29.1477,-98.5798.29.1477,12.6392,52
166,-98.5598,29.1477,-98.5598.29.1477,12.6392,31
167,-98.5498,29.1477,-98.5498.29.1477,12.6392,31
168,-98.5398,29.1477,-98.5398.29.1477,12.6392,52
169,-98.5298,29.1477,-98.5298.29.1477,12.6392,52
176,-98.7598,29.1377,-98.7598.29.1377,12.1932,81
177,-98.7498,29.1377,-98.7498.29.1377,12.8058,52
178,-98.7398,29.1377,-98.7398.29.1377,12.3206,52
179,-98.7298,29.1377,-98.7298.29.1377,12.3206,52
184,-98.6798,29.1377,-98.6798.29.1377,12.4198,71
190,-98.6198,29.1377,-98.6198.29.1377,12.2498,71
191,-98.6098,29.1377,-98.6098.29.1377,12.6392,81
192,-98.5998,29.1377,-98.5998.29.1377,12.6392,52
193,-98.5898,29.1377,-98.5898.29.1377,12.6392,71
194,-98.5798,29.1377,-98.5798.29.1377,12.6392,81
195,-98.5698,29.1377,-98.5698.29.1377,12.2498,52
196,-98.5598,29.1377,-98.5598.29.1377,12.6392,52
199,-98.5298,29.1377,-98.5298.29.1377,12.6392,81
203,-98.4898,29.1377,-98.4898.29.1377,12.7692,31
204,-98.4798,29.1377,-98.4798.29.1377,12.7692,71
215,-98.6998,29.1277,-98.6998.29.1277,12.4198,52
219,-98.6598,29.1277,-98.6598.29.1277,12.4198,71
220,-98.6498,29.1277,-98.6498.29.1277,12.4198,82
224,-98.6098,29.1277,-98.6098.29.1277,12.639,52
225,-98.5998,29.1277,-98.5998.29.1277,12.639,52
226,-98.5898,29.1277,-98.5898.29.1277,12.639,52
227,-98.5798,29.1277,-98.5798.29.1277,12.639,71
228,-98.5698,29.1277,-98.5698.29.1277,12.2494,71
230,-98.5498,29.1277,-98.5498.29.1277,12.2494,71
231,-98.5398,29.1277,-98.5398.29.1277,12.639,52
233,-98.5198,29.1277,-98.5198.29.1277,12.2494,52
235,-98.4998,29.1277,-98.4998.29.1277,12.4082,71
236,-98.4898,29.1277,-98.4898.29.1277,12.4082,52
238,-98.4698,29.1277,-98.4698.29.1277,12.4082,81
239,-98.4598,29.1277,-98.4598.29.1277,12.3552,82
240,-98.4498,29.1277,-98.4498.29.1277,12.4082,52
241,-98.7998,29.1177,-98.7998.29.1177,11.6028,81
249,-98.7198,29.1177,-98.7198.29.1177,12.3032,52
250,-98.7098,29.1177,-98.7098.29.1177,11.8272,81
251,-98.6998,29.1177,-98.6998.29.1177,11.2146,71
253,-98.6798,29.1177,-98.6798.29.1177,12.1808,52
254,-98.6698,29.1177,-98.6698.29.1177,12.1808,52
255,-98.6598,29.1177,-98.6598.29.1177,12.1808,71
257,-98.6398,29.1177,-98.6398.29.1177,11.8272,81
259,-98.6198,29.1177,-98.6198.29.1177,12.4938,52
260,-98.6098,29.1177,-98.6098.29.1177,12.0994,81
261,-98.5998,29.1177,-98.5998.29.1177,12.4938,81
262,-98.5898,29.1177,-98.5898.29.1177,12.4938,81
263,-98.5798,29.1177,-98.5798.29.1177,12.4938,81
264,-98.5698,29.1177,-98.5698.29.1177,12.4938,82
266,-98.5498,29.1177,-98.5498.29.1177,12.0994,52
267,-98.5398,29.1177,-98.5398.29.1177,12.0994,82
268,-98.5298,29.1177,-98.5298.29.1177,12.4938,82
269,-98.5198,29.1177,-98.5198.29.1177,12.0994,81
270,-98.5098,29.1177,-98.5098.29.1177,12.0994,81
271,-98.4998,29.1177,-98.4998.29.1177,11.6984,52
273,-98.4798,29.1177,-98.4798.29.1177,12.085,52
274,-98.4698,29.1177,-98.4698.29.1177,12.5084,81
275,-98.4598,29.1177,-98.4598.29.1177,12.0616,81
276,-98.4498,29.1177,-98.4498.29.1177,12.0526,81
277,-98.4398,29.1177,-98.4398.29.1177,12.0526,71
278,-98.4298,29.1177,-98.4298.29.1177,11.8974,71
279,-98.4198,29.1177,-98.4198.29.1177,12.0526,82
280,-98.7998,29.1077,-98.7998.29.1077,12.1554,31
281,-98.7898,29.1077,-98.7898.29.1077,12.1554,52
285,-98.7498,29.1077,-98.7498.29.1077,12.5844,52
289,-98.7098,29.1077,-98.7098.29.1077,11.827,52
290,-98.6998,29.1077,-98.6998.29.1077,11.827,52
291,-98.6898,29.1077,-98.6898.29.1077,12.1806,81
292,-98.6798,29.1077,-98.6798.29.1077,12.1806,71
293,-98.6698,29.1077,-98.6698.29.1077,12.1806,81
294,-98.6598,29.1077,-98.6598.29.1077,11.827,52
295,-98.6498,29.1077,-98.6498.29.1077,11.827,81
296,-98.6398,29.1077,-98.6398.29.1077,11.827,52
297,-98.6298,29.1077,-98.6298.29.1077,11.827,81
298,-98.6198,29.1077,-98.6198.29.1077,12.0994,82
302,-98.5798,29.1077,-98.5798.29.1077,12.4936,82
303,-98.5698,29.1077,-98.5698.29.1077,12.4936,52
304,-98.5598,29.1077,-98.5598.29.1077,12.0994,81
305,-98.5498,29.1077,-98.5498.29.1077,12.0994,52
306,-98.5398,29.1077,-98.5398.29.1077,12.0114,52
307,-98.5298,29.1077,-98.5298.29.1077,12.0114,52
308,-98.5198,29.1077,-98.5198.29.1077,11.944,52
309,-98.5098,29.1077,-98.5098.29.1077,12.0994,81
310,-98.4998,29.1077,-98.4998.29.1077,11.6984,52
311,-98.4898,29.1077,-98.4898.29.1077,11.8758,81
312,-98.4798,29.1077,-98.4798.29.1077,12.0614,81
313,-98.4698,29.1077,-98.4698.29.1077,11.6984,82
314,-98.4598,29.1077,-98.4598.29.1077,11.8968,81
315,-98.4498,29.1077,-98.4498.29.1077,12.0522,81
316,-98.4398,29.1077,-98.4398.29.1077,12.0522,52
317,-98.4298,29.1077,-98.4298.29.1077,12.0522,52
318,-98.4198,29.1077,-98.4198.29.1077,11.6984,82
319,-98.4098,29.1077,-98.4098.29.1077,11.7112,90
321,-98.7898,29.0977,-98.7898.29.0977,12.1554,52
322,-98.7798,29.0977,-98.7798.29.0977,12.1554,52
324,-98.7598,29.0977,-98.7598.29.0977,11.6018,52
325,-98.7498,29.0977,-98.7498.29.0977,12.5846,52
326,-98.7398,29.0977,-98.7398.29.0977,12.3032,52
329,-98.7098,29.0977,-98.7098.29.0977,12.1806,81
330,-98.6998,29.0977,-98.6998.29.0977,11.827,81
332,-98.6798,29.0977,-98.6798.29.0977,11.827,52
333,-98.6698,29.0977,-98.6698.29.0977,11.827,81
334,-98.6598,29.0977,-98.6598.29.0977,11.827,52
336,-98.6398,29.0977,-98.6398.29.0977,11.827,81
337,-98.6298,29.0977,-98.6298.29.0977,11.827,52
338,-98.6198,29.0977,-98.6198.29.0977,12.099,81
339,-98.6098,29.0977,-98.6098.29.0977,12.099,81
340,-98.5998,29.0977,-98.5998.29.0977,12.099,52
342,-98.5798,29.0977,-98.5798.29.0977,12.099,81
343,-98.5698,29.0977,-98.5698.29.0977,12.0112,52
344,-98.5598,29.0977,-98.5598.29.0977,12.0112,81
345,-98.5498,29.0977,-98.5498.29.0977,12.0112,52
347,-98.5298,29.0977,-98.5298.29.0977,11.7556,81
348,-98.5198,29.0977,-98.5198.29.0977,12.1986,82
349,-98.5098,29.0977,-98.5098.29.0977,12.0112,52
350,-98.4998,29.0977,-98.4998.29.0977,12.0848,81
351,-98.4898,29.0977,-98.4898.29.0977,11.6984,81
352,-98.4798,29.0977,-98.4798.29.0977,12.0848,81
353,-98.4698,29.0977,-98.4698.29.0977,12.0518,52
355,-98.4498,29.0977,-98.4498.29.0977,11.8968,81
356,-98.4398,29.0977,-98.4398.29.0977,11.5336,90
357,-98.4298,29.0977,-98.4298.29.0977,11.6984,82
358,-98.4198,29.0977,-98.4198.29.0977,11.6984,81
359,-98.4098,29.0977,-98.4098.29.0977,12.0518,82
360,-98.3998,29.0977,-98.3998.29.0977,11.7682,82
361,-98.7998,29.0877,-98.7998.29.0877,12.1554,82
362,-98.7898,29.0877,-98.7898.29.0877,12.1554,52
363,-98.7798,29.0877,-98.7798.29.0877,12.1554,81
364,-98.7698,29.0877,-98.7698.29.0877,3.1778,52
365,-98.7598,29.0877,-98.7598.29.0877,3.1778,82
366,-98.7498,29.0877,-98.7498.29.0877,3.3592,81
367,-98.7398,29.0877,-98.7398.29.0877,3.3592,52
368,-98.7298,29.0877,-98.7298.29.0877,12.3032,71
369,-98.7198,29.0877,-98.7198.29.0877,12.3032,52
370,-98.7098,29.0877,-98.7098.29.0877,12.3032,52
371,-98.6998,29.0877,-98.6998.29.0877,11.827,52
372,-98.6898,29.0877,-98.6898.29.0877,7.9274,81
373,-98.6798,29.0877,-98.6798.29.0877,11.827,81
374,-98.6698,29.0877,-98.6698.29.0877,11.827,71
375,-98.6598,29.0877,-98.6598.29.0877,12.1362,81
376,-98.6498,29.0877,-98.6498.29.0877,7.9274,82
377,-98.6398,29.0877,-98.6398.29.0877,11.4438,82
378,-98.6298,29.0877,-98.6298.29.0877,11.4046,81
379,-98.6198,29.0877,-98.6198.29.0877,12.4234,81
380,-98.6098,29.0877,-98.6098.29.0877,12.011,82
381,-98.5998,29.0877,-98.5998.29.0877,12.011,81
382,-98.5898,29.0877,-98.5898.29.0877,12.011,81
383,-98.5798,29.0877,-98.5798.29.0877,12.011,52
384,-98.5698,29.0877,-98.5698.29.0877,11.7554,81
385,-98.5598,29.0877,-98.5598.29.0877,12.011,52
386,-98.5498,29.0877,-98.5498.29.0877,12.011,52
387,-98.5398,29.0877,-98.5398.29.0877,11.8002,81
388,-98.5298,29.0877,-98.5298.29.0877,12.011,81
389,-98.5198,29.0877,-98.5198.29.0877,12.0996,52
390,-98.5098,29.0877,-98.5098.29.0877,11.7554,82
391,-98.4998,29.0877,-98.4998.29.0877,12.4436,81
392,-98.4898,29.0877,-98.4898.29.0877,12.0518,52
394,-98.4698,29.0877,-98.4698.29.0877,11.6982,52
395,-98.4598,29.0877,-98.4598.29.0877,11.6982,81
396,-98.4498,29.0877,-98.4498.29.0877,11.5462,71
398,-98.4298,29.0877,-98.4298.29.0877,11.5462,81
399,-98.4198,29.0877,-98.4198.29.0877,11.7688,71
400,-98.4098,29.0877,-98.4098.29.0877,11.7688,81
401,-98.3998,29.0877,-98.3998.29.0877,11.8968,81
402,-98.3898,29.0877,-98.3898.29.0877,11.6982,81
403,-98.7998,29.0777,-98.7998.29.0777,3.1424,82
404,-98.7898,29.0777,-98.7898.29.0777,3.1424,52
405,-98.7798,29.0777,-98.7798.29.0777,3.1424,81
406,-98.7698,29.0777,-98.7698.29.0777,3.1424,82
408,-98.7498,29.0777,-98.7498.29.0777,3.3126,52
409,-98.7398,29.0777,-98.7398.29.0777,3.3126,82
410,-98.7298,29.0777,-98.7298.29.0777,11.9268,81
411,-98.7198,29.0777,-98.7198.29.0777,11.9268,52
412,-98.7098,29.0777,-98.7098.29.0777,11.7612,52
413,-98.6998,29.0777,-98.6998.29.0777,11.664,52
414,-98.6898,29.0777,-98.6898.29.0777,11.6294,52
415,-98.6798,29.0777,-98.6798.29.0777,11.827,71
416,-98.6698,29.0777,-98.6698.29.0777,11.4046,82
418,-98.6498,29.0777,-98.6498.29.0777,11.6294,81
419,-98.6398,29.0777,-98.6398.29.0777,11.6294,90
420,-98.6298,29.0777,-98.6298.29.0777,11.2136,90
421,-98.6198,29.0777,-98.6198.29.0777,12.0108,82
422,-98.6098,29.0777,-98.6098.29.0777,12.0108,82
423,-98.5998,29.0777,-98.5998.29.0777,12.0108,90
424,-98.5898,29.0777,-98.5898.29.0777,12.0108,81
425,-98.5798,29.0777,-98.5798.29.0777,12.0108,52
426,-98.5698,29.0777,-98.5698.29.0777,12.0108,82
427,-98.5598,29.0777,-98.5598.29.0777,12.0108,81
428,-98.5498,29.0777,-98.5498.29.0777,11.7552,52
429,-98.5398,29.0777,-98.5398.29.0777,12.077,81
430,-98.5298,29.0777,-98.5298.29.0777,12.0992,52
432,-98.5098,29.0777,-98.5098.29.0777,11.9434,52
433,-98.4998,29.0777,-98.4998.29.0777,12.0518,82
434,-98.4898,29.0777,-98.4898.29.0777,12.0848,81
435,-98.4798,29.0777,-98.4798.29.0777,12.0518,81
436,-98.4698,29.0777,-98.4698.29.0777,12.0848,81
437,-98.4598,29.0777,-98.4598.29.0777,12.0848,82
438,-98.4498,29.0777,-98.4498.29.0777,11.698,81
439,-98.4398,29.0777,-98.4398.29.0777,11.698,52
440,-98.4298,29.0777,-98.4298.29.0777,12.031,81
441,-98.4198,29.0777,-98.4198.29.0777,11.698,81
442,-98.4098,29.0777,-98.4098.29.0777,11.698,81
443,-98.3998,29.0777,-98.3998.29.0777,11.698,82
444,-98.3898,29.0777,-98.3898.29.0777,11.698,81
445,-98.3798,29.0777,-98.3798.29.0777,12.0848,81
447,-98.7898,29.0677,-98.7898.29.0677,3.0872,82
448,-98.7798,29.0677,-98.7798.29.0677,3.1422,82
449,-98.7698,29.0677,-98.7698.29.0677,3.1422,52
450,-98.7598,29.0677,-98.7598.29.0677,2.1092,82
451,-98.7498,29.0677,-98.7498.29.0677,3.576,52
452,-98.7398,29.0677,-98.7398.29.0677,3.576,82
453,-98.7298,29.0677,-98.7298.29.0677,3.252,82
454,-98.7198,29.0677,-98.7198.29.0677,11.7612,81
456,-98.6998,29.0677,-98.6998.29.0677,11.827,81
457,-98.6898,29.0677,-98.6898.29.0677,11.7874,81
458,-98.6798,29.0677,-98.6798.29.0677,11.4044,52
459,-98.6698,29.0677,-98.6698.29.0677,11.7278,52
460,-98.6598,29.0677,-98.6598.29.0677,11.4044,81
461,-98.6498,29.0677,-98.6498.29.0677,11.4044,82
462,-98.6398,29.0677,-98.6398.29.0677,11.4436,82
463,-98.6298,29.0677,-98.6298.29.0677,11.6296,81
464,-98.6198,29.0677,-98.6198.29.0677,12.0104,81
465,-98.6098,29.0677,-98.6098.29.0677,11.755,90
466,-98.5998,29.0677,-98.5998.29.0677,12.1984,52
467,-98.5898,29.0677,-98.5898.29.0677,12.0104,52
468,-98.5798,29.0677,-98.5798.29.0677,11.755,81
469,-98.5698,29.0677,-98.5698.29.0677,12.0778,81
470,-98.5598,29.0677,-98.5598.29.0677,12.0104,82
471,-98.5498,29.0677,-98.5498.29.0677,11.755,81
472,-98.5398,29.0677,-98.5398.29.0677,12.0828,81
473,-98.5298,29.0677,-98.5298.29.0677,12.0104,81
474,-98.5198,29.0677,-98.5198.29.0677,11.755,52
475,-98.5098,29.0677,-98.5098.29.0677,12.0992,52
476,-98.4998,29.0677,-98.4998.29.0677,12.052,82
477,-98.4898,29.0677,-98.4898.29.0677,12.052,82
479,-98.4698,29.0677,-98.4698.29.0677,12.0844,52
480,-98.4598,29.0677,-98.4598.29.0677,12.0614,52
481,-98.4498,29.0677,-98.4498.29.0677,12.0844,52
482,-98.4398,29.0677,-98.4398.29.0677,12.1938,81
483,-98.4298,29.0677,-98.4298.29.0677,12.0844,52
484,-98.4198,29.0677,-98.4198.29.0677,12.0844,82
485,-98.4098,29.0677,-98.4098.29.0677,11.698,81
486,-98.3998,29.0677,-98.3998.29.0677,12.0844,52
487,-98.3898,29.0677,-98.3898.29.0677,11.7108,82
488,-98.3798,29.0677,-98.3798.29.0677,12.052,81
490,-98.7998,29.0577,-98.7998.29.0577,2.9716,82
491,-98.7898,29.0577,-98.7898.29.0577,3.1422,52
492,-98.7798,29.0577,-98.7798.29.0577,3.1184,82
493,-98.7698,29.0577,-98.7698.29.0577,2.9544,52
494,-98.7598,29.0577,-98.7598.29.0577,3.3956,82
495,-98.7498,29.0577,-98.7498.29.0577,3.252,82
496,-98.7398,29.0577,-98.7398.29.0577,3.2896,52
497,-98.7298,29.0577,-98.7298.29.0577,3.2896,52
498,-98.7198,29.0577,-98.7198.29.0577,3.2802,82
499,-98.7098,29.0577,-98.7098.29.0577,11.569,90
500,-98.6998,29.0577,-98.6998.29.0577,11.6294,52
502,-98.6798,29.0577,-98.6798.29.0577,11.4042,90
503,-98.6698,29.0577,-98.6698.29.0577,11.7876,81
504,-98.6598,29.0577,-98.6598.29.0577,11.4042,81
505,-98.6498,29.0577,-98.6498.29.0577,11.6294,81
506,-98.6398,29.0577,-98.6398.29.0577,11.4042,81
507,-98.6298,29.0577,-98.6298.29.0577,11.8272,52
508,-98.6198,29.0577,-98.6198.29.0577,12.0102,82
509,-98.6098,29.0577,-98.6098.29.0577,12.0102,52
510,-98.5998,29.0577,-98.5998.29.0577,12.0102,81
511,-98.5898,29.0577,-98.5898.29.0577,11.9432,81
512,-98.5798,29.0577,-98.5798.29.0577,11.7552,82
513,-98.5698,29.0577,-98.5698.29.0577,12.078,82
514,-98.5598,29.0577,-98.5598.29.0577,12.0102,81
515,-98.5498,29.0577,-98.5498.29.0577,12.0102,52
516,-98.5398,29.0577,-98.5398.29.0577,12.0574,81
517,-98.5298,29.0577,-98.5298.29.0577,11.9432,81
518,-98.5198,29.0577,-98.5198.29.0577,11.9432,82
519,-98.5098,29.0577,-98.5098.29.0577,12.1992,81
520,-98.4998,29.0577,-98.4998.29.0577,11.6978,82
521,-98.4898,29.0577,-98.4898.29.0577,10.5466,81
522,-98.4798,29.0577,-98.4798.29.0577,11.6978,52
523,-98.4698,29.0577,-98.4698.29.0577,11.7682,81
524,-98.4598,29.0577,-98.4598.29.0577,11.7682,82
525,-98.4498,29.0577,-98.4498.29.0577,12.0842,52
526,-98.4398,29.0577,-98.4398.29.0577,12.052,52
528,-98.4198,29.0577,-98.4198.29.0577,12.4432,52
529,-98.4098,29.0577,-98.4098.29.0577,12.052,82
530,-98.3998,29.0577,-98.3998.29.0577,11.6978,52
531,-98.3898,29.0577,-98.3898.29.0577,11.6978,81
532,-98.3798,29.0577,-98.3798.29.0577,11.6978,81
533,-98.3698,29.0577,-98.3698.29.0577,12.2104,81
534,-98.3598,29.0577,-98.3598.29.0577,12.1634,52
535,-98.7998,29.0477,-98.7998.29.0477,2.9714,82
536,-98.7898,29.0477,-98.7898.29.0477,3.087,52
537,-98.7798,29.0477,-98.7798.29.0477,3.087,81
538,-98.7698,29.0477,-98.7698.29.0477,3.087,52
539,-98.7598,29.0477,-98.7598.29.0477,3.1274,52
540,-98.7498,29.0477,-98.7498.29.0477,3.576,52
542,-98.7298,29.0477,-98.7298.29.0477,3.252,81
543,-98.7198,29.0477,-98.7198.29.0477,3.252,52
544,-98.7098,29.0477,-98.7098.29.0477,11.761,52
545,-98.6998,29.0477,-98.6998.29.0477,12.2446,52
546,-98.6898,29.0477,-98.6898.29.0477,11.2136,52
547,-98.6798,29.0477,-98.6798.29.0477,11.4434,82
548,-98.6698,29.0477,-98.6698.29.0477,11.8934,82
549,-98.6598,29.0477,-98.6598.29.0477,11.5772,52
550,-98.6498,29.0477,-98.6498.29.0477,11.4042,71
552,-98.6298,29.0477,-98.6298.29.0477,11.6294,82
553,-98.6198,29.0477,-98.6198.29.0477,12.099,52
554,-98.6098,29.0477,-98.6098.29.0477,11.5232,81
555,-98.5998,29.0477,-98.5998.29.0477,12.01,81
556,-98.5898,29.0477,-98.5898.29.0477,11.7556,81
557,-98.5798,29.0477,-98.5798.29.0477,11.7556,81
558,-98.5698,29.0477,-98.5698.29.0477,12.057,71
559,-98.5598,29.0477,-98.5598.29.0477,11.943,52
560,-98.5498,29.0477,-98.5498.29.0477,11.742,82
561,-98.5398,29.0477,-98.5398.29.0477,11.742,81
562,-98.5298,29.0477,-98.5298.29.0477,11.742,52
563,-98.5198,29.0477,-98.5198.29.0477,11.742,81
564,-98.5098,29.0477,-98.5098.29.0477,12.1982,81
565,-98.4998,29.0477,-98.4998.29.0477,12.084,71
566,-98.4898,29.0477,-98.4898.29.0477,11.6976,82
567,-98.4798,29.0477,-98.4798.29.0477,11.7684,82
568,-98.4698,29.0477,-98.4698.29.0477,11.4174,52
569,-98.4598,29.0477,-98.4598.29.0477,12.443,71
570,-98.4498,29.0477,-98.4498.29.0477,12.084,81
571,-98.4398,29.0477,-98.4398.29.0477,12.443,52
572,-98.4298,29.0477,-98.4298.29.0477,12.084,71
573,-98.4198,29.0477,-98.4198.29.0477,11.6976,71
574,-98.4098,29.0477,-98.4098.29.0477,11.6976,81
575,-98.3998,29.0477,-98.3998.29.0477,12.0522,71
576,-98.3898,29.0477,-98.3898.29.0477,12.242,82
579,-98.3598,29.0477,-98.3598.29.0477,12.2112,81
580,-98.3498,29.0477,-98.3498.29.0477,12.1102,81
581,-98.7998,29.0377,-98.7998.29.0377,2.9714,82
582,-98.7898,29.0377,-98.7898.29.0377,3.162,82
583,-98.7798,29.0377,-98.7798.29.0377,3.162,52
584,-98.7698,29.0377,-98.7698.29.0377,3.2306,52
585,-98.7598,29.0377,-98.7598.29.0377,3.142,52
587,-98.7398,29.0377,-98.7398.29.0377,3.297,52
588,-98.7298,29.0377,-98.7298.29.0377,3.1366,52
589,-98.7198,29.0377,-98.7198.29.0377,3.297,52
590,-98.7098,29.0377,-98.7098.29.0377,3.3118,52
592,-98.6898,29.0377,-98.6898.29.0377,11.664,81
593,-98.6798,29.0377,-98.6798.29.0377,11.5772,81
594,-98.6698,29.0377,-98.6698.29.0377,11.6294,71
595,-98.6598,29.0377,-98.6598.29.0377,11.4436,71
596,-98.6498,29.0377,-98.6498.29.0377,11.8934,52
597,-98.6398,29.0377,-98.6398.29.0377,11.6024,81
598,-98.6298,29.0377,-98.6298.29.0377,11.827,71
599,-98.6198,29.0377,-98.6198.29.0377,11.7552,52
600,-98.6098,29.0377,-98.6098.29.0377,11.7552,82
601,-98.5998,29.0377,-98.5998.29.0377,12.0098,81
602,-98.5898,29.0377,-98.5898.29.0377,12.0098,81
603,-98.5798,29.0377,-98.5798.29.0377,11.9428,82
606,-98.5498,29.0377,-98.5498.29.0377,11.7416,82
607,-98.5398,29.0377,-98.5398.29.0377,12.226,52
608,-98.5298,29.0377,-98.5298.29.0377,11.7416,81
609,-98.5098,29.0377,-98.5098.29.0377,11.9428,82
610,-98.4998,29.0377,-98.4998.29.0377,12.0838,52
