VARIABLE, PARCEL, DEPOT, PLANT, VALUE
X,494,52,,1093.5
X,495,36,,1083.08
X,496,58,,1046.42
X,497,36,,1039.56
X,498,31,,1084.64
X,499,52,,1080.42
X,500,44,,1084.64
X,501,31,,1080.22
X,502,31,,1084.64
X,503,52,,1039.56
X,504,36,,1138.44
X,505,31,,1055.9
X,506,31,,1090.26
X,508,7,,1080.22
X,509,58,,1101.5
X,510,52,,1085.06
X,511,52,,1056.68
X,512,52,,1056.68
X,513,52,,1056.68
X,569,52,,1016
X,570,36,,1054.08
X,571,31,,1064.34
X,572,58,,1064.34
X,573,44,,1022.68
X,574,31,,1011.42
X,575,31,,1093.5
X,576,31,,1089.16
X,577,58,,1089.16
X,578,52,,1046.42
X,579,44,,1086.22
X,580,44,,1083.1
X,581,36,,1087.44
X,582,36,,1079.86
X,583,44,,1093.5
X,584,44,,1089.16
X,585,44,,1106.84
X,630,36,,1016.7
X,631,36,,1016.7
X,632,36,,1003.76
X,633,52,,1016.7
X,634,36,,1011.6
X,635,31,,1062.7
X,636,44,,1071.58
X,637,31,,1026.62
X,638,58,,1071.58
X,639,44,,1011.28
X,640,36,,992.88
X,641,31,,990.4
X,642,52,,990.4
X,643,36,,1015.34
X,644,31,,1031.22
X,645,31,,1098.7
X,646,7,,1144.96
X,647,7,,1098.38
X,648,52,,1098.38
X,649,52,,1098.38
X,650,44,,1207.88
X,651,44,,1098.38
X,701,31,,1098.34
X,713,36,,507.3
X,716,7,,1016.36
X,717,7,,1010.54
X,718,44,,989.74
X,719,44,,962.14
X,720,36,,1000.82
X,721,31,,975.58
X,722,36,,975.58
X,723,31,,1011.98
X,724,36,,1081.06
X,765,36,,1011.98
X,773,52,,1003.74
X,774,31,,1011.52
X,775,58,,1003.74
X,776,36,,1071.58
X,778,7,,1066.68
X,779,44,,1026.64
X,780,31,,1039.54
X,781,58,,1031.22
X,782,44,,999.6
X,783,36,,990.34
X,784,31,,1060.24
X,785,7,,1098.66
X,786,7,,1144.92
X,787,7,,1151.04
X,788,52,,1128.84
X,789,44,,1145.36
X,790,44,,1082.96
X,791,44,,1128.84
X,792,36,,1128.84
X,793,44,,1144.82
X,831,36,,1159.34
X,832,52,,1145.34
X,833,31,,1145.34
X,834,31,,1128.82
X,835,52,,1144.8
X,837,36,,1207.82
X,849,36,,1008.76
X,850,36,,1011.9
X,852,52,,1011.9
X,853,36,,1000.82
X,854,36,,1000.82
X,855,31,,962.08
X,857,7,,975.52
X,858,52,,1000.82
X,859,52,,1011.9
X,860,44,,996.76
X,861,44,,1044.92
X,862,44,,1031.18
X,863,52,,1031.18
X,864,52,,1062.28
X,865,52,,1015.28
X,866,7,,1071.62
X,867,7,,1071.62
X,868,7,,1022.38
X,869,31,,1071.62
X,870,36,,1022.38
X,871,36,,1076.78
X,872,36,,1123.4
X,873,36,,1060.24
X,874,36,,1145.66
X,875,36,,1144.8
X,876,31,,1142.38
X,877,31,,1098.3
X,919,31,,1062.52
X,920,36,,1090.58
X,921,52,,1098.64
X,922,36,,1145.66
X,923,36,,1146.48
X,924,31,,1145.2
X,925,7,,1145.52
X,926,7,,1098.3
X,927,58,,1089.12
X,928,52,,1075.04
X,929,44,,1128.8
X,930,44,,1098.3
X,931,44,,1128.76
X,983,36,,1169.5
X,997,52,,566.5
X,998,44,,566.2
X,999,44,,512.32
X,1000,36,,495.2
X,1001,36,,937.86
X,1002,36,,937.86
X,1003,44,,1000.82
X,1004,44,,1000.82
X,1005,52,,1089.3
X,1006,58,,1084.3
X,1008,7,,925.52
X,1010,31,,1030.06
X,1011,31,,996.76
X,1012,31,,1088.1
X,1013,36,,1084.72
X,1014,31,,1039.14
X,1015,31,,1088.1
X,1055,36,,925.52
X,1057,52,,1000.8
X,1058,44,,937.86
X,1059,31,,1029.92
X,1061,44,,982.88
X,1062,36,,1000.8
X,1063,31,,1088.06
X,1064,7,,1039.12
X,1065,7,,1088.06
X,1066,52,,1084.72
X,1067,44,,1084.72
X,1068,44,,1039.12
X,1069,36,,1059.14
X,1070,36,,1059.14
X,1071,36,,1080.42
X,1072,36,,1088.06
X,1073,44,,1080.42
X,1074,36,,1033.44
X,1075,44,,1093.2
X,1076,52,,1140.7
X,1078,7,,1151.2
X,1079,7,,1145.16
X,1081,31,,1145.16
X,1083,31,,1142.88
X,1128,36,,1088.06
X,1129,36,,1156.84
X,1131,36,,1147.74
X,1132,36,,1218.24
X,1133,31,,1128.72
X,1134,58,,1145.5
X,1135,52,,1145.12
X,1136,58,,1064
X,1137,52,,1142.86
X,1138,44,,1142.86
X,1139,36,,1107.02
X,1140,36,,1135.82
X,1141,36,,1182.12
X,1142,36,,1235.44
X,1143,36,,1145.5
X,1144,36,,1148
X,1183,36,,1147.74
X,1184,31,,1147.74
X,1185,44,,1144.2
X,1186,36,,1155.5
X,1187,7,,1151.72
X,1197,44,,1149.26
X,1209,36,,512.26
X,1210,31,,470.12
X,1211,31,,512.26
X,1216,44,,600.8
X,1220,7,,1084.22
X,1230,36,,1070.82
X,1275,52,,983.72
X,1277,44,,1024.42
X,1278,36,,1101.04
X,1279,36,,1092.2
X,1280,36,,1096.94
X,1281,36,,1073.8
X,1282,36,,1114.94
X,1283,44,,1114.94
X,1284,44,,1057.9
X,1285,52,,1114.94
X,1286,58,,1073.8
X,1288,7,,1082.32
X,1289,7,,1129.18
X,1292,31,,1235.26
X,1293,31,,1133.34
X,1296,7,,1226.66
X,1297,58,,1226.66
X,1298,52,,1183.18
X,1340,36,,1096.94
X,1343,52,,1114.9
X,1345,44,,1108.4
X,1346,36,,1082.32
X,1347,36,,1201.98
X,1348,31,,1201.98
X,1349,31,,1201.98
X,1350,36,,1141.12
X,1351,31,,1105.18
X,1352,36,,1127.02
X,1353,36,,1127.02
X,1354,36,,1183.18
X,1355,52,,1127.02
X,1356,58,,1225.92
X,1357,58,,1280.88
X,1358,7,,1337.7
X,1359,7,,1228.02
X,1360,7,,1261.22
X,1361,31,,1227.9
X,1362,36,,1228.02
X,1363,31,,1189.54
X,1364,7,,1189.54
X,1414,52,,1195.52
X,1415,44,,1127
X,1416,44,,1261.22
X,1417,36,,1261.22
X,1418,31,,1052.34
X,1419,36,,1261.22
X,1420,31,,1252.8
X,1421,31,,782.64
X,1422,36,,1228
X,1423,36,,728.92
X,1424,36,,728.92
X,1425,44,,782.64
X,1429,7,,532.3
X,1486,36,,1228
X,1494,36,,559.84
X,1499,7,,536.22
X,1572,7,,1005.24
X,1573,7,,1048.6
X,1574,52,,1104.46
X,1575,44,,1005.24
X,1577,36,,1182.02
X,1636,52,,960.14
X,1637,58,,1048.58
X,1638,52,,1051.78
X,1639,58,,1005.22
X,1640,7,,1127.24
X,1642,7,,1114.78
X,1643,7,,1116.66
X,1644,58,,1076.2
X,1645,52,,1076.2
X,1646,44,,1132.14
X,1647,44,,1082.26
X,1704,31,,1051.76
X,1705,36,,960.14
X,1706,44,,1112.18
X,1707,52,,1181.98
X,1708,58,,1076.18
X,1709,58,,1082.26
X,1710,58,,1030.4
X,1711,7,,1120.6
X,1712,7,,1137.82
X,1713,52,,1181.98
X,1714,44,,1030.4
X,1715,44,,1030.4
X,1716,36,,1006.14
X,1775,31,,1116.66
X,1776,36,,1116.66
X,1777,44,,1082.24
X,1778,52,,1030.4
X,1779,58,,1181.98
X,1780,58,,1057.74
X,1781,58,,1096.84
X,1782,52,,1181.98
X,1783,44,,1057.74
X,1784,44,,1048.8
X,1785,36,,1197.4
X,1786,31,,1201.78
X,1787,31,,1201.78
X,1844,31,,1114.76
X,1845,31,,1114.76
X,1846,36,,1079.28
X,1847,44,,1181.98
X,1848,44,,1106.4
X,1849,52,,1106.4
X,1850,58,,1201.86
X,1851,52,,702.9
X,1852,44,,1222.94
X,1853,44,,1147.04
X,1854,44,,702.9
X,1855,36,,1184.98
X,1856,31,,1218.4
X,1857,31,,1229.86
X,1915,31,,1181.98
X,1916,36,,1106.38
X,1917,44,,1166.04
X,1918,44,,1198.18
X,1919,52,,1007.16
X,1921,52,,1227.24
X,1922,44,,1201.78
X,1923,44,,1201.78
X,1924,36,,1200.06
X,1925,31,,1225.7
X,1926,44,,1226.4
X,1927,31,,1280.8
X,1984,31,,1166.02
X,1985,36,,1166.02
X,1986,44,,1198.12
X,1987,52,,1226.94
X,1988,36,,1140.98
X,1989,36,,1225.7
X,1991,7,,1280.8
X,1992,52,,1005.36
X,1993,44,,1229.32
X,1994,36,,1227.94
X,1995,36,,728.88
X,1996,31,,1337.6
X,1997,31,,1337.6
X,1998,7,,1227.94
X,2055,31,,1227.08
X,2056,36,,1112.18
X,2060,52,,1312.1
X,2061,44,,1296.4
X,2062,36,,1259.88
X,2063,36,,1260.78
X,2064,31,,1296.4
X,2065,31,,1296.4
X,2067,7,,704.46
X,2068,7,,632.4
X,2138,36,,669.68
X,2139,31,,552.08
X,2140,36,,627.82
X,2141,36,,627.82
X,2143,31,,666.36
X,2150,36,,1062.92
X,2151,36,,1213.44
X,2207,58,,1213.42
X,2208,44,,1062.9
X,2209,36,,1213.42
X,2210,36,,1062.9
X,2211,31,,1062.9
X,2212,7,,1062.9
X,2213,31,,1062.9
X,2214,7,,1147.46
X,2215,44,,1198.92
X,2216,36,,1186.82
X,2221,36,,1230.56
X,2278,52,,990.4
X,2279,52,,677.5
X,2280,52,,1160.78
X,2282,36,,1361.8
X,2283,52,,1074.12
X,2284,44,,1260.7
X,2285,31,,1296.28
X,2288,44,,1008.5
X,2290,36,,1098.4
X,2291,36,,1098.4
X,2348,44,,972.02
X,2349,44,,972.02
X,2350,44,,972.02
X,2351,44,,1009.48
X,2352,31,,1098.24
X,2354,36,,636.18
X,2359,36,,682.14
X,2417,58,,712.42
X,2418,36,,682.14
X,2419,36,,666.28
X,2420,36,,666.28
X,2421,44,,697.58
X,2424,36,,697.58
X,2425,31,,1172.48
X,2426,44,,1213.36
X,2427,36,,1126.18
X,2428,36,,1118.38
X,2429,36,,1118.38
X,2434,36,,1245.02
X,2487,36,,1221.16
X,2488,44,,1283.92
X,2489,36,,1221.16
X,2491,44,,1245
X,2493,7,,1191.12
X,2494,36,,990.34
X,2495,31,,999.18
X,2496,58,,999.18
X,2497,52,,999.18
X,2498,44,,999.18
X,2499,36,,1152.64
X,2500,36,,1152.64
X,2501,36,,1152.64
X,2505,36,,1097.12
X,2557,36,,1229.42
X,2558,36,,1210.28
X,2560,58,,1269.46
X,2561,36,,1174.74
X,2563,36,,1174.74
X,2564,31,,1310.46
X,2566,52,,1190.8
X,2567,36,,1174.6
X,2568,36,,1170.6
X,2569,31,,1250.7
X,2570,31,,1246.3
X,2571,7,,1233.32
X,2572,7,,1219.14
X,2627,31,,1272.18
X,2629,44,,1300.5
X,2630,52,,1269.26
X,2631,31,,1183.32
X,2632,52,,1183.32
X,2633,36,,1131.5
X,2634,31,,1296.8
X,2635,58,,1202.82
X,2636,44,,1198.52
X,2637,36,,1340.64
X,2638,36,,1263.86
X,2639,31,,1441.46
X,2640,31,,1441.46
X,2642,44,,1308.96
X,2643,36,,1256.58
X,2644,31,,1272.18
X,2646,31,,1240.94
X,2697,36,,1425.68
X,2698,36,,1296.76
X,2699,36,,1296.76
X,2700,44,,1296.76
X,2701,31,,1296.76
X,2702,44,,1296.76
X,2703,31,,1202.78
X,2704,31,,1140.7
X,2705,52,,1252.04
X,2706,36,,1340.56
X,2707,31,,1340.56
X,2708,36,,1340.56
X,2709,36,,1340.56
X,2710,7,,1340.56
X,2711,7,,1393.36
X,2712,36,,1391.16
X,2713,36,,1263.84
X,2714,36,,1228.58
X,2715,36,,1272.12
X,2716,36,,1308.94
X,2766,36,,1296.72
X,2767,31,,1216.06
X,2768,31,,1340.5
X,2769,31,,1376.12
X,2770,36,,1229.1
X,2771,58,,1391.08
X,2772,36,,1263.84
X,2773,31,,1228.66
X,2774,58,,1263.84
X,2775,44,,1263.84
X,2776,36,,1263.84
X,2777,31,,1308.92
X,2778,31,,1254.6
X,2779,31,,1438.82
X,2780,7,,1438.82
X,2781,52,,1438.82
X,2782,36,,1438.82
X,2783,31,,1272.12
X,2785,44,,1302.14
X,2837,36,,1131.46
X,2838,58,,1185.36
X,2839,58,,1090.14
X,2840,31,,1140.7
X,2841,52,,1296.66
X,2842,36,,1296.66
X,2843,31,,1209.36
X,2844,52,,1270.48
X,2845,36,,1233.54
X,2846,36,,1366.44
X,2848,7,,1263.8
X,2849,7,,1252.92
X,2850,44,,1263.8
X,2855,31,,1341.2
X,2908,44,,1425.62
X,2909,44,,1425.62
X,2910,58,,1425.62
X,2911,44,,1425.62
X,2912,31,,1425.62
X,2913,58,,1233.1
X,2914,44,,1233.1
X,2915,31,,1081.16
X,2934,36,,1216.44
X,2935,36,,1197.2
X,2936,52,,1149.24
X,2937,31,,1197.2
X,2938,52,,1197.2
X,2939,36,,1372.7
X,2983,58,,1197.16
X,2985,31,,1197.16
X,2988,7,,1162.54
X,2989,52,,1417.12
X,2990,44,,1417.12
X,2991,31,,1453.64
X,2992,31,,1417.12
X,2994,31,,1249.32
X,3006,36,,1268.12
X,3049,31,,1420.06
X,3050,52,,1336.94
X,3051,31,,1420.06
X,3052,58,,1246.02
X,3053,44,,1250.66
X,3054,36,,1279.5
X,3056,7,,1081.16
X,3057,58,,1060.94
X,3058,52,,1081.16
X,3059,44,,1122.34
X,3060,36,,1108.78
X,3062,7,,1009.4
X,3063,7,,1020.78
X,3064,36,,1087.3
X,3065,44,,1077.62
X,3119,52,,1079.24
X,3120,36,,1107.62
X,3121,58,,1072.54
X,3122,52,,1057.78
X,3123,36,,1245.66
X,3124,31,,1197.12
X,3126,7,,1233.9
X,3127,52,,1162.52
X,3128,44,,1195.44
X,3129,36,,1176.88
X,3130,31,,774.82
X,3132,7,,1153.96
X,3133,44,,1242.14
X,3134,31,,1096.3
X,3136,31,,1334.66
X,3187,36,,1390.26
X,3189,52,,1396.38
X,3190,31,,1396.38
X,3191,58,,1396.38
X,3192,44,,1239.14
X,3193,36,,1282.68
X,3194,36,,1308.58
X,3195,58,,1221.9
X,3197,44,,702.82
X,3198,36,,1245.96
X,3199,31,,1253.66
X,3200,31,,1292.58
X,3201,7,,1245.96
X,3202,52,,1336.94
X,3203,36,,1245.96
X,3204,52,,1097.58
X,3205,31,,1097.58
X,3206,44,,1081.14
X,3256,36,,1292.56
X,3257,31,,1221.88
X,3259,44,,1238.16
X,3260,31,,1106.44
X,3261,7,,1081.14
X,3262,36,,1125.22
X,3263,31,,1096.58
X,3264,58,,1202.3
X,3265,52,,1177.8
X,3266,52,,1177.8
X,3267,44,,1149.74
X,3268,36,,1149.74
X,3269,31,,1182.9
X,3271,7,,1072.46
X,3273,31,,745.76
X,3274,44,,1110.78
X,3275,31,,1110.78
X,3276,36,,1110.78
X,3277,36,,1134.6
X,3326,52,,1149.74
X,3327,52,,1079.22
X,3328,31,,1110.78
X,3329,36,,1127.48
X,3330,58,,1113.24
X,3331,44,,1110.78
X,3332,36,,1134.58
X,3333,31,,1110.78
X,3334,58,,1023.54
X,3335,52,,1001.14
X,3336,44,,1023.54
X,3337,44,,1105.44
X,3338,36,,1061.76
X,3339,31,,1096.28
X,3341,52,,1184.38
X,3342,44,,1178.32
X,3344,44,,1178.32
X,3346,36,,1135.44
X,3398,44,,1135.44
X,3399,36,,1096.28
X,3400,44,,1096.28
X,3401,36,,1126.32
X,3402,31,,1105.92
X,3403,58,,1249.28
X,3404,52,,1263.58
X,3405,44,,1308.54
X,3406,36,,1257.34
X,3407,36,,1267
X,3408,31,,1329.46
X,3410,7,,1329.46
X,3411,44,,1329.46
X,3412,36,,1249.28
X,3413,52,,1282.66
X,3414,36,,1232.1
X,3423,36,,1186.7
X,3424,44,,1186.7
X,3426,7,,1113.18
X,3427,31,,1113.18
X,3428,52,,1167.94
X,3429,36,,1182.86
X,3431,7,,1166.16
X,3432,44,,1167.94
X,3433,36,,1167.94
X,3436,36,,1074.64
X,3475,44,,1177.78
X,3477,36,,1243.22
X,3478,31,,1166.18
X,3480,52,,1186.68
X,3481,44,,1243.22
X,3482,31,,1234.14
X,3483,7,,1094.3
X,3484,31,,1023.52
X,3485,44,,1023.52
X,3486,44,,1034.66
X,3493,31,,1061.74
X,3494,31,,1132.64
X,3498,44,,1084.94
X,3499,31,,1119.28
X,3502,36,,1091.36
X,3506,36,,1332.2
X,3546,31,,1184.32
X,3547,31,,1147.96
X,3548,31,,1105.88
X,3549,7,,1096.28
X,3550,44,,1084.94
X,3551,36,,1127.52
X,3552,58,,1135.46
X,3553,36,,1135.46
X,3554,58,,1091.36
X,3555,36,,1135.46
X,3556,36,,1135.46
X,3557,36,,1289.42
X,3558,52,,1329.42
X,3559,44,,1332.18
X,3568,31,,1262.8
X,3570,52,,1239.56
X,3610,36,,1105.02
X,3611,36,,1219.88
X,3613,52,,1271.78
X,3614,44,,1219.88
X,3615,36,,1247.42
X,3616,31,,1282.96
X,3617,31,,1248.54
X,3618,31,,1197.62
X,3619,7,,1248.54
X,3620,52,,1212.7
X,3621,36,,1295.74
X,3622,52,,1260
X,3623,36,,1260
X,3624,52,,1141.82
X,3625,31,,1082.64
X,3626,36,,1065.98
X,3627,31,,1083.5
X,3628,36,,1149.94
X,3629,36,,1038.68
X,3684,31,,1079.4
X,3685,36,,1064.44
X,3686,36,,1149.16
X,3687,31,,1124.32
X,3688,58,,1124.8
X,3689,44,,1124.32
X,3690,44,,1058.86
X,3691,36,,1105
X,3692,58,,1105
X,3693,36,,1103.36
X,3694,58,,1105
X,3695,31,,1124.32
X,3696,52,,1075.48
X,3697,52,,1197.56
X,3698,31,,1248.52
X,3748,31,,1275.38
X,3750,36,,1199.5
X,3753,44,,1086.62
X,3754,36,,1083.48
X,3755,31,,1083.48
X,3756,31,,1140.8
X,3758,58,,1016.5
X,3759,52,,1069.14
X,3760,44,,1083.34
X,3761,31,,704.72
X,3762,52,,1125.36
X,3763,31,,1047.2
X,3764,44,,1069.4
X,3765,44,,1066.98
X,3766,44,,1056.84
X,3776,31,,1100.34
X,3777,52,,1088.08
X,3778,36,,1085.48
X,3780,7,,1124.74
X,3781,52,,1104.96
X,3782,36,,1275.58
X,3784,7,,1259.6
X,3785,44,,1237.42
X,3786,36,,1271.7
X,3787,31,,1271.7
X,3790,7,,1271.7
X,3791,7,,1058.6
X,3831,36,,1209.14
X,3832,44,,1016.5
X,3833,36,,1194.3
X,3834,44,,1016.5
X,3835,44,,1089.56
X,3837,31,,1030.98
X,3838,36,,1105.4
X,3839,7,,1084.26
X,3854,44,,1149.08
X,3855,31,,1103.22
X,3859,7,,1110.84
X,3860,52,,1124.68
X,3863,36,,1340.04
X,3896,36,,1111.46
X,3897,36,,1291.3
X,3899,7,,1215.42
X,3900,36,,1136.86
X,3901,31,,1105.64
X,3902,44,,1125.86
X,3903,31,,1136.86
X,3904,36,,1083.44
X,3905,36,,1083.44
X,3906,36,,1002.66
X,3907,44,,1106.18
X,3908,36,,1062.72
X,3932,44,,1271.64
X,3933,44,,1105.38
X,3970,36,,1105.34
X,3972,36,,1083.4
X,3973,52,,1043.28
X,3974,31,,1047.12
X,3975,36,,1047.12
X,3976,31,,1079.38
X,3977,44,,1011.22
X,3978,36,,1043.28
X,4034,36,,1151.16
X,4035,31,,1160
X,4038,44,,1151.16
X,4039,36,,1155.56
X,4040,31,,1200.42
X,4041,52,,1200.42
X,4042,31,,1188.36
X,4043,52,,1232.1
X,4044,36,,1301.42
X,4045,31,,1136.02
X,4046,52,,1177.14
X,4047,36,,1161.74
X,4048,36,,1129.54
X,4058,36,,998.04
X,4061,52,,1292.06
X,4062,36,,1155.54
X,4064,7,,1214.52
X,4065,44,,1105.54
X,4066,44,,1156.82
X,4067,36,,1177.14
X,4068,31,,1161.72
X,4071,7,,985.3
X,4072,7,,1099.08
X,4073,7,,1148.5
X,4116,44,,1116.68
X,4117,31,,1144.88
X,4118,31,,1144.88
Y,,7,1,95679.9
Y,,31,1,220904.02
Y,,36,1,289447.1
Y,,44,1,176146
Y,,52,1,126239.44
Y,,58,1,62099
Z,130,,1,1120.7
Z,131,,1,1114.68
Z,132,,1,1120.7
Z,156,,1,1080.32
Z,157,,1,1080.32
Z,158,,1,1075.56
Z,188,,1,1080.32
Z,2592,,1,1145.7
Z,2593,,1,864.32
Z,2610,,1,1264.64
Z,2628,,1,1240.94
Z,2645,,1,1284.5
Z,2647,,1,1269.26
Z,2648,,1,1425.72
Z,2649,,1,1252.82
Z,2666,,1,1240.94
Z,2667,,1,1406.68
Z,2668,,1,1425.68
Z,2669,,1,1425.68
Z,2670,,1,1425.68
Z,2693,,1,1406.68
Z,2694,,1,1406.68
Z,2695,,1,1425.68
Z,2696,,1,1425.68
Z,2723,,1,1240.92
Z,2724,,1,1406.68
Z,2725,,1,1425.68
Z,2726,,1,1425.68
Z,2727,,1,1425.68
Z,2728,,1,1425.68
Z,2729,,1,1296.74
Z,2753,,1,1324.08
Z,2754,,1,1425.64
Z,2786,,1,1324.08
Z,2787,,1,1425.64
Z,2788,,1,1425.64
Z,2789,,1,1425.64
Z,2790,,1,1425.64
Z,2822,,1,1406.68
Z,2823,,1,1406.68
Z,2824,,1,1406.68
Z,2825,,1,1406.68
Z,2826,,1,1425.64
Z,2827,,1,1425.64
Z,2828,,1,1425.64
Z,2829,,1,1425.64
Z,2830,,1,1425.64
Z,2864,,1,1324.08
Z,2865,,1,1324.08
Z,2866,,1,1406.68
Z,2867,,1,1406.68
Z,2868,,1,1425.62
Z,2869,,1,1425.62
Z,2870,,1,1425.62
Z,2871,,1,1425.62
Z,2904,,1,1247.1
Z,2905,,1,1247.1
Z,2906,,1,1406.68
Z,2907,,1,1425.62
Z,2944,,1,1239.14
Z,2945,,1,1365.86
Z,2946,,1,1332.34
Z,2947,,1,1308.64
Z,2948,,1,1308.64
Z,2949,,1,1396.44
Z,2950,,1,1396.44
Z,2951,,1,1420.1
Z,2952,,1,1420.1
Z,2953,,1,1420.1
Z,2954,,1,1420.1
Z,2955,,1,1420.1
Z,2956,,1,1420.1
Z,2957,,1,1420.1
Z,2993,,1,1241.9
Z,2995,,1,1296.18
Z,2996,,1,1295.94
Z,2997,,1,1308.64
Z,2998,,1,1278.82
Z,2999,,1,1396.44
Z,3000,,1,1420.08
Z,3001,,1,1420.08
Z,3002,,1,1420.08
Z,3003,,1,1420.08
Z,3038,,1,1269
Z,3039,,1,1232.18
Z,3040,,1,1269
Z,3041,,1,1278.82
Z,3042,,1,1396.42
Z,3043,,1,1396.42
Z,3044,,1,1396.42
Z,3045,,1,1396.42
Z,3046,,1,1396.42
Z,3047,,1,1420.06
Z,3048,,1,1420.06
Z,3087,,1,1230.8
Z,3088,,1,1155.46
Z,3089,,1,1155.46
Z,3090,,1,1296.2
Z,3091,,1,1396.44
Z,3092,,1,1396.44
Z,3093,,1,1396.44
Z,3094,,1,1396.44
Z,3131,,1,1164.36
Z,3135,,1,1369.9
Z,3137,,1,1390.28
Z,3138,,1,1269
Z,3139,,1,1269
Z,3140,,1,1396.38
Z,3141,,1,1396.38
Z,3142,,1,1396.38
Z,3178,,1,1164.36
Z,3179,,1,1242.14
Z,3180,,1,1242.14
Z,3181,,1,1178.36
Z,3182,,1,1178.36
Z,3183,,1,1178.36
Z,3184,,1,1103.82
Z,3185,,1,1273.12
Z,3186,,1,1273.12
Z,3188,,1,1390.26
Z,3228,,1,1242.12
Z,3229,,1,1184.4
Z,3230,,1,1096.28
Z,3232,,1,1120.24
Z,3233,,1,1132.66
Z,3234,,1,1121.46
Z,3236,,1,1119.44
Z,3237,,1,1138.26
Z,3238,,1,1119.44
Z,3239,,1,1232.22
Z,3240,,1,1301.64
Z,3241,,1,1268.96
Z,3242,,1,1232.22
Z,3243,,1,1396.4
Z,3244,,1,1396.4
Z,3281,,1,1165.8
Z,3282,,1,1051.74
Z,3283,,1,1132.64
Z,3284,,1,1135.44
Z,3285,,1,1135.44
Z,3286,,1,1096.28
Z,3287,,1,1096.28
Z,3288,,1,1103.76
Z,3289,,1,1178.3
Z,3290,,1,1178.3
Z,3291,,1,1178.3
Z,3292,,1,1178.3
Z,3293,,1,1178.3
Z,3294,,1,1164.32
Z,3295,,1,1390.2
Z,3296,,1,1268.98
Z,3297,,1,1232.14
Z,3299,,1,1301.64
Z,3343,,1,1178.32
Z,3345,,1,1184.38
Z,3347,,1,1105.9
Z,3348,,1,1105.9
Z,3349,,1,1075
Z,3350,,1,1232.12
Z,3351,,1,1232.12
Z,3392,,1,1103.72
elapsed time,30.00837,,,
