index,RunID, LON, LAT,tag,Coordinate_ID,check,YIELD,land cover,county,county
60,93,-98.7798,29.1677,-98.7798.29.1677,93,1,11.3616,52,AT_93,ATASCOSA
61,94,-98.7698,29.1677,-98.7698.29.1677,94,1,11.3616,52,AT_94,ATASCOSA
62,95,-98.7598,29.1677,-98.7598.29.1677,95,1,10.939,81,AT_95,ATASCOSA
63,96,-98.7498,29.1677,-98.7498.29.1677,96,1,11.3616,81,AT_96,ATASCOSA
64,107,-98.6398,29.1677,-98.6398.29.1677,107,1,11.2994,52,AT_107,ATASCOSA
65,108,-98.6298,29.1677,-98.6298.29.1677,108,1,11.2994,71,AT_108,ATASCOSA
66,110,-98.6098,29.1677,-98.6098.29.1677,110,1,11.2994,52,AT_110,ATASCOSA
67,111,-98.5998,29.1677,-98.5998.29.1677,111,1,11.2994,81,AT_111,ATASCOSA
68,112,-98.5898,29.1677,-98.5898.29.1677,112,1,11.2994,52,AT_112,ATASCOSA
69,113,-98.5798,29.1677,-98.5798.29.1677,113,1,11.2994,52,AT_113,ATASCOSA
70,114,-98.5698,29.1677,-98.5698.29.1677,114,1,11.2994,31,AT_114,ATASCOSA
71,115,-98.7998,29.1577,-98.7998.29.1577,115,1,11.3616,81,AT_115,ATASCOSA
72,118,-98.7698,29.1577,-98.7698.29.1577,118,1,11.3616,52,AT_118,ATASCOSA
73,119,-98.7598,29.1577,-98.7598.29.1577,119,1,10.9404,81,AT_119,ATASCOSA
74,120,-98.7498,29.1577,-98.7498.29.1577,120,1,10.9404,90,AT_120,ATASCOSA
75,121,-98.7398,29.1577,-98.7398.29.1577,121,1,11.3616,52,AT_121,ATASCOSA
76,122,-98.7298,29.1577,-98.7298.29.1577,122,1,11.2858,81,AT_122,ATASCOSA
77,124,-98.7098,29.1577,-98.7098.29.1577,124,1,11.2858,52,AT_124,ATASCOSA
78,125,-98.6998,29.1577,-98.6998.29.1577,125,1,11.2858,52,AT_125,ATASCOSA
79,126,-98.6898,29.1577,-98.6898.29.1577,126,1,11.2994,81,AT_126,ATASCOSA
80,130,-98.6498,29.1577,-98.6498.29.1577,130,1,11.2994,52,AT_130,ATASCOSA
81,131,-98.6398,29.1577,-98.6398.29.1577,131,1,10.8812,71,AT_131,ATASCOSA
82,132,-98.6298,29.1577,-98.6298.29.1577,132,1,10.8812,52,AT_132,ATASCOSA
83,135,-98.5998,29.1577,-98.5998.29.1577,135,1,11.2994,81,AT_135,ATASCOSA
84,136,-98.5898,29.1577,-98.5898.29.1577,136,1,11.2994,31,AT_136,ATASCOSA
85,137,-98.5798,29.1577,-98.5798.29.1577,137,1,11.2994,71,AT_137,ATASCOSA
86,138,-98.5698,29.1577,-98.5698.29.1577,138,1,11.2994,81,AT_138,ATASCOSA
87,139,-98.5598,29.1577,-98.5598.29.1577,139,1,11.2994,31,AT_139,ATASCOSA
88,146,-98.7598,29.1477,-98.7598.29.1477,146,1,11.3616,81,AT_146,ATASCOSA
89,147,-98.7498,29.1477,-98.7498.29.1477,147,1,11.3616,81,AT_147,ATASCOSA
90,148,-98.7398,29.1477,-98.7398.29.1477,148,1,10.9404,52,AT_148,ATASCOSA
91,149,-98.7298,29.1477,-98.7298.29.1477,149,1,11.3616,81,AT_149,ATASCOSA
92,150,-98.7198,29.1477,-98.7198.29.1477,150,1,10.8772,52,AT_150,ATASCOSA
93,154,-98.6798,29.1477,-98.6798.29.1477,154,1,11.2994,71,AT_154,ATASCOSA
94,156,-98.6598,29.1477,-98.6598.29.1477,156,1,11.2994,52,AT_156,ATASCOSA
95,161,-98.6098,29.1477,-98.6098.29.1477,161,1,11.2994,52,AT_161,ATASCOSA
96,163,-98.5898,29.1477,-98.5898.29.1477,163,1,11.2994,90,AT_163,ATASCOSA
97,164,-98.5798,29.1477,-98.5798.29.1477,164,1,11.2994,52,AT_164,ATASCOSA
98,166,-98.5598,29.1477,-98.5598.29.1477,166,1,11.2994,31,AT_166,ATASCOSA
99,167,-98.5498,29.1477,-98.5498.29.1477,167,1,11.2994,31,AT_167,ATASCOSA
100,168,-98.5398,29.1477,-98.5398.29.1477,168,1,11.2994,52,AT_168,ATASCOSA
101,169,-98.5298,29.1477,-98.5298.29.1477,169,1,11.2994,52,AT_169,ATASCOSA
102,176,-98.7598,29.1377,-98.7598.29.1377,176,1,11.3616,81,AT_176,ATASCOSA
103,177,-98.7498,29.1377,-98.7498.29.1377,177,1,11.3616,52,AT_177,ATASCOSA
104,178,-98.7398,29.1377,-98.7398.29.1377,178,1,10.9404,52,AT_178,ATASCOSA
105,179,-98.7298,29.1377,-98.7298.29.1377,179,1,10.9404,52,AT_179,ATASCOSA
106,184,-98.6798,29.1377,-98.6798.29.1377,184,1,11.2992,71,AT_184,ATASCOSA
107,190,-98.6198,29.1377,-98.6198.29.1377,190,1,10.8814,71,AT_190,ATASCOSA
108,191,-98.6098,29.1377,-98.6098.29.1377,191,1,11.2992,81,AT_191,ATASCOSA
109,192,-98.5998,29.1377,-98.5998.29.1377,192,1,11.2992,52,AT_192,ATASCOSA
110,193,-98.5898,29.1377,-98.5898.29.1377,193,1,11.2992,71,AT_193,ATASCOSA
111,194,-98.5798,29.1377,-98.5798.29.1377,194,1,11.2992,81,AT_194,ATASCOSA
112,195,-98.5698,29.1377,-98.5698.29.1377,195,1,10.8814,52,AT_195,ATASCOSA
113,196,-98.5598,29.1377,-98.5598.29.1377,196,1,11.2992,52,AT_196,ATASCOSA
114,199,-98.5298,29.1377,-98.5298.29.1377,199,1,11.2992,81,AT_199,ATASCOSA
115,203,-98.4898,29.1377,-98.4898.29.1377,203,1,11.2992,31,AT_203,ATASCOSA
116,204,-98.4798,29.1377,-98.4798.29.1377,204,1,11.2992,71,AT_204,ATASCOSA
117,215,-98.6998,29.1277,-98.6998.29.1277,215,1,11.2992,52,AT_215,ATASCOSA
118,219,-98.6598,29.1277,-98.6598.29.1277,219,1,11.2992,71,AT_219,ATASCOSA
119,220,-98.6498,29.1277,-98.6498.29.1277,220,1,11.2992,82,AT_220,ATASCOSA
120,224,-98.6098,29.1277,-98.6098.29.1277,224,1,11.2992,52,AT_224,ATASCOSA
121,225,-98.5998,29.1277,-98.5998.29.1277,225,1,11.2992,52,AT_225,ATASCOSA
122,226,-98.5898,29.1277,-98.5898.29.1277,226,1,11.2992,52,AT_226,ATASCOSA
123,227,-98.5798,29.1277,-98.5798.29.1277,227,1,11.2992,71,AT_227,ATASCOSA
124,228,-98.5698,29.1277,-98.5698.29.1277,228,1,10.8812,71,AT_228,ATASCOSA
125,230,-98.5498,29.1277,-98.5498.29.1277,230,1,10.8812,71,AT_230,ATASCOSA
126,231,-98.5398,29.1277,-98.5398.29.1277,231,1,11.2992,52,AT_231,ATASCOSA
127,233,-98.5198,29.1277,-98.5198.29.1277,233,1,10.8812,52,AT_233,ATASCOSA
128,235,-98.4998,29.1277,-98.4998.29.1277,235,1,10.8812,71,AT_235,ATASCOSA
129,236,-98.4898,29.1277,-98.4898.29.1277,236,1,10.8812,52,AT_236,ATASCOSA
130,238,-98.4698,29.1277,-98.4698.29.1277,238,1,10.8812,81,AT_238,ATASCOSA
131,239,-98.4598,29.1277,-98.4598.29.1277,239,1,10.864,82,AT_239,ATASCOSA
132,240,-98.4498,29.1277,-98.4498.29.1277,240,1,10.8812,52,AT_240,ATASCOSA
133,241,-98.7998,29.1177,-98.7998.29.1177,241,1,10.9402,81,AT_241,ATASCOSA
134,249,-98.7198,29.1177,-98.7198.29.1177,249,1,11.3736,52,AT_249,ATASCOSA
135,250,-98.7098,29.1177,-98.7098.29.1177,250,1,10.8812,81,AT_250,ATASCOSA
136,251,-98.6998,29.1177,-98.6998.29.1177,251,1,10.3938,71,AT_251,ATASCOSA
137,253,-98.6798,29.1177,-98.6798.29.1177,253,1,11.2992,52,AT_253,ATASCOSA
138,254,-98.6698,29.1177,-98.6698.29.1177,254,1,11.2992,52,AT_254,ATASCOSA
139,255,-98.6598,29.1177,-98.6598.29.1177,255,1,11.2992,71,AT_255,ATASCOSA
140,257,-98.6398,29.1177,-98.6398.29.1177,257,1,10.8812,81,AT_257,ATASCOSA
141,259,-98.6198,29.1177,-98.6198.29.1177,259,1,11.2992,52,AT_259,ATASCOSA
142,260,-98.6098,29.1177,-98.6098.29.1177,260,1,10.8812,81,AT_260,ATASCOSA
143,261,-98.5998,29.1177,-98.5998.29.1177,261,1,11.2992,81,AT_261,ATASCOSA
144,262,-98.5898,29.1177,-98.5898.29.1177,262,1,11.2992,81,AT_262,ATASCOSA
145,263,-98.5798,29.1177,-98.5798.29.1177,263,1,11.2992,81,AT_263,ATASCOSA
146,264,-98.5698,29.1177,-98.5698.29.1177,264,1,11.2992,82,AT_264,ATASCOSA
147,266,-98.5498,29.1177,-98.5498.29.1177,266,1,10.8812,52,AT_266,ATASCOSA
148,267,-98.5398,29.1177,-98.5398.29.1177,267,1,10.8812,82,AT_267,ATASCOSA
149,268,-98.5298,29.1177,-98.5298.29.1177,268,1,11.2992,82,AT_268,ATASCOSA
150,269,-98.5198,29.1177,-98.5198.29.1177,269,1,10.8812,81,AT_269,ATASCOSA
151,270,-98.5098,29.1177,-98.5098.29.1177,270,1,10.8812,81,AT_270,ATASCOSA
152,271,-98.4998,29.1177,-98.4998.29.1177,271,1,10.6374,52,AT_271,ATASCOSA
153,273,-98.4798,29.1177,-98.4798.29.1177,273,1,10.8812,52,AT_273,ATASCOSA
154,274,-98.4698,29.1177,-98.4698.29.1177,274,1,11.3532,81,AT_274,ATASCOSA
155,275,-98.4598,29.1177,-98.4598.29.1177,275,1,10.651,81,AT_275,ATASCOSA
156,276,-98.4498,29.1177,-98.4498.29.1177,276,1,10.864,81,AT_276,ATASCOSA
157,277,-98.4398,29.1177,-98.4398.29.1177,277,1,10.864,71,AT_277,ATASCOSA
158,278,-98.4298,29.1177,-98.4298.29.1177,278,1,10.7632,71,AT_278,ATASCOSA
159,279,-98.4198,29.1177,-98.4198.29.1177,279,1,10.864,82,AT_279,ATASCOSA
160,280,-98.7998,29.1077,-98.7998.29.1077,280,1,11.3612,31,AT_280,ATASCOSA
161,281,-98.7898,29.1077,-98.7898.29.1077,281,1,11.3612,52,AT_281,ATASCOSA
162,285,-98.7498,29.1077,-98.7498.29.1077,285,1,11.3612,52,AT_285,ATASCOSA
163,289,-98.7098,29.1077,-98.7098.29.1077,289,1,10.881,52,AT_289,ATASCOSA
164,290,-98.6998,29.1077,-98.6998.29.1077,290,1,10.881,52,AT_290,ATASCOSA
165,291,-98.6898,29.1077,-98.6898.29.1077,291,1,11.2992,81,AT_291,ATASCOSA
166,292,-98.6798,29.1077,-98.6798.29.1077,292,1,11.2992,71,AT_292,ATASCOSA
167,293,-98.6698,29.1077,-98.6698.29.1077,293,1,11.2992,81,AT_293,ATASCOSA
168,294,-98.6598,29.1077,-98.6598.29.1077,294,1,10.881,52,AT_294,ATASCOSA
169,295,-98.6498,29.1077,-98.6498.29.1077,295,1,10.881,81,AT_295,ATASCOSA
170,296,-98.6398,29.1077,-98.6398.29.1077,296,1,10.881,52,AT_296,ATASCOSA
171,297,-98.6298,29.1077,-98.6298.29.1077,297,1,10.881,81,AT_297,ATASCOSA
172,298,-98.6198,29.1077,-98.6198.29.1077,298,1,10.881,82,AT_298,ATASCOSA
173,302,-98.5798,29.1077,-98.5798.29.1077,302,1,11.2992,82,AT_302,ATASCOSA
174,303,-98.5698,29.1077,-98.5698.29.1077,303,1,11.2992,52,AT_303,ATASCOSA
175,304,-98.5598,29.1077,-98.5598.29.1077,304,1,10.881,81,AT_304,ATASCOSA
176,305,-98.5498,29.1077,-98.5498.29.1077,305,1,10.881,52,AT_305,ATASCOSA
177,306,-98.5398,29.1077,-98.5398.29.1077,306,1,10.864,52,AT_306,ATASCOSA
178,307,-98.5298,29.1077,-98.5298.29.1077,307,1,10.864,52,AT_307,ATASCOSA
179,308,-98.5198,29.1077,-98.5198.29.1077,308,1,10.7632,52,AT_308,ATASCOSA
180,309,-98.5098,29.1077,-98.5098.29.1077,309,1,10.881,81,AT_309,ATASCOSA
181,310,-98.4998,29.1077,-98.4998.29.1077,310,1,10.6368,52,AT_310,ATASCOSA
182,311,-98.4898,29.1077,-98.4898.29.1077,311,1,10.7364,81,AT_311,ATASCOSA
183,312,-98.4798,29.1077,-98.4798.29.1077,312,1,10.651,81,AT_312,ATASCOSA
184,313,-98.4698,29.1077,-98.4698.29.1077,313,1,10.6368,82,AT_313,ATASCOSA
185,314,-98.4598,29.1077,-98.4598.29.1077,314,1,10.7632,81,AT_314,ATASCOSA
186,315,-98.4498,29.1077,-98.4498.29.1077,315,1,10.864,81,AT_315,ATASCOSA
187,316,-98.4398,29.1077,-98.4398.29.1077,316,1,10.864,52,AT_316,ATASCOSA
188,317,-98.4298,29.1077,-98.4298.29.1077,317,1,10.864,52,AT_317,ATASCOSA
189,318,-98.4198,29.1077,-98.4198.29.1077,318,1,10.6368,82,AT_318,ATASCOSA
190,319,-98.4098,29.1077,-98.4098.29.1077,319,1,10.5582,90,AT_319,ATASCOSA
191,321,-98.7898,29.0977,-98.7898.29.0977,321,1,11.361,52,AT_321,ATASCOSA
192,322,-98.7798,29.0977,-98.7798.29.0977,322,1,11.361,52,AT_322,ATASCOSA
193,324,-98.7598,29.0977,-98.7598.29.0977,324,1,10.9402,52,AT_324,ATASCOSA
194,325,-98.7498,29.0977,-98.7498.29.0977,325,1,11.361,52,AT_325,ATASCOSA
195,326,-98.7398,29.0977,-98.7398.29.0977,326,1,11.3734,52,AT_326,ATASCOSA
196,329,-98.7098,29.0977,-98.7098.29.0977,329,1,11.2992,81,AT_329,ATASCOSA
197,330,-98.6998,29.0977,-98.6998.29.0977,330,1,10.881,81,AT_330,ATASCOSA
198,332,-98.6798,29.0977,-98.6798.29.0977,332,1,10.881,52,AT_332,ATASCOSA
199,333,-98.6698,29.0977,-98.6698.29.0977,333,1,10.881,81,AT_333,ATASCOSA
200,334,-98.6598,29.0977,-98.6598.29.0977,334,1,10.881,52,AT_334,ATASCOSA
201,336,-98.6398,29.0977,-98.6398.29.0977,336,1,10.881,81,AT_336,ATASCOSA
202,337,-98.6298,29.0977,-98.6298.29.0977,337,1,10.881,52,AT_337,ATASCOSA
203,338,-98.6198,29.0977,-98.6198.29.0977,338,1,10.881,81,AT_338,ATASCOSA
204,339,-98.6098,29.0977,-98.6098.29.0977,339,1,10.881,81,AT_339,ATASCOSA
205,340,-98.5998,29.0977,-98.5998.29.0977,340,1,10.881,52,AT_340,ATASCOSA
206,342,-98.5798,29.0977,-98.5798.29.0977,342,1,10.881,81,AT_342,ATASCOSA
207,343,-98.5698,29.0977,-98.5698.29.0977,343,1,10.864,52,AT_343,ATASCOSA
208,344,-98.5598,29.0977,-98.5598.29.0977,344,1,10.864,81,AT_344,ATASCOSA
209,345,-98.5498,29.0977,-98.5498.29.0977,345,1,10.864,52,AT_345,ATASCOSA
210,347,-98.5298,29.0977,-98.5298.29.0977,347,1,10.6368,81,AT_347,ATASCOSA
211,348,-98.5198,29.0977,-98.5198.29.0977,348,1,10.8526,82,AT_348,ATASCOSA
212,349,-98.5098,29.0977,-98.5098.29.0977,349,1,10.864,52,AT_349,ATASCOSA
213,350,-98.4998,29.0977,-98.4998.29.0977,350,1,10.881,81,AT_350,ATASCOSA
214,351,-98.4898,29.0977,-98.4898.29.0977,351,1,10.6368,81,AT_351,ATASCOSA
215,352,-98.4798,29.0977,-98.4798.29.0977,352,1,10.881,81,AT_352,ATASCOSA
216,353,-98.4698,29.0977,-98.4698.29.0977,353,1,10.864,52,AT_353,ATASCOSA
217,355,-98.4498,29.0977,-98.4498.29.0977,355,1,10.7632,81,AT_355,ATASCOSA
218,356,-98.4398,29.0977,-98.4398.29.0977,356,1,10.4776,90,AT_356,ATASCOSA
219,357,-98.4298,29.0977,-98.4298.29.0977,357,1,10.6368,82,AT_357,ATASCOSA
220,358,-98.4198,29.0977,-98.4198.29.0977,358,1,10.6368,81,AT_358,ATASCOSA
221,359,-98.4098,29.0977,-98.4098.29.0977,359,1,10.864,82,AT_359,ATASCOSA
222,360,-98.3998,29.0977,-98.3998.29.0977,360,1,10.084,82,AT_360,ATASCOSA
223,361,-98.7998,29.0877,-98.7998.29.0877,361,1,11.361,82,AT_361,ATASCOSA
224,362,-98.7898,29.0877,-98.7898.29.0877,362,1,11.361,52,AT_362,ATASCOSA
225,363,-98.7798,29.0877,-98.7798.29.0877,363,1,11.361,81,AT_363,ATASCOSA
226,364,-98.7698,29.0877,-98.7698.29.0877,364,1,1.5276,52,AT_364,ATASCOSA
227,365,-98.7598,29.0877,-98.7598.29.0877,365,1,1.5276,82,AT_365,ATASCOSA
228,366,-98.7498,29.0877,-98.7498.29.0877,366,1,1.5276,81,AT_366,ATASCOSA
229,367,-98.7398,29.0877,-98.7398.29.0877,367,1,1.5276,52,AT_367,ATASCOSA
230,368,-98.7298,29.0877,-98.7298.29.0877,368,1,11.3734,71,AT_368,ATASCOSA
231,369,-98.7198,29.0877,-98.7198.29.0877,369,1,11.3734,52,AT_369,ATASCOSA
232,370,-98.7098,29.0877,-98.7098.29.0877,370,1,11.3734,52,AT_370,ATASCOSA
233,371,-98.6998,29.0877,-98.6998.29.0877,371,1,10.881,52,AT_371,ATASCOSA
234,372,-98.6898,29.0877,-98.6898.29.0877,372,1,8.18,81,AT_372,ATASCOSA
235,373,-98.6798,29.0877,-98.6798.29.0877,373,1,10.881,81,AT_373,ATASCOSA
236,374,-98.6698,29.0877,-98.6698.29.0877,374,1,10.881,71,AT_374,ATASCOSA
237,375,-98.6598,29.0877,-98.6598.29.0877,375,1,11.353,81,AT_375,ATASCOSA
238,376,-98.6498,29.0877,-98.6498.29.0877,376,1,8.18,82,AT_376,ATASCOSA
239,377,-98.6398,29.0877,-98.6398.29.0877,377,1,10.558,82,AT_377,ATASCOSA
240,378,-98.6298,29.0877,-98.6298.29.0877,378,1,10.637,81,AT_378,ATASCOSA
241,379,-98.6198,29.0877,-98.6198.29.0877,379,1,11.353,81,AT_379,ATASCOSA
242,380,-98.6098,29.0877,-98.6098.29.0877,380,1,10.8636,82,AT_380,ATASCOSA
243,381,-98.5998,29.0877,-98.5998.29.0877,381,1,10.8636,81,AT_381,ATASCOSA
244,382,-98.5898,29.0877,-98.5898.29.0877,382,1,10.8636,81,AT_382,ATASCOSA
245,383,-98.5798,29.0877,-98.5798.29.0877,383,1,10.8636,52,AT_383,ATASCOSA
246,384,-98.5698,29.0877,-98.5698.29.0877,384,1,10.637,81,AT_384,ATASCOSA
247,385,-98.5598,29.0877,-98.5598.29.0877,385,1,10.8636,52,AT_385,ATASCOSA
248,386,-98.5498,29.0877,-98.5498.29.0877,386,1,10.8636,52,AT_386,ATASCOSA
249,387,-98.5398,29.0877,-98.5398.29.0877,387,1,10.558,81,AT_387,ATASCOSA
250,388,-98.5298,29.0877,-98.5298.29.0877,388,1,10.8636,81,AT_388,ATASCOSA
251,389,-98.5198,29.0877,-98.5198.29.0877,389,1,10.881,52,AT_389,ATASCOSA
252,390,-98.5098,29.0877,-98.5098.29.0877,390,1,10.637,82,AT_390,ATASCOSA
253,391,-98.4998,29.0877,-98.4998.29.0877,391,1,11.2992,81,AT_391,ATASCOSA
254,392,-98.4898,29.0877,-98.4898.29.0877,392,1,10.8636,52,AT_392,ATASCOSA
255,394,-98.4698,29.0877,-98.4698.29.0877,394,1,10.637,52,AT_394,ATASCOSA
256,395,-98.4598,29.0877,-98.4598.29.0877,395,1,10.637,81,AT_395,ATASCOSA
257,396,-98.4498,29.0877,-98.4498.29.0877,396,1,10.3934,71,AT_396,ATASCOSA
258,398,-98.4298,29.0877,-98.4298.29.0877,398,1,10.3934,81,AT_398,ATASCOSA
259,399,-98.4198,29.0877,-98.4198.29.0877,399,1,10.084,71,AT_399,ATASCOSA
260,400,-98.4098,29.0877,-98.4098.29.0877,400,1,10.084,81,AT_400,ATASCOSA
261,401,-98.3998,29.0877,-98.3998.29.0877,401,1,10.763,81,AT_401,ATASCOSA
262,402,-98.3898,29.0877,-98.3898.29.0877,402,1,10.637,81,AT_402,ATASCOSA
263,403,-98.7998,29.0777,-98.7998.29.0777,403,1,1.5186,82,AT_403,ATASCOSA
264,404,-98.7898,29.0777,-98.7898.29.0777,404,1,1.5186,52,AT_404,ATASCOSA
265,405,-98.7798,29.0777,-98.7798.29.0777,405,1,1.5186,81,AT_405,ATASCOSA
266,406,-98.7698,29.0777,-98.7698.29.0777,406,1,1.5186,82,AT_406,ATASCOSA
267,408,-98.7498,29.0777,-98.7498.29.0777,408,1,1.5186,52,AT_408,ATASCOSA
268,409,-98.7398,29.0777,-98.7398.29.0777,409,1,1.5186,82,AT_409,ATASCOSA
269,410,-98.7298,29.0777,-98.7298.29.0777,410,1,10.9756,81,AT_410,ATASCOSA
270,411,-98.7198,29.0777,-98.7198.29.0777,411,1,10.9756,52,AT_411,ATASCOSA
271,412,-98.7098,29.0777,-98.7098.29.0777,412,1,10.9312,52,AT_412,ATASCOSA
272,413,-98.6998,29.0777,-98.6998.29.0777,413,1,10.6642,52,AT_413,ATASCOSA
273,414,-98.6898,29.0777,-98.6898.29.0777,414,1,10.8638,52,AT_414,ATASCOSA
274,415,-98.6798,29.0777,-98.6798.29.0777,415,1,10.881,71,AT_415,ATASCOSA
275,416,-98.6698,29.0777,-98.6698.29.0777,416,1,10.6366,82,AT_416,ATASCOSA
276,418,-98.6498,29.0777,-98.6498.29.0777,418,1,10.8638,81,AT_418,ATASCOSA
277,419,-98.6398,29.0777,-98.6398.29.0777,419,1,10.8638,90,AT_419,ATASCOSA
278,420,-98.6298,29.0777,-98.6298.29.0777,420,1,10.3932,90,AT_420,ATASCOSA
279,421,-98.6198,29.0777,-98.6198.29.0777,421,1,10.8638,82,AT_421,ATASCOSA
280,422,-98.6098,29.0777,-98.6098.29.0777,422,1,10.8638,82,AT_422,ATASCOSA
